"Obs","age","male","xeduc","raceeth","marstat","pcyears","workyrs","pcincQ","ksaimeQ","fpchome","censusPoverty","pcretacct","pcwlth","pcwlthret","year","_TYPE_","_PAGE_","_TABLE_","count_Sum","below100_Mean","below200_Mean","xSSIe_Mean","pctoti_Mean","PCCENSUSINCOME_Mean","pcNetTOTI_Mean","pcNetCensusIncome_Mean"
"832",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2045,001000000000001,1,3,".",".",0.25009,".",".",".",".","."
"833",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2055,001000000000001,1,3,".",".",0.23376,".",".",".",".","."
"834",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2065,001000000000001,1,3,".",".",0.20095,".",".",".",".","."
"835",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2015,001000000000001,1,3,".",".",0.12295,".",".",".",".","."
"836",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2025,001000000000001,1,3,".",".",0.10394,".",".",".",".","."
"837",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2035,001000000000001,1,3,".",".",0.13845,".",".",".",".","."
"838",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2045,001000000000001,1,3,".",".",0.13451,".",".",".",".","."
"839",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2055,001000000000001,1,3,".",".",0.13032,".",".",".",".","."
"840",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2065,001000000000001,1,3,".",".",0.11773,".",".",".",".","."
"841",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2015,000100000000001,1,3,".",".",0.23356,".",".",".",".","."
"842",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2025,000100000000001,1,3,".",".",0.18940,".",".",".",".","."
"843",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2035,000100000000001,1,3,".",".",0.24188,".",".",".",".","."
"844",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2045,000100000000001,1,3,".",".",0.22419,".",".",".",".","."
"845",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2055,000100000000001,1,3,".",".",0.20099,".",".",".",".","."
"846",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2065,000100000000001,1,3,".",".",0.17687,".",".",".",".","."
"847",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2015,000100000000001,1,3,".",".",0.43422,".",".",".",".","."
"848",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2025,000100000000001,1,3,".",".",0.37076,".",".",".",".","."
"849",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2035,000100000000001,1,3,".",".",0.42607,".",".",".",".","."
"850",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2045,000100000000001,1,3,".",".",0.39561,".",".",".",".","."
"851",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2055,000100000000001,1,3,".",".",0.35088,".",".",".",".","."
"852",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2065,000100000000001,1,3,".",".",0.30512,".",".",".",".","."
"853",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2015,000100000000001,1,3,".",".",0.51280,".",".",".",".","."
"854",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2025,000100000000001,1,3,".",".",0.44151,".",".",".",".","."
"855",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2035,000100000000001,1,3,".",".",0.43808,".",".",".",".","."
"856",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2045,000100000000001,1,3,".",".",0.39150,".",".",".",".","."
"857",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2055,000100000000001,1,3,".",".",0.34085,".",".",".",".","."
"858",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2065,000100000000001,1,3,".",".",0.28834,".",".",".",".","."
"859",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2015,000100000000001,1,3,".",".",0.35212,".",".",".",".","."
"860",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2025,000100000000001,1,3,".",".",0.28510,".",".",".",".","."
"861",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2035,000100000000001,1,3,".",".",0.29817,".",".",".",".","."
"862",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2045,000100000000001,1,3,".",".",0.26475,".",".",".",".","."
"863",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2055,000100000000001,1,3,".",".",0.24593,".",".",".",".","."
"864",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2065,000100000000001,1,3,".",".",0.21489,".",".",".",".","."
"865",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2015,000010000000001,1,3,".",".",0.17667,".",".",".",".","."
"866",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2025,000010000000001,1,3,".",".",0.15345,".",".",".",".","."
"867",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2035,000010000000001,1,3,".",".",0.20111,".",".",".",".","."
"868",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2045,000010000000001,1,3,".",".",0.18351,".",".",".",".","."
"869",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2055,000010000000001,1,3,".",".",0.15573,".",".",".",".","."
"870",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2065,000010000000001,1,3,".",".",0.12925,".",".",".",".","."
"871",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2015,000010000000001,1,3,".",".",0.41377,".",".",".",".","."
"872",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2025,000010000000001,1,3,".",".",0.30722,".",".",".",".","."
"873",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2035,000010000000001,1,3,".",".",0.35738,".",".",".",".","."
"874",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2045,000010000000001,1,3,".",".",0.34076,".",".",".",".","."
"875",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2055,000010000000001,1,3,".",".",0.32181,".",".",".",".","."
"876",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2065,000010000000001,1,3,".",".",0.28204,".",".",".",".","."
"877",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2015,000010000000001,1,3,".",".",0.43431,".",".",".",".","."
"878",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2025,000010000000001,1,3,".",".",0.39373,".",".",".",".","."
"879",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2035,000010000000001,1,3,".",".",0.43458,".",".",".",".","."
"880",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2045,000010000000001,1,3,".",".",0.39413,".",".",".",".","."
"881",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2055,000010000000001,1,3,".",".",0.36420,".",".",".",".","."
"882",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2065,000010000000001,1,3,".",".",0.33442,".",".",".",".","."
"883",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2015,000010000000001,1,3,".",".",0.52451,".",".",".",".","."
"884",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2025,000010000000001,1,3,".",".",0.45280,".",".",".",".","."
"885",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2035,000010000000001,1,3,".",".",0.47106,".",".",".",".","."
"886",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2045,000010000000001,1,3,".",".",0.42792,".",".",".",".","."
"887",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2055,000010000000001,1,3,".",".",0.39696,".",".",".",".","."
"888",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2065,000010000000001,1,3,".",".",0.36448,".",".",".",".","."
"889",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,3,".",".",0.73342,".",".",".",".","."
"890",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,3,".",".",0.71731,".",".",".",".","."
"891",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,3,".",".",0.71288,".",".",".",".","."
"892",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,3,".",".",0.69421,".",".",".",".","."
"893",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,3,".",".",0.65385,".",".",".",".","."
"894",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,3,".",".",0.63568,".",".",".",".","."
"895",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,3,".",".",0.67380,".",".",".",".","."
"896",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,3,".",".",0.62799,".",".",".",".","."
"897",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,3,".",".",0.67224,".",".",".",".","."
"898",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,3,".",".",0.63226,".",".",".",".","."
"899",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,3,".",".",0.58878,".",".",".",".","."
"900",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,3,".",".",0.56547,".",".",".",".","."
"901",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,3,".",".",0.58019,".",".",".",".","."
"902",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,3,".",".",0.53623,".",".",".",".","."
"903",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,3,".",".",0.60174,".",".",".",".","."
"904",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,3,".",".",0.59760,".",".",".",".","."
"905",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,3,".",".",0.54049,".",".",".",".","."
"906",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,3,".",".",0.49937,".",".",".",".","."
"907",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,3,".",".",0.48411,".",".",".",".","."
"908",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,3,".",".",0.46641,".",".",".",".","."
"909",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,3,".",".",0.54310,".",".",".",".","."
"910",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,3,".",".",0.50073,".",".",".",".","."
"911",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,3,".",".",0.47505,".",".",".",".","."
"912",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,3,".",".",0.43813,".",".",".",".","."
"913",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,3,".",".",0.41753,".",".",".",".","."
"914",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,3,".",".",0.37052,".",".",".",".","."
"915",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,3,".",".",0.45900,".",".",".",".","."
"916",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,3,".",".",0.44708,".",".",".",".","."
"917",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,3,".",".",0.40858,".",".",".",".","."
"918",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,3,".",".",0.36435,".",".",".",".","."
"919",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,3,".",".",0.34464,".",".",".",".","."
"920",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,3,".",".",0.30781,".",".",".",".","."
"921",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,3,".",".",0.38808,".",".",".",".","."
"922",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,3,".",".",0.35502,".",".",".",".","."
"923",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,3,".",".",0.33443,".",".",".",".","."
"924",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,3,".",".",0.28668,".",".",".",".","."
"925",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,3,".",".",0.23406,".",".",".",".","."
"926",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,3,".",".",0.23234,".",".",".",".","."
"927",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,3,".",".",0.32374,".",".",".",".","."
"928",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,3,".",".",0.29613,".",".",".",".","."
"929",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,3,".",".",0.26069,".",".",".",".","."
"930",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,3,".",".",0.21861,".",".",".",".","."
"931",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,3,".",".",0.12765,".",".",".",".","."
"932",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,3,".",".",0.11317,".",".",".",".","."
"933",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,3,".",".",0.16500,".",".",".",".","."
"934",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,3,".",".",0.15697,".",".",".",".","."
"935",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,3,".",".",0.13709,".",".",".",".","."
"936",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,3,".",".",0.11532,".",".",".",".","."
"937",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,3,".",".",0.61485,".",".",".",".","."
"938",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,3,".",".",0.59338,".",".",".",".","."
"939",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,3,".",".",0.61807,".",".",".",".","."
"940",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,3,".",".",0.58705,".",".",".",".","."
"941",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,3,".",".",0.55556,".",".",".",".","."
"942",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,3,".",".",0.52353,".",".",".",".","."
"943",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,3,".",".",0.53755,".",".",".",".","."
"944",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,3,".",".",0.51310,".",".",".",".","."
"945",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,3,".",".",0.55308,".",".",".",".","."
"946",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,3,".",".",0.52559,".",".",".",".","."
"947",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,3,".",".",0.48933,".",".",".",".","."
"948",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,3,".",".",0.46667,".",".",".",".","."
"949",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,3,".",".",0.48291,".",".",".",".","."
"950",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,3,".",".",0.44711,".",".",".",".","."
"951",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,3,".",".",0.52367,".",".",".",".","."
"952",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,3,".",".",0.49537,".",".",".",".","."
"953",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,3,".",".",0.44176,".",".",".",".","."
"954",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,3,".",".",0.41792,".",".",".",".","."
"955",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,3,".",".",0.45050,".",".",".",".","."
"956",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,3,".",".",0.41002,".",".",".",".","."
"957",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,3,".",".",0.49157,".",".",".",".","."
"958",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,3,".",".",0.46746,".",".",".",".","."
"959",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,3,".",".",0.43005,".",".",".",".","."
"960",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,3,".",".",0.38044,".",".",".",".","."
"961",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,3,".",".",0.41725,".",".",".",".","."
"962",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,3,".",".",0.37900,".",".",".",".","."
"963",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,3,".",".",0.45972,".",".",".",".","."
"964",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,3,".",".",0.43750,".",".",".",".","."
"965",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,3,".",".",0.38260,".",".",".",".","."
"966",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,3,".",".",0.34657,".",".",".",".","."
"967",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,3,".",".",0.35401,".",".",".",".","."
"968",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,3,".",".",0.31999,".",".",".",".","."
"969",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,3,".",".",0.41118,".",".",".",".","."
"970",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,3,".",".",0.37319,".",".",".",".","."
"971",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,3,".",".",0.34765,".",".",".",".","."
"972",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,3,".",".",0.30566,".",".",".",".","."
"973",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,3,".",".",0.28351,".",".",".",".","."
"974",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,3,".",".",0.28075,".",".",".",".","."
"975",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,3,".",".",0.35990,".",".",".",".","."
"976",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,3,".",".",0.32000,".",".",".",".","."
"977",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,3,".",".",0.30045,".",".",".",".","."
"978",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,3,".",".",0.24840,".",".",".",".","."
"979",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,3,".",".",0.14258,".",".",".",".","."
"980",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,3,".",".",0.12332,".",".",".",".","."
"981",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,3,".",".",0.17810,".",".",".",".","."
"982",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,3,".",".",0.16938,".",".",".",".","."
"983",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,3,".",".",0.14667,".",".",".",".","."
"984",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,3,".",".",0.12309,".",".",".",".","."
"985",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2015,000000010000001,1,3,".",".",0.80017,".",".",".",".","."
"986",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2025,000000010000001,1,3,".",".",0.75513,".",".",".",".","."
"987",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2035,000000010000001,1,3,".",".",0.80439,".",".",".",".","."
"988",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2045,000000010000001,1,3,".",".",0.76659,".",".",".",".","."
"989",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2055,000000010000001,1,3,".",".",0.72342,".",".",".",".","."
"990",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2065,000000010000001,1,3,".",".",0.68177,".",".",".",".","."
"991",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2015,000000010000001,1,3,".",".",0.42757,".",".",".",".","."
"992",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2025,000000010000001,1,3,".",".",0.33213,".",".",".",".","."
"993",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2035,000000010000001,1,3,".",".",0.45100,".",".",".",".","."
"994",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2045,000000010000001,1,3,".",".",0.42206,".",".",".",".","."
"995",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2055,000000010000001,1,3,".",".",0.37307,".",".",".",".","."
"996",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2065,000000010000001,1,3,".",".",0.30272,".",".",".",".","."
"997",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2015,000000010000001,1,3,".",".",0.14054,".",".",".",".","."
"998",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2025,000000010000001,1,3,".",".",0.09166,".",".",".",".","."
"999",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2035,000000010000001,1,3,".",".",0.15131,".",".",".",".","."
"1000",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2045,000000010000001,1,3,".",".",0.13949,".",".",".",".","."
"1001",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2055,000000010000001,1,3,".",".",0.11578,".",".",".",".","."
"1002",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2065,000000010000001,1,3,".",".",0.08826,".",".",".",".","."
"1003",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2015,000000010000001,1,3,".",".",0.04635,".",".",".",".","."
"1004",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2025,000000010000001,1,3,".",".",0.02945,".",".",".",".","."
"1005",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2035,000000010000001,1,3,".",".",0.04622,".",".",".",".","."
"1006",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2045,000000010000001,1,3,".",".",0.04220,".",".",".",".","."
"1007",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2055,000000010000001,1,3,".",".",0.03109,".",".",".",".","."
"1008",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2065,000000010000001,1,3,".",".",0.02629,".",".",".",".","."
"1009",".",".",".",".",".",".",".","top quintile",".","Home Owner",".",".",".",".",2015,000000010000001,1,3,".",".",0.01838,".",".",".",".","."
"1010",".",".",".",".",".",".",".","top quintile",".","Home Owner",".",".",".",".",2025,000000010000001,1,3,".",".",0.01045,".",".",".",".","."
"1011",".",".",".",".",".",".",".","top quintile",".","Home Owner",".",".",".",".",2035,000000010000001,1,3,".",".",0.01975,".",".",".",".","."
"1012",".",".",".",".",".",".",".","top quintile",".","Home Owner",".",".",".",".",2045,000000010000001,1,3,".",".",0.01454,".",".",".",".","."
"1013",".",".",".",".",".",".",".","top quintile",".","Home Owner",".",".",".",".",2055,000000010000001,1,3,".",".",0.01327,".",".",".",".","."
"1014",".",".",".",".",".",".",".","top quintile",".","Home Owner",".",".",".",".",2065,000000010000001,1,3,".",".",0.00940,".",".",".",".","."
"1015",".",".",".",".",".",".",".",".","bottom quintile","Home Owner",".",".",".",".",2015,000000001000001,1,3,".",".",0.67808,".",".",".",".","."
"1016",".",".",".",".",".",".",".",".","bottom quintile","Home Owner",".",".",".",".",2025,000000001000001,1,3,".",".",0.64094,".",".",".",".","."
"1017",".",".",".",".",".",".",".",".","bottom quintile","Home Owner",".",".",".",".",2035,000000001000001,1,3,".",".",0.67967,".",".",".",".","."
"1018",".",".",".",".",".",".",".",".","bottom quintile","Home Owner",".",".",".",".",2045,000000001000001,1,3,".",".",0.64803,".",".",".",".","."
"1019",".",".",".",".",".",".",".",".","bottom quintile","Home Owner",".",".",".",".",2055,000000001000001,1,3,".",".",0.61043,".",".",".",".","."
"1020",".",".",".",".",".",".",".",".","bottom quintile","Home Owner",".",".",".",".",2065,000000001000001,1,3,".",".",0.57629,".",".",".",".","."
"1021",".",".",".",".",".",".",".",".","2nd quintile","Home Owner",".",".",".",".",2015,000000001000001,1,3,".",".",0.39947,".",".",".",".","."
"1022",".",".",".",".",".",".",".",".","2nd quintile","Home Owner",".",".",".",".",2025,000000001000001,1,3,".",".",0.33610,".",".",".",".","."
"1023",".",".",".",".",".",".",".",".","2nd quintile","Home Owner",".",".",".",".",2035,000000001000001,1,3,".",".",0.44485,".",".",".",".","."
"1024",".",".",".",".",".",".",".",".","2nd quintile","Home Owner",".",".",".",".",2045,000000001000001,1,3,".",".",0.42278,".",".",".",".","."
"1025",".",".",".",".",".",".",".",".","2nd quintile","Home Owner",".",".",".",".",2055,000000001000001,1,3,".",".",0.37857,".",".",".",".","."
"1026",".",".",".",".",".",".",".",".","2nd quintile","Home Owner",".",".",".",".",2065,000000001000001,1,3,".",".",0.32341,".",".",".",".","."
"1027",".",".",".",".",".",".",".",".","3rd quintile","Home Owner",".",".",".",".",2015,000000001000001,1,3,".",".",0.21643,".",".",".",".","."
"1028",".",".",".",".",".",".",".",".","3rd quintile","Home Owner",".",".",".",".",2025,000000001000001,1,3,".",".",0.15688,".",".",".",".","."
