"Obs","year","count","t1","s1","w1","t2","s2","w2","t3","s3","w3","t4","s4","w4","t5","s5","w5","t6","s6","w6","t7","s7","w7","t8","s8","w8","t9","s9","w9","t10","s10","w10","t11","s11","w11","t12","s12","w12","t13","s13","w13","t14","s14","w14","t15","s15","w15","t16","s16","w16","t17","s17","w17","t18","s18","w18","t19","s19","w19","t20","s20","w20","t21","s21","w21","t22","s22","w22","t23","s23","w23","t24","s24","w24","t25","s25","w25","t26","s26","w26","t27","s27","w27","t28","s28","w28","t29","s29","w29","t30","s30","w30","t31","s31","w31","t32","s32","w32","t33","s33","w33","t34","s34","w34","t35","s35","w35","t36","s36","w36","t37","s37","w37","t38","s38","w38","t39","s39","w39","t40","s40","w40","t41","s41","w41","t42","s42","w42","t43","s43","w43","t44","s44","w44","t45","s45","w45","t46","s46","w46","t47","s47","w47","t48","s48","w48","t49","s49","w49","t50","s50","w50","t51","s51","w51","t52","s52","w52","t53","s53","w53","t54","s54","w54","t55","s55","w55","t56","s56","w56","t57","s57","w57","t58","s58","w58","t59","s59","w59","t60","s60","w60","t61","s61","w61","t62","s62","w62","t63","s63","w63","t64","s64","w64","t65","s65","w65","t66","s66","w66","t67","s67","w67","t68","s68","w68","t69","s69","w69","t70","s70","w70","t71","s71","w71","t72","s72","w72","t73","s73","w73","t74","s74","w74","t75","s75","w75","t76","s76","w76","t77","s77","w77","t78","s78","w78","t79","s79","w79","t80","s80","w80","t81","s81","w81","t82","s82","w82","t83","s83","w83","t84","s84","w84","t85","s85","w85","t86","s86","w86","t87","s87","w87","t88","s88","w88","t89","s89","w89","t90","s90","w90","t91","s91","w91","t92","s92","w92","t93","s93","w93","t94","s94","w94","t95","s95","w95","t96","s96","w96","t97","s97","w97","t98","s98","w98","t99","s99","w99","t100","s100","w100","age","male","xeduc","marstat","raceeth","pcincQ"
"1",2015,"All",0.00,0,-2013.65,226.93,0,-1500.08,3421.11,0,1450.89,5777.00,0,3763.36,6926.39,0,5028.59,8237.85,0.00,6333.16,8906.20,0.00,6893.08,9278.12,0.00,7373.25,9710.00,0.00,7844.00,10324.00,0.00,8415.36,10854.71,0.00,8946.78,11330.61,0.00,9423.45,11941.30,0.00,10022.76,12528.80,0.00,10617.19,12929.10,0.00,11018.59,13443.41,0.00,11560.61,13971.60,1965.07,12046.52,14531.89,3104.38,12575.41,15057.20,3951.60,13125.67,15587.55,4909.70,13635.66,16134.44,5629.50,14163.30,16644.00,6220.99,14676.38,17162.57,6666.40,15170.08,17625.81,7081.20,15618.03,18113.49,7489.92,16080.22,18586.25,7909.12,16601.42,19074.82,8286.65,17044.68,19584.75,8687.69,17575.71,20106.26,9032.86,18033.81,20628.31,9366.19,18577.35,21187.56,9712.36,19121.37,21723.92,10075.20,19661.77,22271.81,10429.01,20160.81,22799.23,10738.80,20661.70,23322.01,11087.87,21140.62,23901.97,11396.72,21747.39,24392.58,11704.88,22226.91,25002.87,12027.60,22775.02,25587.53,12305.94,23297.76,26192.40,12608.40,23930.59,26852.38,12869.23,24446.33,27524.68,13150.80,25039.50,28191.94,13458.13,25656.62,28839.83,13750.29,26276.09,29369.53,14030.40,26848.54,29992.97,14253.03,27410.57,30767.11,14538.45,28018.10,31494.44,14805.94,28690.10,32289.10,15103.25,29392.95,32984.68,15345.62,30095.31,33734.59,15612.58,30889.36,34580.73,15847.16,31558.45,35396.99,16095.99,32269.19,36166.78,16329.51,32969.65,37041.23,16552.90,33701.72,38001.43,16782.48,34448.99,38870.23,17000.60,35238.26,39718.53,17233.03,35999.37,40626.06,17477.20,36805.25,41421.72,17715.38,37518.04,42423.27,17978.23,38207.32,43392.52,18208.93,38960.98,44303.68,18434.23,39766.94,45316.59,18651.60,40575.45,46205.07,18891.81,41398.44,47170.33,19128.79,42192.71,48362.77,19376.78,43065.96,49446.26,19623.57,43960.58,50636.37,19887.73,44914.15,51812.51,20132.40,45877.43,53089.74,20427.05,46921.93,54304.74,20700.00,47850.75,55756.11,20955.36,48967.03,57326.89,21211.52,50058.84,58689.61,21507.34,51125.77,60201.71,21791.19,52318.02,61944.79,22062.35,53550.37,63596.53,22360.12,54874.92,65433.34,22698.30,56169.70,67196.32,23045.67,57661.93,69340.86,23330.08,59211.11,71414.75,23678.09,60763.22,73426.01,24017.97,62491.40,75873.43,24297.60,64134.97,78624.69,24694.12,65929.79,81368.00,24990.00,67899.27,84234.44,25403.81,69948.27,87086.89,25787.80,72337.08,90468.60,26137.12,74702.49,94451.62,26576.11,77733.71,98533.55,27054.88,80656.18,103364.48,27544.92,83920.92,109566.45,28078.11,88022.24,115962.48,28758.45,93615.50,124997.29,29599.56,99554.23,135057.29,30495.07,107259.12,148349.31,31633.07,115817.74,168907.46,33294.46,128976.01,206015.19,35881.62,151497.79,4146587.27,61475.40,2034015.96,".",".",".",".",".","."
"2",2025,"All",0.00,0,-2561.89,268.08,0,-1862.30,3446.62,0,847.61,6022.95,0,3417.26,7312.52,0,4855.21,8669.73,0.00,6134.03,9221.06,0.00,6678.70,9752.98,0.00,7328.71,10343.41,0.00,7929.70,11024.46,0.00,8589.08,11766.69,0.00,9268.72,12375.31,0.00,9881.88,13004.55,0.00,10556.82,13649.21,0.00,11165.91,14242.88,1302.26,11742.41,14887.59,2584.75,12359.64,15439.53,3766.07,12962.34,16004.97,4698.44,13498.25,16568.04,5514.25,14054.39,17145.99,6204.24,14616.56,17737.55,6882.22,15229.47,18354.34,7391.99,15811.10,18950.12,7920.82,16367.93,19569.43,8431.35,16951.78,20239.70,8922.25,17538.40,20826.60,9333.52,18125.43,21325.76,9756.56,18644.58,21919.86,10081.53,19186.11,22517.46,10482.91,19759.72,23064.40,10842.74,20302.74,23617.35,11231.93,20846.11,24196.05,11570.42,21437.65,24816.16,11891.22,22028.68,25376.19,12220.75,22580.09,26027.09,12551.82,23119.63,26682.02,12892.99,23772.13,27243.26,13250.66,24370.08,27906.51,13579.41,24915.59,28586.99,13888.38,25554.44,29248.05,14158.90,26149.34,29905.10,14470.29,26749.26,30595.02,14766.84,27310.69,31301.82,15062.26,27941.94,32085.40,15373.83,28642.22,32863.78,15677.57,29369.90,33656.93,15969.01,30128.60,34361.25,16273.33,30832.51,35204.09,16604.68,31533.22,36022.68,16908.86,32184.34,36796.59,17194.06,32918.68,37638.52,17496.87,33636.87,38508.69,17790.04,34362.02,39296.89,18122.97,35107.85,40242.25,18395.42,35934.78,41051.42,18695.81,36613.32,42088.32,19019.73,37346.48,43083.94,19309.96,38118.17,44049.58,19615.07,38922.26,45103.41,19928.40,39689.70,46159.63,20229.01,40592.39,47057.93,20559.08,41483.38,48275.28,20826.17,42315.06,49373.08,21114.30,43211.61,50599.59,21438.36,44162.80,51720.57,21732.88,45095.90,52843.22,22017.18,46001.34,53968.59,22311.59,46939.23,55311.18,22607.05,48012.09,56703.36,22935.46,49008.60,57917.82,23251.05,49969.10,59322.89,23564.52,51043.17,60790.57,23879.55,52194.31,62176.59,24185.43,53295.14,63593.99,24500.18,54439.72,65079.92,24805.31,55482.14,66450.44,25100.66,56802.03,68025.56,25422.42,58136.40,69930.83,25742.17,59620.92,71935.44,26053.05,61045.36,74036.72,26403.99,62725.42,76321.10,26729.66,64302.63,78576.94,27045.59,65993.39,81067.65,27395.15,68150.66,83800.92,27794.30,70138.31,86615.29,28190.83,72285.16,89696.49,28598.20,74310.99,92804.79,29038.20,76977.08,97016.36,29549.95,79600.37,100758.15,29999.13,82434.95,105364.62,30527.42,85671.13,110016.51,31050.15,88932.02,115576.02,31682.46,93038.72,121209.56,32315.70,97856.19,129143.88,32963.16,102680.13,138507.43,33747.31,108739.26,149719.95,34746.38,117066.69,164701.76,35936.48,128098.83,188794.29,37438.53,142783.11,235145.43,40412.12,168672.59,1095753.87,66158.89,496541.01,".",".",".",".",".","."
"3",2035,"All",0.00,0,-3227.49,177.81,0,-2346.06,3397.54,0,123.63,5994.26,0,2773.33,7665.57,0,4545.25,9035.29,0.00,5843.08,9469.47,0.00,6394.21,10102.91,0.00,7052.25,10746.98,0.00,7727.93,11509.21,0.00,8403.38,12133.11,0.00,9081.89,12815.83,0.00,9719.12,13469.12,897.36,10370.06,14131.51,2877.33,11058.15,14823.00,4284.28,11722.84,15471.70,5375.52,12318.44,16033.94,6262.53,12910.80,16608.13,7083.64,13453.94,17189.91,7734.50,14025.49,17818.85,8369.56,14624.78,18400.45,8841.06,15197.57,18986.71,9346.52,15780.00,19609.11,9790.29,16373.02,20236.16,10257.79,16992.15,20794.09,10661.73,17544.20,21426.44,11104.30,18138.09,22057.04,11464.60,18732.97,22660.44,11869.91,19347.27,23199.73,12257.47,19868.32,23857.79,12631.51,20512.33,24451.74,13010.11,21049.59,25097.03,13395.70,21627.98,25659.74,13766.47,22200.13,26274.32,14117.03,22796.48,26907.75,14447.87,23393.21,27538.06,14799.64,24001.69,28198.96,15105.95,24604.07,28805.81,15442.08,25189.50,29410.50,15787.58,25749.22,30093.95,16104.36,26388.62,30731.39,16405.37,26987.35,31476.90,16756.34,27659.61,32219.39,17097.49,28272.21,32997.42,17438.08,28928.36,33790.32,17778.55,29643.80,34527.83,18106.88,30374.56,35333.55,18404.46,31110.00,36156.46,18708.86,31807.34,36974.68,19032.25,32510.55,37876.02,19388.16,33207.56,38765.27,19686.71,34019.32,39685.52,19995.97,34795.73,40506.65,20349.79,35574.17,41410.99,20693.10,36357.08,42413.71,21009.78,37157.43,43498.51,21320.90,37962.28,44544.28,21629.26,38838.62,45581.92,21952.09,39657.43,46678.79,22299.82,40609.51,47862.03,22616.55,41557.76,49037.28,22941.65,42415.85,50205.49,23226.44,43336.87,51451.99,23516.94,44335.30,52692.69,23827.87,45260.48,53925.73,24148.51,46228.97,55135.89,24468.47,47281.64,56423.57,24757.60,48317.78,57687.38,25064.86,49379.85,59074.54,25361.18,50476.59,60524.42,25686.14,51612.50,62013.82,26033.85,52772.33,63392.62,26356.14,53896.16,65081.18,26614.45,55064.38,66739.50,26925.89,56354.84,68459.18,27270.74,57774.27,70138.14,27600.46,59151.06,71959.93,27926.23,60726.44,74197.21,28267.53,62279.09,76400.09,28653.46,63967.38,78521.64,29047.85,65624.94,80953.37,29432.94,67420.74,83265.13,29802.12,69387.33,85950.74,30250.41,71320.36,88866.30,30676.02,73299.57,91656.41,31140.38,75400.20,94468.00,31565.01,77703.29,98201.45,32014.65,80265.94,101696.29,32527.18,83127.27,105833.96,33069.06,86178.01,110718.26,33565.71,89491.75,115851.40,34120.65,93415.24,121766.26,34821.38,97249.75,128593.51,35468.03,102151.35,137372.92,36221.77,107552.88,147672.82,37186.98,114774.18,160592.53,38359.68,123334.26,178078.44,39757.20,134039.51,204782.65,41634.47,152366.32,255736.56,44788.72,180797.40,4107578.72,69175.44,1787123.97,".",".",".",".",".","."
"4",2045,"All",0.00,0,-4096.06,9.08,0,-3776.33,2035.76,0,-1738.42,5257.21,0,1164.01,7384.87,0,3374.10,9034.63,0.00,4964.95,9422.93,0.00,5538.82,10097.04,0.00,6196.25,10976.00,0.00,7063.45,11737.41,0.00,7877.25,12506.93,0.00,8613.19,13256.20,0.00,9366.03,13953.31,704.75,10052.45,14590.32,3284.50,10678.06,15227.54,4752.77,11328.10,15916.52,5849.71,11957.35,16519.93,6840.95,12569.28,17099.93,7643.46,13184.02,17711.94,8350.69,13779.04,18318.93,8976.92,14343.15,18926.84,9517.05,14939.72,19515.36,10000.89,15540.48,20167.18,10481.61,16156.84,20798.39,10944.69,16780.27,21419.23,11396.41,17345.98,22052.96,11856.47,17920.15,22669.38,12291.56,18553.30,23248.34,12688.04,19165.46,23851.22,13132.23,19733.01,24490.82,13534.44,20329.59,25126.05,13913.00,20953.99,25763.89,14283.15,21563.72,26431.58,14639.58,22177.23,27071.52,14994.20,22810.13,27651.95,15373.88,23369.60,28345.13,15705.85,23973.95,29005.25,16024.10,24586.80,29618.64,16377.97,25168.20,30342.79,16710.90,25803.76,31062.60,17065.82,26551.83,31807.17,17413.13,27200.27,32533.96,17743.85,27878.19,33272.34,18128.50,28477.39,34000.64,18475.48,29180.06,34780.22,18805.61,29845.35,35648.93,19141.90,30526.14,36415.37,19512.40,31295.07,37267.64,19867.22,31990.29,37993.75,20189.02,32740.36,38992.33,20558.70,33441.85,39882.40,20905.72,34188.06,40882.27,21271.81,35059.38,41836.72,21612.49,35850.59,42918.99,21969.02,36708.17,43979.91,22327.72,37615.94,45048.23,22666.70,38582.37,46100.59,23014.31,39502.01,47263.77,23364.53,40365.51,48440.31,23684.99,41301.30,49706.10,24010.25,42256.39,51009.06,24365.74,43255.52,52345.62,24708.36,44210.67,53581.70,25057.14,45257.20,54916.03,25420.18,46400.88,56229.06,25766.05,47500.71,57711.86,26127.04,48778.79,59086.73,26480.40,49827.49,60583.16,26812.01,51005.21,62247.17,27167.49,52259.34,63876.69,27559.42,53563.84,65513.82,27955.65,54862.64,67198.73,28353.75,56182.85,68988.68,28727.59,57582.46,70787.23,29130.99,59032.34,72739.97,29506.07,60560.48,74691.37,29904.37,62022.80,76721.89,30305.26,63494.32,78622.09,30738.31,65156.90,80877.35,31142.03,66996.57,83560.34,31545.37,68991.18,86148.97,31976.30,71048.41,89046.75,32407.24,72988.44,92072.96,32908.39,75160.24,95612.84,33345.78,77610.81,99618.29,33789.09,80325.26,102929.14,34330.52,83454.31,106921.54,34974.99,86208.01,111448.79,35596.81,89459.90,116457.92,36179.02,92513.18,121397.54,36819.85,95831.29,126881.43,37564.34,100025.11,133668.83,38481.59,104594.20,142088.57,39405.63,110283.83,151526.57,40410.67,116989.27,164240.02,41423.95,124505.70,179751.73,42600.95,134996.35,201804.08,44138.58,149043.68,234872.67,46276.29,170047.70,306826.87,49436.68,208123.77,4690277.68,95111.91,2461617.28,".",".",".",".",".","."
"5",2055,"All",0.00,0,-5113.77,10.09,0,-4641.21,1988.98,0,-2741.17,5534.63,0,402.44,7579.74,0,2567.54,9118.69,0.00,4005.06,9849.07,0.00,4921.07,10839.91,0.00,5941.32,11908.09,0.00,6986.38,12819.47,0.00,7919.03,13660.31,0.00,8756.95,14403.33,0.00,9476.94,15059.12,582.23,10229.90,15782.72,3210.99,10932.32,16482.90,4987.55,11611.02,17132.60,6330.74,12223.84,17783.87,7352.56,12836.62,18434.25,8192.77,13485.15,19140.07,8996.44,14161.71,19807.39,9713.39,14800.50,20488.57,10366.68,15531.72,21148.89,10947.80,16178.62,21796.60,11487.64,16797.12,22518.99,11947.40,17462.03,23167.37,12405.06,18082.12,23831.46,12874.42,18726.98,24487.30,13413.80,19372.23,25120.98,13878.35,20009.52,25752.10,14267.58,20623.93,26430.77,14617.25,21231.67,27126.99,15010.45,21869.58,27778.33,15418.27,22488.68,28541.62,15794.83,23210.24,29281.35,16207.38,23915.54,30039.51,16591.36,24602.26,30859.55,16963.14,25289.54,31571.94,17342.21,26019.01,32256.30,17754.44,26730.72,33010.51,18130.10,27408.74,33816.99,18510.44,28112.67,34646.19,18886.82,28861.98,35436.09,19263.95,29590.52,36294.59,19647.96,30303.41,37168.66,20032.16,31077.08,38088.04,20417.83,31906.37,39093.50,20773.13,32670.64,39929.58,21129.86,33564.48,40908.86,21504.02,34309.95,41890.70,21915.52,35128.99,42864.62,22268.28,36087.81,43982.21,22647.19,37005.15,45070.37,23048.94,37870.47,46070.85,23451.67,38775.07,47283.57,23852.07,39758.42,48496.12,24219.62,40671.32,49607.36,24597.99,41597.98,50883.07,24967.01,42614.41,52203.26,25366.70,43728.38,53562.26,25744.30,44777.14,54908.12,26130.46,45799.99,56175.61,26550.62,46936.60,57763.83,26924.21,48034.83,59424.75,27306.23,49207.50,60827.85,27725.49,50470.15,62568.98,28136.70,51599.89,64195.42,28547.31,52927.91,65797.99,28962.22,54279.51,67414.49,29361.35,55586.66,69241.67,29742.10,57059.68,71136.87,30179.73,58477.13,72950.89,30610.74,59814.48,74845.92,31065.47,61302.99,76897.59,31491.87,62843.45,79110.35,31938.83,64475.69,81548.46,32376.80,66266.90,84038.87,32841.75,68044.72,86220.39,33322.96,69927.06,89003.28,33802.86,71838.35,91774.07,34228.78,73967.97,94508.34,34819.66,76092.66,98196.13,35377.54,78398.68,101481.87,35933.06,80679.48,104974.95,36457.79,83118.35,108260.66,37026.08,86003.94,112626.51,37634.86,88993.50,116479.77,38312.76,91973.82,120880.71,38886.15,94969.39,125453.65,39654.68,98561.13,130523.76,40384.72,102449.68,137476.22,41151.76,106594.66,143392.45,41990.94,111232.47,152164.54,42978.11,116542.77,161270.60,43946.74,122274.72,172001.99,44986.06,130394.55,185889.63,46199.31,138735.83,203178.23,47504.42,149093.36,229755.10,48977.01,166093.74,268419.15,50965.06,192583.37,348961.60,54690.35,237663.35,10425242.16,88898.05,3876611.48,".",".",".",".",".","."
"6",2065,"All",0.00,0,-6215.23,24.98,0,-5902.41,2419.96,0,-3768.89,6029.86,0,-118.65,8535.76,0,2250.07,9591.90,0.00,3417.87,10948.44,0.00,4831.55,12312.96,0.00,6227.78,13366.93,0.00,7304.48,14290.25,0.00,8200.15,15154.63,0.00,9116.20,15991.35,0.00,9947.55,16827.32,2025.41,10801.28,17676.38,4455.55,11583.75,18414.83,6379.59,12326.35,19148.56,7672.40,13101.23,20011.34,8876.86,13888.56,20749.85,9802.07,14639.95,21461.43,10683.10,15362.72,22148.59,11466.28,16104.53,22913.29,12101.30,16798.80,23612.36,12688.37,17480.68,24359.16,13288.76,18222.89,25092.02,13834.71,18940.23,25841.83,14309.80,19658.97,26632.90,14767.57,20332.78,27292.40,15235.99,21065.70,28130.28,15719.91,21832.89,28863.72,16174.77,22560.78,29642.03,16621.41,23290.91,30439.44,17095.82,24035.45,31222.34,17499.31,24822.75,32126.55,17968.64,25583.59,32964.10,18398.68,26320.34,33751.23,18850.95,27088.69,34617.43,19279.25,27928.30,35462.18,19762.80,28654.99,36317.03,20179.60,29501.03,37174.33,20632.68,30265.09,38066.93,21038.15,31050.18,38961.78,21468.16,31866.89,39854.90,21842.70,32707.99,40805.04,22303.02,33532.69,41793.34,22716.96,34386.94,42784.46,23137.11,35202.65,43802.75,23594.97,36069.61,44830.90,23987.32,36993.32,46015.36,24393.82,37860.37,47140.98,24806.22,38814.73,48366.61,25239.83,39853.53,49694.76,25641.81,40842.17,50961.08,26059.08,41870.49,52253.93,26453.27,42981.70,53470.82,26896.73,43992.89,54768.52,27338.51,45004.44,56039.75,27771.50,45999.49,57512.49,28182.16,47083.84,58878.73,28621.27,48154.02,60331.54,29051.00,49332.06,61881.28,29497.02,50500.31,63351.61,29954.61,51667.82,64865.53,30462.25,52815.72,66512.56,30892.49,54062.40,68264.72,31368.07,55321.29,70087.20,31832.29,56805.62,71833.80,32300.58,58192.09,73619.12,32809.51,59537.80,75563.68,33292.45,60977.58,77449.84,33802.58,62492.79,79536.22,34283.93,63905.72,81557.69,34800.36,65546.35,83731.31,35292.22,67171.37,85820.31,35794.48,68783.16,88089.58,36233.82,70529.69,90685.87,36766.91,72301.11,93571.53,37326.15,74261.75,96125.00,37822.73,76177.67,98814.22,38402.76,78330.23,101953.24,38955.45,80459.17,105007.51,39530.84,82866.98,108370.29,40105.38,85355.34,112074.51,40695.15,88014.62,115894.38,41338.37,90876.44,120162.79,41998.17,93699.83,124220.02,42695.41,96718.54,129355.52,43363.28,99767.42,134978.16,44057.67,103360.30,141044.87,44739.84,107368.65,147860.60,45549.17,112096.99,154843.85,46318.50,117283.14,162291.70,47135.97,122435.79,171377.15,48143.16,128405.53,182106.83,49143.61,135346.08,195010.93,50174.75,143712.43,210628.52,51445.69,154022.08,230643.13,52981.73,166633.78,258971.82,54720.92,182846.13,303165.28,57464.84,209531.40,397994.32,61149.59,260528.51,6338060.01,90734.68,2589970.52,".",".",".",".",".","."
"7",2015,".",0.00,0,-2013.65,39.60,0,-1500.08,2373.78,0,309.18,4704.36,0,2585.16,6301.49,0,4295.61,7665.01,0.00,5593.04,8666.00,0.00,6654.53,9158.00,0.00,7219.88,9733.87,0.00,7766.18,10362.24,0.00,8431.68,10973.80,0.00,8992.56,11534.21,0.00,9590.29,12303.22,0.00,10285.30,12881.60,0.00,10902.55,13412.00,0.00,11506.77,14040.00,0.00,12006.43,14661.60,0.00,12633.43,15200.47,0.00,13233.56,15772.04,0.00,13709.95,16422.29,0.00,14339.91,17062.69,0.00,14952.14,17657.35,0.00,15559.31,18279.38,0.00,16085.95,18839.12,0.00,16735.16,19518.40,0.00,17258.36,20201.52,746.14,17941.34,20962.00,1793.27,18636.98,21598.00,2606.84,19335.73,22232.96,3308.62,19863.69,22896.32,3877.02,20493.58,23446.36,4556.70,21077.48,24050.29,5183.59,21753.83,24579.24,5654.44,22246.60,25256.07,6151.89,22806.47,26035.49,6509.35,23359.93,26906.00,6806.81,24101.93,27714.48,7191.15,24736.20,28309.92,7500.41,25389.49,29015.30,7877.12,26063.60,29609.08,8159.87,26636.57,30477.39,8546.53,27298.74,31189.32,8862.78,27940.07,31997.57,9200.68,28655.33,32799.43,9499.41,29324.38,33602.05,9843.28,30133.96,34409.52,10138.68,30970.03,35396.99,10467.61,31571.85,36177.95,10765.20,32381.43,37184.17,11129.28,33164.60,38313.28,11426.47,33913.58,39095.76,11730.98,34763.49,39975.07,12052.62,35516.81,40986.81,12332.67,36305.19,41726.50,12665.93,37037.32,42699.04,13007.92,37769.80,43556.74,13337.96,38427.37,44336.92,13698.27,39156.88,45331.69,13960.40,40009.77,46299.18,14259.80,40766.32,47204.56,14536.73,41633.08,48405.18,14839.56,42388.73,49323.70,15196.42,43196.66,50538.37,15558.43,44168.46,51599.31,15803.49,45108.38,52681.31,16167.60,46117.10,53993.53,16443.21,47111.55,55333.98,16789.20,48057.49,56810.36,17102.81,49077.18,58194.26,17429.70,50130.44,59559.07,17725.04,51164.49,60887.30,18127.31,52214.60,62380.36,18471.00,53251.90,64032.66,18743.20,54514.90,65668.23,19089.51,55734.37,67338.80,19472.32,56999.76,69323.72,19861.29,58485.99,70936.05,20180.37,59713.35,72931.59,20613.60,61286.88,74722.24,21030.36,62814.45,76654.06,21410.68,64182.81,78946.55,21743.56,65780.36,81218.32,22153.49,67446.03,83617.72,22587.59,68991.66,85500.84,23093.33,70591.79,88064.51,23404.69,72400.18,90617.96,23819.07,74230.45,93758.11,24243.49,76695.97,96955.50,24673.07,79208.59,100193.80,25139.74,81647.26,103890.27,25693.20,84626.22,109451.58,26100.59,87751.85,113591.52,26670.43,91673.83,120407.13,27283.84,96408.10,127401.35,27864.78,101578.28,135515.91,28536.49,107288.72,146416.78,29573.36,114207.60,162109.63,30676.80,122975.43,181986.93,32175.22,136391.83,222761.97,34628.45,164758.75,4146587.27,57819.64,2034015.96,"62-69",".",".",".",".","."
"8",2015,".",0.00,0,-2013.65,955.80,0,-793.30,4701.47,0,2715.77,6501.52,0,4583.80,8469.25,0,6559.50,8939.79,0.00,7215.96,9459.60,0.00,7663.16,10229.53,1746.27,8362.39,10922.97,3484.35,8992.89,11381.58,4716.37,9441.19,12052.08,5776.29,10237.36,12588.25,6558.50,10704.46,13166.77,7107.90,11255.62,13664.73,7730.20,11881.18,14290.28,8190.00,12420.86,14889.42,8759.52,13057.18,15697.86,9151.26,13883.00,16491.96,9436.80,14522.69,17004.68,9830.50,14990.75,17467.68,10275.28,15442.57,18136.76,10642.68,16218.29,18626.07,10962.34,16770.57,19279.29,11298.08,17418.90,19949.34,11582.87,17935.69,20287.48,11996.79,18381.47,20801.23,12280.26,18988.99,21520.71,12598.18,19551.27,22223.43,12893.52,20196.58,22690.14,13165.20,20700.85,23317.69,13499.26,21229.52,23955.62,13844.14,22001.61,24510.83,14122.63,22570.48,25129.75,14399.82,23099.11,25660.20,14730.64,23646.56,26319.04,15114.99,24282.84,27004.06,15361.56,24826.01,27490.29,15625.25,25458.96,28357.36,15928.11,26055.12,28960.95,16135.51,26710.98,29395.91,16420.87,27197.72,30187.90,16602.45,27699.62,31013.97,16824.71,28570.62,31709.70,17055.72,29266.70,32465.54,17277.04,29898.46,33237.55,17548.08,30691.90,33822.25,17854.24,31386.43,34736.57,18082.02,32053.59,35526.93,18296.79,32698.06,36313.78,18516.03,33413.49,37099.21,18789.19,34136.54,37907.43,19092.00,34892.50,39004.85,19327.77,35689.11,39571.43,19543.05,36393.11,40386.87,19774.00,37248.47,41199.49,19964.90,37807.26,41958.37,20159.96,38605.68,43066.65,20428.37,39261.49,44055.88,20623.24,39967.53,45008.87,20914.80,40602.30,45776.00,21188.12,41314.82,46561.13,21440.23,42009.96,47294.80,21693.93,42716.50,48551.05,21938.81,43681.15,49584.37,22170.14,44511.47,50749.71,22428.34,45423.96,51755.85,22644.14,46391.73,52768.87,22895.76,47222.44,53751.64,23096.31,48164.55,55119.00,23339.68,49092.29,56695.12,23638.29,49948.46,58092.60,23815.20,51096.78,59285.42,24070.33,52007.19,60769.11,24259.33,53208.26,61978.74,24550.18,54455.08,63511.14,24800.20,55456.33,65151.71,24997.35,56716.45,67060.08,25302.86,58102.91,68800.04,25531.29,59414.01,70665.22,25759.46,60841.27,72378.37,25994.90,62431.70,74488.00,26319.25,64030.15,77221.41,26562.33,65474.15,79702.45,26770.66,67184.57,82363.90,27133.93,69722.92,85963.57,27392.03,71537.66,88584.11,27722.63,73301.74,91121.33,28018.48,75598.31,94443.98,28387.16,78842.57,98103.44,28743.17,80615.32,101332.23,29244.56,82884.84,107074.58,29670.11,85902.69,111648.19,30189.46,90696.84,118435.14,30671.69,95558.37,126962.16,31335.76,100130.33,134186.15,32091.20,107562.72,147875.74,32877.77,115338.33,161495.04,33854.55,125336.10,182409.93,35527.75,139316.64,216419.39,38776.96,159162.58,3835421.90,58206.75,1754712.97,"70-74",".",".",".",".","."
