"Obs","year","count","t1","s1","w1","t2","s2","w2","t3","s3","w3","t4","s4","w4","t5","s5","w5","t6","s6","w6","t7","s7","w7","t8","s8","w8","t9","s9","w9","t10","s10","w10","t11","s11","w11","t12","s12","w12","t13","s13","w13","t14","s14","w14","t15","s15","w15","t16","s16","w16","t17","s17","w17","t18","s18","w18","t19","s19","w19","t20","s20","w20","t21","s21","w21","t22","s22","w22","t23","s23","w23","t24","s24","w24","t25","s25","w25","t26","s26","w26","t27","s27","w27","t28","s28","w28","t29","s29","w29","t30","s30","w30","t31","s31","w31","t32","s32","w32","t33","s33","w33","t34","s34","w34","t35","s35","w35","t36","s36","w36","t37","s37","w37","t38","s38","w38","t39","s39","w39","t40","s40","w40","t41","s41","w41","t42","s42","w42","t43","s43","w43","t44","s44","w44","t45","s45","w45","t46","s46","w46","t47","s47","w47","t48","s48","w48","t49","s49","w49","t50","s50","w50","t51","s51","w51","t52","s52","w52","t53","s53","w53","t54","s54","w54","t55","s55","w55","t56","s56","w56","t57","s57","w57","t58","s58","w58","t59","s59","w59","t60","s60","w60","t61","s61","w61","t62","s62","w62","t63","s63","w63","t64","s64","w64","t65","s65","w65","t66","s66","w66","t67","s67","w67","t68","s68","w68","t69","s69","w69","t70","s70","w70","t71","s71","w71","t72","s72","w72","t73","s73","w73","t74","s74","w74","t75","s75","w75","t76","s76","w76","t77","s77","w77","t78","s78","w78","t79","s79","w79","t80","s80","w80","t81","s81","w81","t82","s82","w82","t83","s83","w83","t84","s84","w84","t85","s85","w85","t86","s86","w86","t87","s87","w87","t88","s88","w88","t89","s89","w89","t90","s90","w90","t91","s91","w91","t92","s92","w92","t93","s93","w93","t94","s94","w94","t95","s95","w95","t96","s96","w96","t97","s97","w97","t98","s98","w98","t99","s99","w99","t100","s100","w100","age","male","xeduc","marstat","raceeth","pcincQ"
"1",2015,"All",0.00,0,-2013.65,214.99,0,-1500.08,3046.04,0,1089.80,5072.82,0,3202.44,6257.00,0,4324.09,7051.68,0.00,5108.59,7834.20,0.00,5866.60,8617.80,0.00,6652.36,8906.50,0.00,6916.36,9171.99,0.00,7345.00,9618.28,0.00,7700.36,10077.34,0.00,8175.65,10627.99,0.00,8709.26,11006.16,0.00,9047.48,11414.47,0.00,9506.35,11887.44,0.00,9955.26,12356.44,1595.98,10442.99,12751.43,2424.88,10844.96,13137.00,3326.81,11251.35,13538.83,4001.99,11624.02,14003.57,4545.60,12030.01,14434.88,4933.48,12460.21,14889.42,5328.60,12925.00,15315.45,5752.88,13359.86,15715.89,6118.95,13769.69,16139.11,6514.05,14154.26,16537.99,6864.43,14539.26,16937.92,7203.60,14924.27,17280.91,7532.40,15275.90,17702.73,7871.94,15685.64,18095.62,8173.20,16030.32,18500.34,8503.76,16478.36,18907.11,8804.40,16833.39,19326.40,9051.98,17228.88,19751.06,9339.93,17631.60,20163.27,9625.20,17993.82,20564.82,9880.83,18406.40,20939.32,10111.22,18802.77,21391.67,10366.00,19223.18,21875.59,10595.48,19636.53,22339.21,10826.40,20053.71,22805.62,11062.33,20514.30,23304.77,11278.80,21001.76,23804.80,11515.47,21481.27,24344.19,11707.20,21974.14,24882.96,11913.00,22446.14,25407.34,12101.12,22906.00,25953.73,12319.72,23398.91,26488.24,12517.03,23886.57,27097.88,12708.96,24367.44,27697.05,12886.78,24844.94,28211.67,13068.21,25349.12,28861.86,13248.36,25911.61,29394.31,13445.09,26381.50,30087.35,13638.00,26899.95,30730.81,13823.68,27452.71,31329.35,14052.17,27992.63,31999.76,14244.53,28542.86,32606.36,14488.59,29133.15,33237.55,14700.86,29695.62,34033.57,14905.58,30319.32,34828.21,15118.29,30934.01,35554.50,15331.56,31528.08,36319.79,15539.04,32209.61,37043.87,15724.60,32862.85,37881.81,15906.29,33556.32,38746.89,16144.38,34272.57,39718.78,16332.78,34974.97,40703.30,16521.64,35742.14,41516.31,16727.04,36505.10,42562.61,16936.92,37276.83,43733.89,17120.57,38001.46,44732.01,17330.66,38865.44,45838.67,17532.09,39733.26,46951.03,17736.43,40581.40,48063.04,17994.46,41550.27,49321.31,18211.94,42518.95,50661.82,18414.86,43549.22,52038.96,18632.39,44579.13,53535.52,18856.53,45656.11,55180.87,19101.68,46747.12,56835.70,19341.36,47988.88,58585.42,19614.83,49313.50,60376.55,19858.10,50591.52,62262.66,20153.41,51935.92,64242.73,20450.40,53534.19,66527.05,20772.00,55399.71,69039.31,21121.98,57034.86,71457.22,21457.06,59003.77,75036.17,21822.84,61259.00,78664.08,22176.18,63834.37,82318.25,22688.48,66586.26,87033.24,23169.36,69729.73,92228.05,23782.57,73846.33,98307.15,24380.40,78484.56,106422.80,25110.00,83159.98,117441.66,25966.08,90667.96,134372.68,27134.32,101878.95,168109.97,29197.67,123085.91,2931637.20,61475.40,1437609.76,".",".",".",".",".","."
"2",2025,"All",0.00,0,-2561.89,203.42,0,-1862.30,2956.32,0,370.34,5174.65,0,2608.92,6498.48,0,4010.83,7352.26,0.00,4873.94,8295.89,0.00,5823.96,9034.81,0.00,6475.96,9305.73,0.00,6886.71,9842.30,0.00,7358.47,10326.84,0.00,7904.75,10830.67,0.00,8319.68,11263.02,0.00,8825.48,11800.97,0.00,9326.07,12308.24,1029.27,9819.65,12823.97,2173.14,10366.03,13335.72,3115.58,10846.60,13859.81,3849.95,11362.99,14365.92,4466.66,11828.21,14842.77,5016.21,12283.22,15318.03,5499.78,12772.66,15792.86,5984.24,13257.37,16280.89,6428.35,13746.28,16725.16,6877.16,14189.92,17172.66,7203.82,14621.66,17666.80,7563.51,15117.23,18186.60,7930.32,15579.31,18667.71,8281.92,16027.49,19156.29,8643.71,16489.30,19632.11,9003.56,16959.63,20152.69,9319.31,17408.71,20610.38,9648.59,17884.54,21051.46,9906.95,18329.30,21510.21,10189.07,18748.08,21999.96,10485.80,19213.96,22509.94,10738.70,19700.72,22999.11,10999.85,20101.09,23468.50,11252.97,20586.81,23966.88,11515.86,21018.13,24419.58,11787.62,21496.66,24932.75,12051.15,21951.86,25454.69,12290.51,22428.13,25984.93,12541.69,22879.97,26548.46,12802.96,23404.45,27122.33,13047.49,23913.01,27660.71,13280.03,24436.82,28284.41,13544.86,24924.43,28831.32,13768.82,25450.10,29452.58,14025.70,25928.45,30085.80,14263.78,26459.09,30742.45,14545.10,26959.11,31417.90,14770.67,27526.54,32118.83,15017.71,28072.87,32810.24,15263.50,28701.92,33482.52,15520.22,29331.26,34242.45,15759.13,29917.83,35027.68,15986.10,30566.21,35834.55,16255.23,31174.68,36549.15,16517.52,31772.72,37264.00,16767.88,32427.92,38066.96,16981.45,33095.40,38851.48,17209.01,33724.50,39735.09,17464.09,34423.22,40573.69,17668.70,35117.16,41350.82,17914.34,35877.52,42316.97,18163.60,36547.28,43351.05,18392.30,37264.63,44259.11,18653.11,38037.63,45260.26,18889.53,38732.49,46216.24,19108.72,39524.30,47246.95,19341.56,40387.84,48300.93,19592.66,41293.34,49383.50,19828.63,42126.49,50656.40,20099.01,43086.68,51918.13,20365.16,44104.88,53157.32,20626.64,45137.60,54667.17,20920.59,46208.06,56121.00,21172.83,47392.30,57640.68,21457.76,48603.77,59322.89,21735.50,49786.22,60951.09,21996.59,50951.37,62836.59,22290.55,52216.65,64528.42,22592.78,53634.28,66703.87,22892.92,55118.85,68935.60,23218.23,56665.11,71320.71,23535.34,58567.76,74347.40,23871.90,60490.36,77101.14,24249.75,62486.18,80353.31,24632.40,64873.11,83849.42,25030.93,67434.71,87392.11,25470.20,70276.76,91620.11,25879.03,73399.50,97208.42,26389.69,77129.14,103031.48,26877.24,81474.36,109768.23,27621.28,86531.82,119651.55,28444.55,93284.12,132013.76,29360.35,101169.86,152881.30,30714.80,114594.86,193026.04,32921.36,139855.16,774697.98,66158.89,469500.51,".",".",".",".",".","."
"3",2035,"All",0.00,0,-3227.49,141.33,0,-2346.06,2918.43,0,-169.81,5317.24,0,2088.08,6752.67,0,3606.53,7681.24,0.00,4564.19,8482.73,0.00,5432.41,9177.61,0.00,5950.55,9556.09,0.00,6557.62,10151.56,0.00,7097.82,10719.85,0.00,7662.51,11276.54,0.00,8177.11,11777.15,696.28,8717.56,12311.69,2443.01,9212.02,12832.46,3538.47,9727.33,13364.43,4403.61,10227.39,13854.62,5159.32,10746.18,14388.62,5775.09,11249.04,14857.70,6323.97,11746.33,15352.65,6865.42,12207.23,15857.97,7343.24,12707.68,16329.54,7789.46,13164.38,16822.34,8189.72,13647.47,17273.73,8575.29,14073.32,17773.94,8937.21,14547.83,18242.63,9315.72,15016.94,18715.03,9726.15,15501.58,19239.18,10062.45,16016.67,19677.90,10346.51,16419.56,20177.26,10650.54,16894.88,20630.71,10956.13,17317.65,21147.15,11266.89,17838.23,21628.31,11536.96,18301.06,22131.06,11834.71,18779.93,22638.72,12128.04,19214.32,23136.38,12432.99,19671.06,23644.80,12696.22,20130.02,24233.17,12980.58,20696.66,24775.13,13238.77,21164.79,25297.74,13529.07,21682.54,25815.23,13803.34,22168.40,26375.29,14035.96,22653.77,26956.35,14288.12,23186.41,27534.90,14605.36,23715.12,28119.42,14857.47,24226.83,28668.79,15102.53,24763.37,29215.51,15346.73,25253.60,29884.64,15638.53,25772.14,30588.02,15924.38,26340.08,31296.43,16159.63,26920.33,31972.31,16406.79,27545.49,32663.79,16639.56,28141.15,33466.64,16887.87,28734.10,34142.85,17155.19,29396.29,34927.40,17425.43,30029.78,35778.81,17684.63,30700.46,36555.53,17900.61,31356.81,37382.53,18141.44,31994.21,38242.42,18405.93,32627.36,39091.46,18660.04,33327.53,39922.08,18883.70,34076.57,40733.17,19131.01,34809.95,41625.69,19392.49,35516.58,42556.13,19642.76,36262.60,43560.25,19858.65,37038.52,44544.47,20152.05,37802.87,45591.96,20403.82,38625.83,46837.13,20676.21,39586.88,47934.64,20954.39,40435.70,49042.88,21232.25,41414.54,50232.41,21528.97,42384.13,51556.59,21830.64,43376.77,52928.10,22098.73,44486.95,54350.30,22365.83,45450.47,55623.78,22633.37,46533.58,57214.64,22923.27,47648.47,58782.54,23188.40,48826.76,60457.16,23469.58,50039.16,62116.06,23748.32,51363.64,63754.20,24032.82,52670.83,65461.71,24385.69,54014.47,67303.09,24670.22,55448.51,69413.12,24981.43,56953.93,71459.95,25335.31,58594.87,73956.59,25662.30,60456.67,76574.38,26040.96,62335.49,79461.36,26432.06,64458.16,82484.28,26829.85,66660.95,85913.38,27235.10,69092.63,90010.34,27715.95,71603.57,93951.76,28235.62,74443.68,99202.09,28746.19,77840.47,104581.75,29368.99,82044.09,111477.48,29962.45,86734.62,120192.11,30699.92,91915.88,129291.88,31597.05,99188.68,145198.39,32721.40,109154.85,170171.75,34186.08,122358.37,218013.68,36589.19,154057.21,3933472.48,69175.44,1787123.97,".",".",".",".",".","."
"4",2045,"All",0.00,0,-4096.06,9.08,0,-3784.63,1701.97,0,-2105.64,4751.03,0,666.65,6589.05,0,2637.57,7657.53,0.00,3772.28,8721.26,0.00,4819.40,9203.51,0.00,5270.96,9823.38,0.00,5974.17,10391.46,0.00,6549.27,11115.08,0.00,7178.16,11726.19,0.00,7805.60,12290.21,584.54,8370.91,12856.10,2706.73,8917.71,13338.42,3984.30,9432.25,13837.27,4917.64,9952.48,14389.58,5611.73,10511.84,14898.32,6298.96,10999.35,15467.46,6878.67,11499.67,15994.17,7390.67,11999.30,16457.92,7901.30,12485.78,16932.70,8451.59,12976.62,17451.03,8931.40,13492.58,17960.15,9382.48,13980.76,18525.60,9791.20,14510.88,19025.68,10145.60,14999.12,19514.37,10479.78,15502.18,20017.22,10855.24,15958.18,20501.47,11180.70,16414.68,20937.22,11502.00,16898.34,21456.39,11842.06,17391.96,22011.61,12171.21,17884.75,22520.18,12473.34,18368.78,23036.31,12766.54,18848.54,23510.81,13068.95,19299.32,23990.78,13363.12,19782.60,24560.42,13663.88,20245.76,25135.07,13947.22,20762.08,25640.99,14219.79,21251.44,26171.02,14528.73,21762.75,26738.84,14830.23,22268.95,27338.71,15104.96,22790.43,27915.91,15395.53,23308.82,28588.55,15672.60,23845.01,29223.20,15951.20,24404.78,29875.34,16202.91,24978.06,30543.72,16466.35,25632.63,31189.35,16727.74,26221.69,31925.81,17004.92,26846.70,32625.99,17276.57,27460.41,33411.44,17582.05,28060.89,34174.21,17848.69,28677.65,34939.11,18124.91,29363.41,35782.71,18419.89,30013.61,36568.00,18702.79,30711.92,37468.00,18952.57,31463.08,38294.03,19234.35,32195.33,39195.80,19537.58,32961.59,40153.03,19858.78,33628.41,41152.66,20123.01,34453.69,42063.58,20440.30,35256.24,43035.55,20722.27,36060.18,44174.65,20997.24,36884.12,45219.54,21291.82,37783.64,46319.09,21592.14,38662.81,47414.05,21893.90,39604.39,48592.42,22184.44,40503.44,49741.84,22470.19,41463.83,51068.97,22754.21,42361.88,52368.85,23054.89,43373.55,53558.29,23364.93,44245.54,54846.04,23639.40,45241.81,56075.00,23901.93,46400.65,57453.72,24223.41,47594.10,59229.58,24557.19,48895.24,60897.62,24911.33,50081.66,62701.46,25265.41,51321.37,64591.79,25607.50,52619.28,66562.91,25920.67,54110.86,68740.25,26269.73,55695.55,71032.28,26653.21,57267.08,73020.78,27027.35,58873.96,75393.25,27431.29,60716.91,77978.79,27864.56,62500.14,80493.92,28320.23,64381.53,83560.34,28723.53,66589.48,86631.43,29175.58,68872.22,90379.51,29608.81,71508.86,94300.59,30101.91,74294.27,98641.75,30565.68,77441.44,104212.22,31147.32,81028.36,109704.40,31731.28,84840.09,116998.88,32409.96,89371.38,124374.07,33184.14,94425.56,133922.31,33951.20,100940.45,146769.01,35049.86,108761.95,165119.36,36226.96,120156.72,192475.77,38052.30,137902.88,247971.16,40939.91,171967.00,3316026.32,95111.91,1739163.27,".",".",".",".",".","."
"5",2055,"All",0.00,0,-5113.77,10.09,0,-4703.71,1779.38,0,-2953.24,4940.61,0,0.00,6820.55,0,1781.29,8197.72,0.00,3204.33,9118.81,0.00,4088.24,9849.00,0.00,4921.07,10640.64,0.00,5728.30,11437.06,0.00,6554.37,12203.87,0.00,7254.63,12811.11,0.00,7891.42,13416.48,508.74,8525.52,14015.80,2698.27,9109.37,14598.83,4262.16,9726.77,15151.43,5315.07,10299.55,15700.82,6085.11,10849.58,16257.46,6848.86,11366.95,16783.37,7494.80,11872.15,17307.78,8104.33,12369.97,17828.80,8620.65,12903.06,18388.71,9196.95,13437.90,18928.44,9774.50,13955.21,19483.80,10216.86,14466.39,19992.52,10640.95,14986.80,20540.10,11062.86,15534.28,21098.66,11497.16,16027.04,21687.52,11899.82,16588.99,22200.58,12251.53,17103.18,22768.05,12604.49,17641.38,23346.33,12959.64,18146.78,23907.81,13326.68,18717.18,24465.64,13654.09,19231.12,25031.56,13976.81,19738.41,25590.79,14297.56,20259.40,26156.77,14590.71,20808.85,26726.85,14887.23,21324.75,27340.62,15196.31,21892.30,27942.29,15497.01,22435.11,28575.59,15771.09,22968.93,29259.21,16070.73,23575.55,29947.31,16352.11,24203.93,30666.71,16637.37,24804.42,31408.48,16943.03,25437.55,31997.88,17211.47,26066.62,32666.30,17512.60,26729.44,33377.59,17827.41,27339.03,34157.91,18101.93,27952.63,34881.24,18391.96,28616.76,35747.05,18684.13,29309.54,36505.13,18992.45,29978.28,37353.77,19287.46,30739.29,38250.04,19613.03,31436.63,39178.68,19923.63,32194.19,40090.77,20243.13,32976.83,41123.23,20552.67,33728.91,42129.38,20849.01,34521.91,43036.96,21175.25,35341.18,44207.95,21496.50,36227.16,45360.22,21794.52,37090.98,46386.92,22131.76,37981.76,47585.78,22469.25,38854.41,48703.94,22819.88,39792.16,49917.10,23142.62,40655.72,51258.65,23483.00,41627.14,52521.19,23836.57,42713.33,53883.01,24114.79,43779.44,55285.31,24481.36,44757.05,56660.47,24893.46,45836.09,58286.74,25248.90,46982.99,59929.04,25628.94,48042.87,61320.30,25948.92,49234.43,63001.04,26315.89,50545.19,64642.79,26689.44,51813.10,66399.36,27059.80,53170.10,68512.75,27410.08,54533.13,70597.35,27807.30,55958.95,72520.16,28219.25,57416.09,74745.31,28623.97,59023.85,76823.95,29027.40,60878.65,79303.26,29417.43,62583.84,81665.47,29818.36,64288.65,84469.45,30275.73,66354.18,87218.16,30744.92,68571.27,90462.91,31208.85,70744.87,93746.40,31675.23,73074.35,97620.11,32137.94,75709.73,101520.38,32697.50,78549.12,106453.83,33250.99,81670.44,111539.74,33816.39,84846.04,117113.56,34378.25,88856.78,122956.25,35030.49,93132.99,130445.23,35748.52,97858.31,139469.53,36581.78,103404.63,150577.82,37596.76,111161.97,165076.17,38691.21,120399.88,186618.32,40203.72,134533.97,220935.63,42332.15,155240.84,295802.60,45705.08,197745.21,10425242.16,88898.05,3876611.48,".",".",".",".",".","."
"6",2065,"All",0.00,0,-6215.23,25.85,0,-5928.89,2040.62,0,-4032.67,5585.84,0,-503.29,7429.82,0,1245.84,9042.30,0.00,2870.34,9717.23,0.00,3720.09,10922.29,0.00,4833.77,12002.05,0.00,5901.20,12887.94,0.00,6823.52,13650.14,0.00,7584.92,14392.28,0.00,8307.54,15027.88,1679.90,8978.89,15635.27,3840.37,9591.94,16225.80,5452.77,10180.61,16866.02,6589.57,10824.48,17505.29,7445.24,11434.20,18120.07,8201.43,12060.00,18774.55,8891.72,12654.13,19325.44,9569.78,13251.90,19967.58,10158.13,13892.12,20529.65,10713.13,14479.75,21182.52,11275.03,15061.97,21766.28,11777.22,15650.37,22461.39,12286.36,16306.53,23083.37,12715.36,16912.43,23689.40,13180.98,17470.97,24301.79,13589.81,18082.71,24896.50,14036.89,18645.67,25523.83,14435.73,19250.91,26107.20,14794.25,19803.23,26735.06,15150.32,20350.62,27303.11,15500.49,20934.94,27947.77,15836.05,21497.44,28629.92,16193.01,22119.74,29263.56,16536.65,22747.81,29900.49,16852.89,23323.80,30601.39,17172.47,23975.30,31330.78,17500.59,24622.29,32076.80,17840.32,25224.52,32833.56,18159.16,25905.64,33611.29,18508.12,26605.73,34414.14,18839.19,27206.96,35191.72,19130.50,27904.77,36019.72,19473.11,28646.74,36798.35,19809.08,29338.44,37616.42,20147.95,30045.61,38532.22,20482.20,30764.24,39294.89,20833.40,31483.80,40234.56,21196.76,32226.89,41168.95,21544.82,32985.52,42147.86,21860.37,33757.98,43125.10,22252.09,34540.65,44087.16,22612.85,35336.41,45096.58,22982.71,36233.80,46114.93,23350.14,37043.42,47318.60,23717.95,37921.58,48448.23,24049.40,38814.43,49691.77,24424.32,39718.90,50849.39,24789.27,40614.34,52048.72,25163.38,41527.69,53273.44,25489.46,42538.01,54499.12,25836.22,43455.97,55846.71,26204.00,44473.74,57111.27,26562.28,45519.95,58599.02,26944.80,46486.55,59868.84,27326.08,47518.37,61314.96,27704.73,48596.38,62913.18,28093.50,49747.49,64559.76,28452.67,50965.28,66311.68,28843.26,52184.47,68039.25,29239.46,53430.19,69757.55,29641.70,54746.86,71731.19,30051.05,56167.20,73639.14,30482.22,57697.36,75885.01,30909.07,59234.02,78117.04,31273.38,60832.88,80300.66,31679.78,62577.05,82808.70,32140.93,64273.88,85247.30,32556.34,66223.93,87853.71,33003.12,67945.58,90956.60,33475.05,69873.35,94277.46,33989.93,72028.82,97644.56,34479.77,74418.92,101591.65,34990.39,77108.10,105518.49,35503.43,80004.31,109762.77,36041.96,82945.66,114162.56,36647.96,86256.71,119461.79,37272.76,89563.68,124658.18,37957.39,93250.45,131238.59,38631.06,97335.28,138904.75,39526.06,102155.88,148098.48,40370.23,108374.40,158041.76,41338.41,114980.73,171189.96,42439.69,122812.36,189666.87,43690.01,133123.70,213277.54,45260.84,148727.00,249551.63,47347.14,170786.28,325527.07,50782.24,215279.01,6338060.01,90734.68,2589970.52,".",".",".",".",".","."
"7",2015,".",0.00,0,-2013.65,29.00,0,-1500.08,2048.79,0,35.14,4160.10,0,2146.45,5612.40,0,3664.23,6507.59,0.00,4598.25,7236.41,0.00,5225.18,7848.07,0.00,5883.08,8633.50,0.00,6628.80,8906.69,0.00,6954.67,9326.74,0.00,7352.01,9866.77,0.00,7871.96,10383.00,0.00,8396.08,10860.68,0.00,8894.33,11313.12,0.00,9336.56,11773.32,0.00,9795.83,12320.41,0.00,10353.56,12755.98,0.00,10832.91,13243.00,0.00,11289.01,13755.23,0.00,11712.80,14262.00,0.00,12167.20,14789.15,0.00,12695.96,15269.79,0.00,13230.85,15691.84,0.00,13593.93,16240.65,0.00,14109.57,16798.35,536.63,14577.88,17180.10,1432.92,15040.72,17632.34,2093.69,15491.72,18135.41,2516.22,15877.85,18689.41,3173.40,16417.96,19242.96,3664.80,16909.37,19783.60,4081.94,17379.55,20340.44,4475.38,17847.82,20828.58,4725.70,18364.34,21295.56,5016.45,18900.35,21879.13,5301.00,19371.29,22467.88,5598.89,19813.31,23027.20,5868.14,20353.43,23492.65,6141.60,20865.19,24064.56,6439.95,21417.15,24728.09,6763.68,21956.37,25330.53,7014.54,22433.11,25952.95,7284.16,22932.06,26644.65,7565.80,23487.13,27310.89,7884.81,23992.46,27855.23,8137.84,24478.27,28401.68,8426.65,25021.24,29043.32,8679.70,25494.09,29618.40,8962.89,26055.29,30280.17,9268.80,26456.86,30868.99,9574.20,27049.16,31411.17,9822.26,27533.00,32038.18,10050.75,28181.12,32717.22,10277.47,28713.17,33325.09,10523.91,29233.55,34113.37,10735.20,29830.59,34909.39,10999.81,30441.97,35721.71,11212.80,30995.19,36460.05,11471.14,31631.87,37140.39,11664.93,32362.34,38024.92,11920.80,33052.94,38856.66,12121.57,33739.51,39755.78,12357.60,34464.41,40705.17,12587.88,35166.37,41501.22,12823.16,35856.84,42561.08,13057.53,36549.22,43576.54,13248.79,37305.34,44528.26,13501.20,38091.53,45597.77,13770.60,38914.02,46628.36,14044.31,39702.62,47818.67,14299.04,40603.21,48985.76,14578.39,41582.53,49966.31,14898.05,42458.93,51181.40,15202.88,43310.46,52344.30,15474.77,44269.97,53766.09,15778.92,45345.46,55385.29,16114.15,46375.34,56942.50,16414.29,47470.63,58582.53,16682.78,48585.46,59805.38,17011.99,49693.92,61141.78,17321.29,50862.65,62977.44,17623.39,51994.01,64605.49,18015.39,53300.78,66654.78,18356.30,55017.09,68585.25,18660.35,56454.13,70695.85,19012.00,57892.07,73111.88,19372.80,59523.44,76105.04,19720.24,61439.71,79011.32,20112.00,63706.52,81616.60,20496.24,66141.15,85422.99,21090.35,68617.97,89658.39,21562.80,71506.16,94194.40,22054.87,74864.43,98972.22,22719.86,78841.25,105961.97,23411.80,82449.89,114636.08,24160.03,87817.18,126237.84,24980.40,95082.79,142423.70,25943.19,106107.69,180020.71,27680.00,126097.41,2931637.20,57819.64,1437609.76,"62-69",".",".",".",".","."
"8",2015,".",0.00,0,-2013.65,744.45,0,-1039.08,3558.89,0,1762.56,5987.76,0,4039.36,7075.77,0,5120.33,8091.81,0.00,6153.05,8887.71,0.00,6893.04,9020.38,1563.19,7264.56,9503.45,2757.20,7604.64,10053.27,4012.12,8112.41,10674.00,4672.20,8740.86,11006.43,5244.80,9219.31,11481.53,5762.95,9519.74,11967.85,6379.31,10008.31,12356.44,6792.98,10467.78,12773.38,7266.93,10896.01,13168.63,7647.50,11314.29,13655.20,8061.44,11853.35,14214.40,8425.17,12276.00,14559.53,8759.52,12678.76,15025.90,9010.01,13232.75,15572.00,9303.84,13739.86,16101.00,9531.00,14172.20,16663.74,9860.22,14676.38,17069.89,10086.30,15089.53,17467.68,10379.84,15614.28,17947.49,10666.28,16063.30,18355.17,10880.26,16570.96,18809.65,11117.93,17008.16,19392.59,11309.89,17475.20,19860.11,11510.73,17774.71,20219.86,11663.30,18182.44,20555.35,11861.84,18559.19,20890.40,12041.47,18931.52,21423.42,12231.73,19473.81,22048.22,12406.69,20025.60,22514.75,12628.54,20423.12,23001.01,12794.27,20926.33,23626.16,12955.20,21600.21,24001.09,13108.91,22038.37,24623.47,13359.94,22559.10,25187.65,13569.92,22960.23,25789.39,13762.48,23468.93,26319.04,13952.01,23973.24,26916.00,14130.14,24584.34,27437.01,14327.64,25037.92,27925.59,14536.70,25555.83,28477.03,14802.44,26099.94,29110.75,15016.03,26687.76,29664.56,15258.48,27064.62,30587.73,15406.37,27577.25,31149.75,15592.32,28101.86,31818.93,15771.79,28550.86,32393.13,15950.63,29130.96,32914.46,16172.45,29680.55,33566.82,16329.09,30318.94,34398.52,16537.61,30839.93,35126.44,16738.42,31324.83,35790.77,16941.41,32182.53,36585.76,17073.65,32740.01,37208.79,17254.64,33311.73,37902.77,17458.78,34035.86,38752.44,17617.49,34596.36,39754.15,17855.29,35421.75,40738.91,18031.11,36053.31,41540.25,18172.84,36872.42,42429.11,18359.45,37537.54,43397.15,18596.48,38153.63,44483.38,18733.55,38940.09,45359.47,18897.43,39771.69,46311.64,19106.35,40562.97,47267.31,19264.10,41212.02,48198.32,19465.17,41871.47,49391.84,19664.90,42914.61,50534.63,19827.64,43783.50,51452.79,20025.96,44720.65,53102.69,20199.02,45549.02,54426.63,20395.98,46513.00,55916.29,20666.28,47546.49,57804.14,20850.84,48883.48,59213.52,21099.25,49891.36,60911.11,21329.55,51009.30,62429.46,21514.08,52177.26,63936.44,21795.84,53562.91,65988.02,22137.60,55360.45,68065.66,22415.20,56574.06,69961.33,22661.27,58189.67,73197.67,22919.40,59930.97,76961.30,23238.36,62592.91,80483.26,23610.00,65287.56,84504.71,23937.01,67780.88,89809.49,24351.04,71128.46,93233.06,24800.20,74664.87,99821.42,25346.40,79576.48,106772.92,25943.16,83552.36,114330.58,26577.60,88752.98,128117.21,27510.80,98586.30,146582.05,28491.89,110460.23,188613.64,30595.32,137654.25,2711643.28,58206.75,1239992.07,"70-74",".",".",".",".","."
