"Obs","age","male","xeduc","raceeth","marstat","pcyears","workyrs","pcincQ","ksaimeQ","fpchome","censusPoverty","pcretacct","pcwlth","pcwlthret","year","_TYPE_","_PAGE_","_TABLE_","count_Sum","below100_Mean","below200_Mean","xSSIe_Mean","pctoti_Mean","PCCENSUSINCOME_Mean","pcNetTOTI_Mean","pcNetCensusIncome_Mean"
"1590",".",".","1.High School Dropout",".",".",".",".",".",".","Home Owner",".",".",".",".",2065,001000000000001,1,5,".",".",".",".",41101.83,".",".","."
"1591",".",".","2.High School Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2015,001000000000001,1,5,".",".",".",".",52096.23,".",".","."
"1592",".",".","2.High School Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2025,001000000000001,1,5,".",".",".",".",54118.24,".",".","."
"1593",".",".","2.High School Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2035,001000000000001,1,5,".",".",".",".",56599.42,".",".","."
"1594",".",".","2.High School Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2045,001000000000001,1,5,".",".",".",".",64256.66,".",".","."
"1595",".",".","2.High School Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2055,001000000000001,1,5,".",".",".",".",70122.20,".",".","."
"1596",".",".","2.High School Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2065,001000000000001,1,5,".",".",".",".",75756.94,".",".","."
"1597",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2015,001000000000001,1,5,".",".",".",".",74543.83,".",".","."
"1598",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2025,001000000000001,1,5,".",".",".",".",77443.70,".",".","."
"1599",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2035,001000000000001,1,5,".",".",".",".",77717.51,".",".","."
"1600",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2045,001000000000001,1,5,".",".",".",".",78889.71,".",".","."
"1601",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2055,001000000000001,1,5,".",".",".",".",88866.73,".",".","."
"1602",".",".","3.Some College",".",".",".",".",".",".","Home Owner",".",".",".",".",2065,001000000000001,1,5,".",".",".",".",93861.20,".",".","."
"1603",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2015,001000000000001,1,5,".",".",".",".",124861.22,".",".","."
"1604",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2025,001000000000001,1,5,".",".",".",".",130319.02,".",".","."
"1605",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2035,001000000000001,1,5,".",".",".",".",129475.32,".",".","."
"1606",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2045,001000000000001,1,5,".",".",".",".",132202.29,".",".","."
"1607",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2055,001000000000001,1,5,".",".",".",".",135416.33,".",".","."
"1608",".",".","4.College Graduate",".",".",".",".",".",".","Home Owner",".",".",".",".",2065,001000000000001,1,5,".",".",".",".",141162.06,".",".","."
"1609",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2015,000100000000001,1,5,".",".",".",".",82671.41,".",".","."
"1610",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2025,000100000000001,1,5,".",".",".",".",90241.74,".",".","."
"1611",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2035,000100000000001,1,5,".",".",".",".",95354.14,".",".","."
"1612",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2045,000100000000001,1,5,".",".",".",".",103182.86,".",".","."
"1613",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2055,000100000000001,1,5,".",".",".",".",111366.83,".",".","."
"1614",".",".",".","1.White",".",".",".",".",".","Home Owner",".",".",".",".",2065,000100000000001,1,5,".",".",".",".",118941.07,".",".","."
"1615",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2015,000100000000001,1,5,".",".",".",".",37831.01,".",".","."
"1616",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2025,000100000000001,1,5,".",".",".",".",43692.93,".",".","."
"1617",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2035,000100000000001,1,5,".",".",".",".",47960.36,".",".","."
"1618",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2045,000100000000001,1,5,".",".",".",".",53804.27,".",".","."
"1619",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2055,000100000000001,1,5,".",".",".",".",61219.94,".",".","."
"1620",".",".",".","2.Black",".",".",".",".",".","Home Owner",".",".",".",".",2065,000100000000001,1,5,".",".",".",".",68858.74,".",".","."
"1621",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2015,000100000000001,1,5,".",".",".",".",32567.27,".",".","."
"1622",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2025,000100000000001,1,5,".",".",".",".",38642.79,".",".","."
"1623",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2035,000100000000001,1,5,".",".",".",".",47126.25,".",".","."
"1624",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2045,000100000000001,1,5,".",".",".",".",55240.62,".",".","."
"1625",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2055,000100000000001,1,5,".",".",".",".",68603.05,".",".","."
"1626",".",".",".","3.Hispanic",".",".",".",".",".","Home Owner",".",".",".",".",2065,000100000000001,1,5,".",".",".",".",78010.71,".",".","."
"1627",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2015,000100000000001,1,5,".",".",".",".",62162.65,".",".","."
"1628",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2025,000100000000001,1,5,".",".",".",".",69728.95,".",".","."
"1629",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2035,000100000000001,1,5,".",".",".",".",74645.01,".",".","."
"1630",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2045,000100000000001,1,5,".",".",".",".",80458.31,".",".","."
"1631",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2055,000100000000001,1,5,".",".",".",".",85641.99,".",".","."
"1632",".",".",".","4.Other",".",".",".",".",".","Home Owner",".",".",".",".",2065,000100000000001,1,5,".",".",".",".",93320.80,".",".","."
"1633",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2015,000010000000001,1,5,".",".",".",".",84868.56,".",".","."
"1634",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2025,000010000000001,1,5,".",".",".",".",89550.75,".",".","."
"1635",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2035,000010000000001,1,5,".",".",".",".",92185.29,".",".","."
"1636",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2045,000010000000001,1,5,".",".",".",".",98686.93,".",".","."
"1637",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2055,000010000000001,1,5,".",".",".",".",107667.87,".",".","."
"1638",".",".",".",".","Married",".",".",".",".","Home Owner",".",".",".",".",2065,000010000000001,1,5,".",".",".",".",115811.81,".",".","."
"1639",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2015,000010000000001,1,5,".",".",".",".",55320.70,".",".","."
"1640",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2025,000010000000001,1,5,".",".",".",".",68778.44,".",".","."
"1641",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2035,000010000000001,1,5,".",".",".",".",74507.41,".",".","."
"1642",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2045,000010000000001,1,5,".",".",".",".",78431.43,".",".","."
"1643",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2055,000010000000001,1,5,".",".",".",".",78390.48,".",".","."
"1644",".",".",".",".","Widowed",".",".",".",".","Home Owner",".",".",".",".",2065,000010000000001,1,5,".",".",".",".",85405.57,".",".","."
"1645",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2015,000010000000001,1,5,".",".",".",".",57896.65,".",".","."
"1646",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2025,000010000000001,1,5,".",".",".",".",58716.95,".",".","."
"1647",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2035,000010000000001,1,5,".",".",".",".",65348.39,".",".","."
"1648",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2045,000010000000001,1,5,".",".",".",".",75540.74,".",".","."
"1649",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2055,000010000000001,1,5,".",".",".",".",86687.82,".",".","."
"1650",".",".",".",".","Divorced",".",".",".",".","Home Owner",".",".",".",".",2065,000010000000001,1,5,".",".",".",".",87731.63,".",".","."
"1651",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2015,000010000000001,1,5,".",".",".",".",48457.48,".",".","."
"1652",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2025,000010000000001,1,5,".",".",".",".",54530.34,".",".","."
"1653",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2035,000010000000001,1,5,".",".",".",".",62825.67,".",".","."
"1654",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2045,000010000000001,1,5,".",".",".",".",66863.36,".",".","."
"1655",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2055,000010000000001,1,5,".",".",".",".",74737.49,".",".","."
"1656",".",".",".",".","Single",".",".",".",".","Home Owner",".",".",".",".",2065,000010000000001,1,5,".",".",".",".",80590.74,".",".","."
"1657",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,5,".",".",".",".",10386.30,".",".","."
"1658",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,5,".",".",".",".",9938.65,".",".","."
"1659",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,5,".",".",".",".",9883.86,".",".","."
"1660",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,5,".",".",".",".",10774.73,".",".","."
"1661",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,5,".",".",".",".",11070.29,".",".","."
"1662",".",".",".",".",".","0-9",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,5,".",".",".",".",13273.62,".",".","."
"1663",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,5,".",".",".",".",28594.38,".",".","."
"1664",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,5,".",".",".",".",23631.20,".",".","."
"1665",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,5,".",".",".",".",23118.12,".",".","."
"1666",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,5,".",".",".",".",21704.38,".",".","."
"1667",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,5,".",".",".",".",25925.85,".",".","."
"1668",".",".",".",".",".","10-14",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,5,".",".",".",".",28362.54,".",".","."
"1669",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,5,".",".",".",".",36355.05,".",".","."
"1670",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,5,".",".",".",".",37634.68,".",".","."
"1671",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,5,".",".",".",".",32147.37,".",".","."
"1672",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,5,".",".",".",".",30878.24,".",".","."
"1673",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,5,".",".",".",".",33035.82,".",".","."
"1674",".",".",".",".",".","15-19",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,5,".",".",".",".",36800.25,".",".","."
"1675",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,5,".",".",".",".",41409.80,".",".","."
"1676",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,5,".",".",".",".",40571.32,".",".","."
"1677",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,5,".",".",".",".",43308.79,".",".","."
"1678",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,5,".",".",".",".",43511.33,".",".","."
"1679",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,5,".",".",".",".",44429.79,".",".","."
"1680",".",".",".",".",".","20-24",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,5,".",".",".",".",48216.67,".",".","."
"1681",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,5,".",".",".",".",53201.87,".",".","."
"1682",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,5,".",".",".",".",53035.49,".",".","."
"1683",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,5,".",".",".",".",49244.02,".",".","."
"1684",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,5,".",".",".",".",48390.65,".",".","."
"1685",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,5,".",".",".",".",53096.77,".",".","."
"1686",".",".",".",".",".","25-29",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,5,".",".",".",".",59461.15,".",".","."
"1687",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,5,".",".",".",".",61613.58,".",".","."
"1688",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,5,".",".",".",".",61442.45,".",".","."
"1689",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,5,".",".",".",".",58543.36,".",".","."
"1690",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,5,".",".",".",".",61537.24,".",".","."
"1691",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,5,".",".",".",".",64767.98,".",".","."
"1692",".",".",".",".",".","30-34",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,5,".",".",".",".",71840.86,".",".","."
"1693",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,5,".",".",".",".",69664.22,".",".","."
"1694",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,5,".",".",".",".",70842.46,".",".","."
"1695",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,5,".",".",".",".",70973.36,".",".","."
"1696",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,5,".",".",".",".",72227.11,".",".","."
"1697",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,5,".",".",".",".",82713.44,".",".","."
"1698",".",".",".",".",".","35-39",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,5,".",".",".",".",87173.28,".",".","."
"1699",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2015,000001000000001,1,5,".",".",".",".",98870.20,".",".","."
"1700",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2025,000001000000001,1,5,".",".",".",".",102164.94,".",".","."
"1701",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2035,000001000000001,1,5,".",".",".",".",106130.74,".",".","."
"1702",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2045,000001000000001,1,5,".",".",".",".",114666.24,".",".","."
"1703",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2055,000001000000001,1,5,".",".",".",".",124117.50,".",".","."
"1704",".",".",".",".",".","40+",".",".",".","Home Owner",".",".",".",".",2065,000001000000001,1,5,".",".",".",".",132582.58,".",".","."
"1705",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,5,".",".",".",".",27279.74,".",".","."
"1706",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,5,".",".",".",".",27574.52,".",".","."
"1707",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,5,".",".",".",".",27847.65,".",".","."
"1708",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,5,".",".",".",".",28218.31,".",".","."
"1709",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,5,".",".",".",".",29570.42,".",".","."
"1710",".",".",".",".",".",".","0-9",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,5,".",".",".",".",31901.16,".",".","."
"1711",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,5,".",".",".",".",38231.61,".",".","."
"1712",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,5,".",".",".",".",35678.01,".",".","."
"1713",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,5,".",".",".",".",35096.06,".",".","."
"1714",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,5,".",".",".",".",37160.52,".",".","."
"1715",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,5,".",".",".",".",41820.30,".",".","."
"1716",".",".",".",".",".",".","10-14",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,5,".",".",".",".",47707.62,".",".","."
"1717",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,5,".",".",".",".",46624.08,".",".","."
"1718",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,5,".",".",".",".",48377.87,".",".","."
"1719",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,5,".",".",".",".",45925.25,".",".","."
"1720",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,5,".",".",".",".",44080.87,".",".","."
"1721",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,5,".",".",".",".",45818.05,".",".","."
"1722",".",".",".",".",".",".","15-19",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,5,".",".",".",".",50777.68,".",".","."
"1723",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,5,".",".",".",".",45768.52,".",".","."
"1724",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,5,".",".",".",".",47956.95,".",".","."
"1725",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,5,".",".",".",".",46626.14,".",".","."
"1726",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,5,".",".",".",".",45026.43,".",".","."
"1727",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,5,".",".",".",".",50638.63,".",".","."
"1728",".",".",".",".",".",".","20-24",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,5,".",".",".",".",56426.43,".",".","."
"1729",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,5,".",".",".",".",52397.21,".",".","."
"1730",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,5,".",".",".",".",52739.09,".",".","."
"1731",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,5,".",".",".",".",49975.05,".",".","."
"1732",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,5,".",".",".",".",53579.97,".",".","."
"1733",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,5,".",".",".",".",57999.40,".",".","."
"1734",".",".",".",".",".",".","25-29",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,5,".",".",".",".",63483.68,".",".","."
"1735",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,5,".",".",".",".",61465.74,".",".","."
"1736",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,5,".",".",".",".",57756.60,".",".","."
"1737",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,5,".",".",".",".",56201.89,".",".","."
"1738",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,5,".",".",".",".",58593.36,".",".","."
"1739",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,5,".",".",".",".",64385.92,".",".","."
"1740",".",".",".",".",".",".","30-34",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,5,".",".",".",".",71104.34,".",".","."
"1741",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,5,".",".",".",".",67327.22,".",".","."
"1742",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,5,".",".",".",".",64757.54,".",".","."
"1743",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,5,".",".",".",".",63158.01,".",".","."
"1744",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,5,".",".",".",".",67518.97,".",".","."
"1745",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,5,".",".",".",".",73739.18,".",".","."
"1746",".",".",".",".",".",".","35-39",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,5,".",".",".",".",80720.08,".",".","."
"1747",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2015,000000100000001,1,5,".",".",".",".",94302.50,".",".","."
"1748",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2025,000000100000001,1,5,".",".",".",".",99596.32,".",".","."
"1749",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2035,000000100000001,1,5,".",".",".",".",103604.75,".",".","."
"1750",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2045,000000100000001,1,5,".",".",".",".",111720.73,".",".","."
"1751",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2055,000000100000001,1,5,".",".",".",".",121803.03,".",".","."
"1752",".",".",".",".",".",".","40+",".",".","Home Owner",".",".",".",".",2065,000000100000001,1,5,".",".",".",".",129698.02,".",".","."
"1753",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2015,000000010000001,1,5,".",".",".",".",11965.27,".",".","."
"1754",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2025,000000010000001,1,5,".",".",".",".",12834.30,".",".","."
"1755",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2035,000000010000001,1,5,".",".",".",".",13315.80,".",".","."
"1756",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2045,000000010000001,1,5,".",".",".",".",13654.63,".",".","."
"1757",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2055,000000010000001,1,5,".",".",".",".",14746.80,".",".","."
"1758",".",".",".",".",".",".",".","bottom quintile",".","Home Owner",".",".",".",".",2065,000000010000001,1,5,".",".",".",".",16273.74,".",".","."
"1759",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2015,000000010000001,1,5,".",".",".",".",28051.80,".",".","."
"1760",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2025,000000010000001,1,5,".",".",".",".",30292.93,".",".","."
"1761",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2035,000000010000001,1,5,".",".",".",".",31063.35,".",".","."
"1762",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2045,000000010000001,1,5,".",".",".",".",31801.37,".",".","."
"1763",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2055,000000010000001,1,5,".",".",".",".",34356.28,".",".","."
"1764",".",".",".",".",".",".",".","2nd quintile",".","Home Owner",".",".",".",".",2065,000000010000001,1,5,".",".",".",".",37838.22,".",".","."
"1765",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2015,000000010000001,1,5,".",".",".",".",46470.92,".",".","."
"1766",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2025,000000010000001,1,5,".",".",".",".",50152.54,".",".","."
"1767",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2035,000000010000001,1,5,".",".",".",".",51418.43,".",".","."
"1768",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2045,000000010000001,1,5,".",".",".",".",52741.98,".",".","."
"1769",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2055,000000010000001,1,5,".",".",".",".",57360.10,".",".","."
"1770",".",".",".",".",".",".",".","3rd quintile",".","Home Owner",".",".",".",".",2065,000000010000001,1,5,".",".",".",".",63044.56,".",".","."
"1771",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2015,000000010000001,1,5,".",".",".",".",75424.02,".",".","."
"1772",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2025,000000010000001,1,5,".",".",".",".",81856.96,".",".","."
"1773",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2035,000000010000001,1,5,".",".",".",".",84900.00,".",".","."
"1774",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2045,000000010000001,1,5,".",".",".",".",88750.38,".",".","."
"1775",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2055,000000010000001,1,5,".",".",".",".",97147.83,".",".","."
"1776",".",".",".",".",".",".",".","4th quintile",".","Home Owner",".",".",".",".",2065,000000010000001,1,5,".",".",".",".",105334.40,".",".","."
"1777",".",".",".",".",".",".",".","top quintile",".","Home Owner",".",".",".",".",2015,000000010000001,1,5,".",".",".",".",199736.64,".",".","."
"1778",".",".",".",".",".",".",".","top quintile",".","Home Owner",".",".",".",".",2025,000000010000001,1,5,".",".",".",".",215221.14,".",".","."
"1779",".",".",".",".",".",".",".","top quintile",".","Home Owner",".",".",".",".",2035,000000010000001,1,5,".",".",".",".",227811.21,".",".","."
"1780",".",".",".",".",".",".",".","top quintile",".","Home Owner",".",".",".",".",2045,000000010000001,1,5,".",".",".",".",248608.61,".",".","."
"1781",".",".",".",".",".",".",".","top quintile",".","Home Owner",".",".",".",".",2055,000000010000001,1,5,".",".",".",".",267989.48,".",".","."
"1782",".",".",".",".",".",".",".","top quintile",".","Home Owner",".",".",".",".",2065,000000010000001,1,5,".",".",".",".",282183.51,".",".","."
"1783",".",".",".",".",".",".",".",".","bottom quintile","Home Owner",".",".",".",".",2015,000000001000001,1,5,".",".",".",".",20798.33,".",".","."
