"Obs","year","age","t1","s1","w1","t2","s2","w2","t3","s3","w3","t4","s4","w4","t5","s5","w5","t6","s6","w6","t7","s7","w7","t8","s8","w8","t9","s9","w9","t10","s10","w10","t11","s11","w11","t12","s12","w12","t13","s13","w13","t14","s14","w14","t15","s15","w15","t16","s16","w16","t17","s17","w17","t18","s18","w18","t19","s19","w19","t20","s20","w20","t21","s21","w21","t22","s22","w22","t23","s23","w23","t24","s24","w24","t25","s25","w25","t26","s26","w26","t27","s27","w27","t28","s28","w28","t29","s29","w29","t30","s30","w30","t31","s31","w31","t32","s32","w32","t33","s33","w33","t34","s34","w34","t35","s35","w35","t36","s36","w36","t37","s37","w37","t38","s38","w38","t39","s39","w39","t40","s40","w40","t41","s41","w41","t42","s42","w42","t43","s43","w43","t44","s44","w44","t45","s45","w45","t46","s46","w46","t47","s47","w47","t48","s48","w48","t49","s49","w49","t50","s50","w50","t51","s51","w51","t52","s52","w52","t53","s53","w53","t54","s54","w54","t55","s55","w55","t56","s56","w56","t57","s57","w57","t58","s58","w58","t59","s59","w59","t60","s60","w60","t61","s61","w61","t62","s62","w62","t63","s63","w63","t64","s64","w64","t65","s65","w65","t66","s66","w66","t67","s67","w67","t68","s68","w68","t69","s69","w69","t70","s70","w70","t71","s71","w71","t72","s72","w72","t73","s73","w73","t74","s74","w74","t75","s75","w75","t76","s76","w76","t77","s77","w77","t78","s78","w78","t79","s79","w79","t80","s80","w80","t81","s81","w81","t82","s82","w82","t83","s83","w83","t84","s84","w84","t85","s85","w85","t86","s86","w86","t87","s87","w87","t88","s88","w88","t89","s89","w89","t90","s90","w90","t91","s91","w91","t92","s92","w92","t93","s93","w93","t94","s94","w94","t95","s95","w95","t96","s96","w96","t97","s97","w97","t98","s98","w98","t99","s99","w99","t100","s100","w100","male","xeduc","marstat","raceeth","pcincQ"
"1",2015,"62-69",356.02,0,-1387.79,2758.64,0,-1033.35,5526.60,0,-981.17,7470.62,0,-876.79,8682.15,0,-539.85,9505.42,0.00,-112.19,10295.90,0.00,232.04,11181.83,0.00,629.36,11965.92,0.00,1108.16,13044.53,0.00,1516.59,13904.71,0.00,1979.36,14693.63,0.00,2427.27,15444.91,0.00,2902.33,16319.45,0.00,3492.89,17294.24,0.00,4071.65,18014.03,0.00,4603.79,19056.78,0.00,5150.02,19906.14,0.00,5698.82,20765.33,0.00,6366.63,21774.14,0.00,7163.62,22467.18,0.00,7734.15,23395.71,0.00,8339.56,24278.24,0.00,9192.69,25202.55,0.00,10070.68,26216.00,0.00,10934.17,27132.33,746.14,11632.56,28140.65,1793.27,12432.35,29038.86,2606.84,13215.36,29867.61,3305.94,14096.17,30711.74,3873.40,14759.33,31715.02,4556.70,15811.42,32758.12,5181.41,16928.12,33731.34,5650.81,18074.17,34717.18,6148.10,19347.84,35802.51,6492.31,20821.91,36738.58,6806.81,22120.63,37792.94,7178.32,23419.68,38994.45,7491.60,24915.52,40040.95,7873.03,26536.51,41024.11,8156.73,27968.71,42112.25,8539.82,29431.35,43271.60,8839.20,31381.64,44251.88,9166.73,33856.44,45131.85,9497.68,35704.48,45965.45,9814.80,37553.39,47126.91,10132.11,39864.12,48221.41,10445.33,41749.15,49645.06,10760.58,43893.06,50745.87,11129.28,46758.99,51794.63,11408.10,49277.70,53042.26,11702.12,52033.12,54236.41,12044.40,54700.58,55654.00,12315.69,57799.69,56840.03,12656.33,60696.87,58411.18,12999.82,63679.84,59804.86,13319.08,66679.56,61290.69,13695.37,69129.32,62533.65,13958.27,72586.91,63858.75,14253.67,76063.02,65481.56,14535.80,80447.63,67132.47,14839.56,84579.80,68576.87,15184.16,89087.59,70023.86,15533.80,93220.42,71754.15,15803.49,97975.75,73271.87,16162.12,102830.83,74906.72,16442.29,108808.71,77088.17,16783.51,114238.39,79198.30,17096.46,120333.11,81283.82,17420.20,128516.75,83239.33,17717.40,135229.89,85244.73,18124.03,141975.63,86926.96,18448.65,151139.26,89419.61,18740.83,162046.38,91715.27,19089.51,176151.82,94202.43,19472.32,195043.74,96956.72,19855.99,222147.37,99885.35,20180.37,237339.74,102074.75,20599.89,255271.91,104874.41,20986.54,295933.16,107459.15,21410.68,322228.95,110406.92,21736.41,351613.13,113633.79,22150.80,380363.60,118079.43,22564.80,424446.98,121479.20,23068.80,464876.75,125751.39,23373.41,502661.16,129620.97,23786.45,543840.15,134916.75,24232.53,585628.59,139780.29,24672.96,649460.66,145791.39,25123.62,719358.30,153329.30,25682.58,813048.83,160615.20,26099.95,935582.57,171696.49,26658.28,1042866.54,181328.45,27283.84,1168311.37,193135.59,27825.61,1342961.78,208902.72,28506.03,1578474.57,227132.51,29561.15,1875983.44,251711.86,30676.80,2379002.88,300446.67,32175.22,3147071.84,428868.29,34628.45,5269616.10,3891475.74,57819.64,55466743.68,".",".",".",".","."
"2",2015,"70-74",-61.75,0,-1387.79,2477.15,0,-1387.79,5884.66,0,-1094.68,8139.37,0,-981.17,9150.42,0,-788.17,9821.30,0.00,-526.89,10791.83,0.00,-207.91,11357.49,1746.27,10.76,12454.93,3484.35,445.62,13340.97,4716.37,836.69,14264.30,5773.61,1211.27,15149.04,6541.43,1536.03,16081.28,7107.90,1892.56,16711.94,7730.20,2314.56,17391.25,8153.96,2692.17,18139.12,8736.32,3234.35,19273.71,9109.37,3701.33,19970.67,9406.67,4139.95,21004.66,9830.50,4613.14,21605.14,10246.68,5072.19,22564.07,10581.65,5600.93,23314.26,10921.96,6094.06,24150.53,11216.70,6617.96,24827.16,11549.95,7230.03,25663.04,11995.20,7702.62,26347.15,12280.26,8260.60,27249.45,12581.38,8833.95,28015.21,12878.35,9637.01,28797.65,13151.62,10630.73,29957.17,13455.59,11432.86,30761.99,13807.46,12303.93,31604.99,14101.78,12986.76,32111.31,14373.45,13758.56,32637.78,14730.64,14726.64,33504.72,15114.99,15806.25,34402.61,15361.56,16854.51,35194.38,15624.55,17888.06,36105.54,15900.67,18764.23,36677.08,16132.80,20137.63,37624.53,16404.56,21479.46,38416.94,16600.00,22502.71,39173.97,16801.20,23750.59,40223.92,17054.40,24677.02,41434.01,17269.61,26161.29,42706.66,17502.76,27788.55,43762.77,17833.13,29431.35,44752.03,18073.66,31542.37,45666.73,18269.57,32978.22,46683.79,18516.03,34405.66,47698.62,18779.40,36817.13,48981.71,19073.97,39237.36,49932.24,19327.77,40863.67,51213.69,19521.94,42607.04,52403.65,19756.55,45369.08,53577.42,19958.02,47461.72,54549.81,20156.89,50670.47,55672.20,20420.82,54117.49,56404.46,20611.46,57297.48,57757.03,20914.80,59817.16,59167.03,21177.83,63467.50,60791.72,21424.76,67959.37,62572.74,21655.73,71644.19,63776.14,21911.67,75775.25,65309.65,22144.24,79423.51,67020.09,22428.34,85155.89,68529.56,22636.83,90293.77,70339.60,22848.48,94667.87,71498.07,23079.84,98716.98,73225.02,23310.73,104870.71,75121.90,23610.00,111486.38,77166.82,23803.53,115944.98,79353.82,24044.74,124252.80,81229.26,24238.76,133341.05,83647.19,24483.84,145542.36,86630.78,24732.07,159516.10,89611.30,24910.67,177093.33,92427.34,25255.01,197814.46,94755.54,25502.40,219130.83,97143.35,25708.28,251028.96,100127.08,25913.48,271560.23,103088.64,26189.32,310830.57,106563.13,26487.13,344467.34,110003.47,26769.48,390108.02,113435.73,27093.60,430085.54,117629.06,27386.39,462343.70,123170.74,27702.75,499574.93,128586.90,27977.24,547875.99,133727.70,28348.82,592137.27,139315.95,28716.15,642533.41,144779.87,29230.94,718200.69,153549.50,29615.82,810086.17,165117.43,30068.20,944689.50,178010.02,30619.25,1116263.83,190393.26,31335.76,1381795.21,210592.97,31940.56,1618253.23,230994.50,32876.71,1999724.36,261568.36,33835.58,2497466.80,330440.05,35527.75,3533651.63,508834.57,38776.96,6295898.41,8214364.56,58206.75,124913238.83,".",".",".",".","."
"3",2015,"75-79",-68.72,0,-1387.79,4025.16,0,-1186.51,6438.89,0,-1054.83,8067.16,0,-942.43,8902.91,0,-751.65,9585.63,0.00,-478.89,10245.08,0.00,-220.53,10945.07,0.00,-107.80,11521.44,2728.41,-40.05,12539.22,4454.12,0.00,13089.76,5914.80,174.04,13806.00,6676.10,388.71,14985.74,7239.87,728.62,15674.40,7679.65,1162.77,16165.24,8324.27,1434.61,16836.57,8715.87,1716.41,17682.26,9082.80,1984.28,18309.09,9489.39,2324.33,19460.55,9885.69,2668.19,20039.06,10276.57,3168.03,20624.22,10647.60,3606.96,21300.86,11028.04,4079.69,21820.36,11438.04,4552.77,22358.34,11755.37,4957.86,22849.35,12101.12,5360.83,23444.10,12464.14,5870.37,24091.04,12703.34,6557.71,24865.94,12894.37,7057.47,25363.19,13245.28,7763.29,26024.09,13501.20,8513.44,26814.88,13708.50,9267.86,27533.65,14052.00,10071.58,28038.33,14334.10,10764.09,29033.31,14590.95,11425.97,29580.20,14830.07,12311.17,30264.45,15182.18,13040.10,30961.63,15420.59,13947.30,31514.96,15681.41,14946.64,32279.26,15920.40,16524.55,32869.94,16152.74,17609.94,33703.66,16380.70,18644.03,34666.39,16563.49,19951.97,35291.38,16723.70,21394.61,36174.75,16924.52,22851.08,37160.61,17138.40,24289.57,37932.82,17335.24,26019.49,39076.02,17521.66,27304.64,39951.78,17738.24,29259.75,40884.57,17970.35,31681.86,41756.37,18136.31,34063.13,42693.51,18320.40,35754.80,43413.21,18518.40,37423.04,44055.14,18666.80,39453.55,44815.48,18858.88,41651.00,45767.34,19032.79,45133.82,46786.74,19176.00,47629.16,48279.34,19373.77,50038.48,48985.07,19567.30,53300.14,50538.79,19726.06,56304.52,52147.52,20015.92,59278.53,53341.73,20208.96,61696.29,54925.42,20465.21,66873.84,56065.31,20665.91,71770.62,57316.06,20838.91,74958.91,58626.42,20986.72,78790.26,59957.27,21189.47,86793.22,61206.50,21380.37,91301.79,62463.86,21645.83,95713.92,64010.65,21854.40,101970.31,65985.02,22039.89,107520.45,67758.02,22289.02,115297.60,69502.73,22537.17,122879.61,71672.02,22833.84,130439.74,72944.01,23045.67,142807.95,74962.24,23237.04,154795.03,77011.51,23464.80,173122.32,80076.06,23661.69,189470.02,82291.82,23863.18,204718.85,85407.58,24117.74,233088.65,87979.47,24246.07,256058.93,91598.87,24570.19,273258.96,95546.74,24768.41,305809.94,99815.94,24986.40,342673.10,103884.54,25301.22,388355.18,108495.19,25612.82,433256.50,113857.33,25911.55,473170.46,118200.88,26248.09,513263.00,125707.21,26544.55,549916.22,132348.42,26935.51,590989.90,140321.38,27462.75,632443.22,149337.19,27987.06,724281.31,160930.21,28642.01,832184.09,172380.08,29305.97,985189.23,187372.36,29830.53,1135032.45,202951.57,30602.98,1355499.01,226286.35,31851.50,1679207.53,260423.61,33189.77,2398618.19,336296.19,34857.14,3242113.48,427749.27,37441.75,4820325.31,1637830.87,52907.84,20402161.56,".",".",".",".","."
"4",2015,"80-84",-71.87,0,-1606.40,2457.36,0,-1205.00,5777.32,0,-1011.79,7540.53,0,-759.82,8896.60,0,-453.73,9458.13,0.00,-85.13,9948.36,0.00,-8.47,10659.98,2816.07,0.00,11115.79,4784.89,7.69,11988.71,5898.30,70.98,12682.18,6569.87,188.97,13103.15,6885.73,421.64,13590.80,7431.21,842.65,14656.92,8070.70,1205.05,15542.16,8589.91,1508.69,16161.66,8897.70,1808.44,16890.21,9399.30,2116.19,17775.69,9697.43,2594.65,18608.62,10077.97,3064.92,19249.54,10380.15,3806.56,19860.12,10609.90,4315.70,20539.85,10935.00,4805.18,21212.07,11184.00,5635.15,21863.38,11459.41,6171.00,22420.48,11819.61,6613.83,23080.08,12111.60,7264.66,23644.33,12439.40,7893.77,24302.00,12616.39,8631.77,24985.08,12869.23,9224.34,25458.20,13211.73,9828.37,26209.05,13435.20,10643.64,27109.43,13754.67,11329.25,27719.99,14001.60,12303.45,28411.80,14167.20,13352.74,28881.13,14286.29,14506.37,29484.32,14548.51,15407.38,30495.91,14801.56,17150.48,31052.41,15032.51,18648.76,31799.53,15203.26,19524.07,32485.32,15371.33,20520.19,33466.06,15606.95,22075.21,34409.62,15779.07,23728.38,35265.60,15937.16,25556.53,35972.33,16094.74,26945.56,36946.66,16270.11,28456.88,37575.57,16512.60,30493.28,38016.42,16710.09,32690.66,38936.10,16854.99,34847.33,40101.02,17008.40,37587.04,40674.48,17168.24,39255.69,41681.55,17429.88,41849.61,42626.72,17612.66,44359.04,43397.82,17794.50,47616.93,44404.90,17936.70,51907.18,45559.89,18068.58,55294.45,46506.31,18247.77,58036.70,47835.16,18464.40,61267.45,49181.87,18646.35,66134.23,50499.36,18754.80,70714.71,51595.10,18906.00,73306.49,52917.80,19050.50,77982.88,54430.68,19212.00,83408.50,55737.45,19365.50,89395.28,56685.53,19549.22,95874.27,58072.29,19677.54,100615.32,59095.78,19828.09,104894.10,60668.65,20011.20,109449.15,61681.23,20154.00,115893.51,63818.54,20407.36,122615.90,65439.44,20550.42,130491.51,67010.16,20721.60,137796.01,69014.57,20883.73,149357.43,70241.91,21017.17,165634.84,72200.63,21123.01,179453.01,74073.48,21375.60,196063.99,76233.63,21520.06,207684.40,77876.06,21763.62,229200.87,79972.22,21919.29,244798.02,83660.08,22043.76,260932.95,86308.45,22230.30,290624.08,88349.81,22442.53,317627.60,93047.87,22720.04,346813.00,96553.95,22963.20,371172.04,99975.01,23261.52,396341.05,103866.46,23733.89,427466.31,110625.85,24039.26,460329.22,113634.00,24280.41,493232.59,121802.06,24744.82,542912.87,130079.64,24973.77,597947.19,138844.19,25305.66,665562.52,147280.87,25687.02,784939.96,159122.32,26057.99,896185.99,175623.45,26652.60,1043335.92,198669.83,27056.40,1241902.25,225054.71,27563.48,1472126.54,258167.14,28950.37,2009792.22,302557.82,30321.89,2538996.42,357409.16,31260.06,3013939.08,461916.04,35411.09,3720689.29,2393278.08,61475.40,19320855.77,".",".",".",".","."
"5",2015,"85+",548.79,0,-5108.82,5304.35,0,-1675.47,6620.59,0,-1036.84,7797.85,0,-739.47,8723.83,0,-366.43,9160.99,0.00,-18.86,9625.54,827.89,0.00,10009.89,3311.27,0.00,10503.59,4579.27,0.00,11035.96,5583.19,104.20,11549.40,5973.60,244.06,12249.97,6548.40,398.38,12845.74,7011.23,578.38,13626.58,7368.82,742.08,14221.51,7780.79,931.17,14727.53,8084.40,1116.08,15470.10,8442.00,1380.06,16036.01,8845.79,1652.51,16470.22,9103.45,1989.60,16925.67,9391.53,2355.37,17528.71,9775.19,2690.23,18071.91,10111.86,3080.23,18562.69,10570.19,3669.02,18844.43,10871.64,4099.91,19226.88,11136.58,4369.66,19662.65,11403.60,4856.24,19995.59,11638.89,5303.16,20429.00,11857.20,5838.55,20814.22,12129.26,6337.27,21327.53,12296.40,6892.94,21901.80,12554.40,7692.01,22339.52,12694.80,8259.13,22794.58,12846.00,8947.04,23241.90,13075.20,9584.18,23695.16,13182.23,10432.08,24307.70,13396.07,11273.12,24871.56,13549.28,12269.59,25457.62,13724.73,13124.98,26027.96,13926.00,13886.56,26416.60,14122.04,14587.50,27159.41,14267.25,15553.45,27825.28,14496.00,16053.76,28486.77,14697.54,17202.55,29441.27,14843.55,18439.04,30005.90,15013.30,19441.03,30861.04,15144.03,20460.63,31335.80,15284.25,21862.46,32125.81,15436.92,23041.06,32601.79,15577.47,24416.78,33380.06,15667.14,26187.81,34154.79,15758.40,27766.26,34960.46,15910.83,29341.52,35583.52,16023.22,31205.74,36210.69,16182.00,33565.74,37085.45,16301.08,35933.57,37943.31,16449.84,38229.60,38679.47,16574.47,41410.76,39315.94,16685.39,44158.47,40032.45,16831.20,48139.50,40976.69,16924.05,51382.38,42034.30,17064.90,54129.21,42853.79,17226.00,58019.70,43751.26,17302.61,61318.16,44563.69,17482.20,64895.24,45377.73,17590.10,67885.35,47014.83,17735.06,71682.73,48198.80,17851.20,75877.87,49273.93,17978.37,79361.99,50327.19,18116.40,82087.55,51172.64,18278.40,86532.03,52945.07,18385.67,91922.99,54447.50,18510.00,95781.31,56046.94,18621.04,100860.66,57095.20,18736.55,105915.66,58886.13,18940.68,110322.35,60359.66,19108.98,115067.80,61733.01,19278.00,122752.71,63357.61,19427.82,130875.99,66145.21,19609.20,137344.50,68422.26,19801.65,146091.38,70919.23,20055.26,151951.43,72971.22,20300.14,166443.16,74465.42,20508.86,175262.49,77646.06,20763.16,190361.57,79885.46,20991.60,205930.49,82930.86,21186.00,220424.53,85821.47,21433.39,234969.99,89830.48,21789.18,257016.69,93838.19,21969.36,277644.80,98765.08,22530.00,308794.29,107815.85,23003.17,342365.61,115535.10,23411.56,384160.86,123766.79,23837.91,451470.31,132763.83,24841.02,527426.65,147615.33,25296.14,590303.35,164662.93,26178.04,692726.34,188513.42,27125.28,821314.84,233759.75,27968.05,1118901.96,326807.21,31187.27,1968074.69,2786292.16,49881.46,18556559.14,".",".",".",".","."
"6",2025,"62-69",322.36,0,-1630.12,2944.15,0,-1321.94,5641.61,0,-1152.49,7560.29,0,-1063.85,8980.36,0,-723.98,9648.21,0.00,-374.32,10552.06,0.00,75.20,11508.05,0.00,437.15,12443.87,0.00,888.43,13298.74,0.00,1309.44,14222.23,0.00,1838.65,15061.00,0.00,2318.23,15845.76,0.00,2833.81,16696.65,0.00,3380.93,17454.45,0.00,3955.54,18293.97,0.00,4596.70,18985.17,0.00,5196.86,19819.98,0.00,5911.45,20580.74,0.00,6546.09,21354.51,0.00,7135.51,22333.33,0.00,7806.84,23163.84,0.00,8515.04,24070.79,0.00,9196.87,24772.94,801.02,9876.90,25693.95,1766.82,10759.80,26618.96,2353.08,11595.41,27525.62,3097.37,12324.67,28371.95,3766.07,13117.82,29157.07,4379.45,14031.45,30044.10,4882.86,15049.91,30930.13,5396.35,15942.39,31837.51,5886.16,17091.85,32718.68,6274.60,18324.46,33701.84,6744.21,19295.61,34576.09,7154.64,20564.11,35747.09,7516.43,22028.96,36633.54,7870.97,23308.90,37528.47,8330.11,24615.83,38492.77,8683.21,26036.16,39429.49,9044.49,27354.47,40422.59,9417.29,28959.87,41397.39,9723.95,30643.83,42467.18,10005.46,32296.91,43609.92,10297.87,34522.86,44695.37,10636.63,36789.38,45872.70,10937.65,39030.07,46984.68,11245.22,41022.42,48029.75,11535.59,43047.56,49321.32,11823.76,45431.73,50334.95,12140.04,47275.17,51633.53,12479.96,49326.84,52971.93,12786.73,51706.53,54118.53,13143.47,54894.69,55353.36,13397.85,57887.24,56772.30,13775.44,60604.53,58145.43,14053.10,64077.09,59638.50,14325.61,66693.72,61028.72,14684.62,69738.10,62594.85,15007.22,73309.14,64160.28,15333.98,76739.16,65557.03,15645.32,80871.08,67336.68,15941.87,85499.99,68932.92,16243.87,90244.78,70385.85,16633.03,94787.63,72370.20,16933.24,100024.08,74108.47,17241.39,105585.91,76146.40,17563.07,112168.78,77870.10,17888.78,118419.65,79536.86,18283.43,124785.22,81591.36,18594.65,131040.66,83755.58,18983.07,138523.95,85906.57,19388.72,147816.75,87926.06,19827.67,156337.90,90111.50,20213.34,166336.99,92591.40,20594.65,176369.37,95170.57,20932.01,186567.26,97478.54,21308.52,203106.08,100342.72,21737.80,228465.68,103086.23,22131.10,254159.92,106723.91,22536.62,275080.45,110110.81,22991.84,299028.64,113736.66,23459.03,335502.39,117171.29,23952.56,364857.51,121128.59,24451.61,401034.58,125585.34,24935.62,458191.58,130522.25,25492.37,520445.11,135354.52,26030.13,569007.66,140210.95,26533.92,618920.66,145798.85,27035.21,677114.27,152088.66,27526.06,753742.05,158403.29,28144.20,850347.70,168603.04,28827.75,962734.49,179998.86,29625.75,1120980.96,193413.97,30313.51,1286805.03,212526.39,31288.74,1480927.43,230874.38,32260.06,1770518.11,263761.70,33325.30,2226959.43,314183.66,34833.63,2987769.12,426393.77,37065.55,5148556.48,4640040.59,53127.39,87144619.41,".",".",".",".","."
"7",2025,"70-74",308.72,0,-1630.12,3374.27,0,-1325.60,6803.08,0,-1152.49,8978.28,0,-892.50,9703.55,0,-514.33,10546.22,0.00,24.30,11523.10,0.00,355.39,12442.29,3394.91,846.64,13245.83,4779.06,1310.48,14530.13,6153.78,1724.99,15380.43,7055.83,2174.70,16291.59,7804.85,2602.56,17034.66,8408.86,3040.86,18125.34,9015.78,3638.71,19142.03,9478.07,4297.49,19975.34,9956.79,4968.94,20788.87,10416.67,5675.42,21549.06,10795.14,6439.17,22501.72,11239.02,7072.16,23526.29,11583.38,7720.03,24408.88,11928.08,8377.09,25238.20,12296.56,9153.92,26304.40,12591.34,9947.10,27264.78,12982.11,10768.26,28292.62,13407.88,11699.11,29243.50,13721.02,12332.05,29947.76,14012.78,13081.04,30901.68,14328.51,13975.45,31686.94,14582.55,14914.02,32549.43,14869.84,15965.35,33572.49,15092.51,16931.07,34636.18,15386.78,18120.59,35392.53,15634.60,19297.78,36256.72,15962.46,20588.19,37134.29,16271.79,21835.05,38178.33,16624.54,23069.29,38997.91,16936.88,24404.45,39939.43,17324.12,25912.72,41011.60,17628.55,27635.38,41867.22,17929.53,29084.86,42899.81,18223.56,30591.63,43742.22,18442.48,32501.90,44586.70,18770.38,34433.33,45818.66,19038.06,36516.39,46995.78,19309.60,38248.15,48024.43,19551.28,40495.50,49255.52,19747.43,43013.68,50634.13,20042.00,45051.01,51790.15,20363.52,47782.65,52999.16,20666.65,49757.31,54176.94,20911.30,53008.57,55656.67,21198.34,56600.23,57021.64,21511.72,59186.88,58513.34,21755.17,62177.34,59797.77,22005.92,65504.51,61181.31,22275.76,69272.58,62904.51,22550.08,72294.69,64818.77,22808.07,77021.26,66711.88,23120.13,81236.90,68318.99,23393.87,85344.95,69967.85,23591.05,89605.58,71529.02,23898.98,93911.28,72811.35,24157.99,98511.83,74518.60,24419.57,104261.50,76352.42,24681.90,110531.69,78102.74,24913.54,116322.35,80397.74,25167.09,124694.30,82335.05,25431.42,130739.63,84226.92,25708.37,140268.48,86114.88,25945.47,147215.91,88216.21,26216.00,156657.17,90498.74,26462.28,166511.30,93302.13,26717.87,176353.88,95589.20,27026.08,189413.94,98327.08,27326.60,212910.31,100664.30,27572.74,236343.22,104258.44,27893.71,253823.44,107897.89,28278.07,281489.84,111382.10,28543.32,309596.05,114954.99,28881.00,336797.31,117652.03,29239.26,367628.02,120822.11,29619.97,397160.08,124707.56,29908.44,445239.72,128377.37,30311.53,494032.42,133018.15,30694.72,541349.76,137925.03,31012.42,592055.44,143064.62,31487.66,644027.85,149828.48,31893.40,694627.03,155585.57,32320.09,783318.89,163291.19,32785.09,894543.13,171848.60,33205.75,1017986.88,181197.76,33795.84,1134624.17,196251.58,34472.04,1277926.75,211754.62,35175.69,1456590.23,232868.54,36099.41,1683978.74,258508.95,36809.13,2001880.75,294448.18,37845.28,2605880.96,353926.65,39644.75,3563693.99,504018.29,42330.68,6443128.36,4853963.20,54130.22,87144619.41,".",".",".",".","."
"8",2025,"75-79",-63.91,0,-1630.12,3369.59,0,-1325.60,7419.44,0,-1152.49,9080.75,0,-958.81,9951.51,0,-638.40,10904.82,0.00,-237.26,12016.30,0.00,119.62,12863.19,3135.71,513.53,13763.76,5400.86,925.29,14623.19,6569.61,1334.04,15642.88,7630.02,1794.07,16298.44,8383.01,2233.79,17151.45,8991.50,2697.88,18181.39,9557.18,3289.23,18823.32,10089.01,3700.44,19776.27,10436.43,4239.49,20548.00,10833.18,4885.48,21450.98,11320.77,5404.89,22141.53,11698.05,6348.89,23037.80,11979.90,6803.92,23945.64,12285.73,7450.90,24790.73,12585.35,8223.91,25651.15,13033.14,9035.62,26588.14,13362.08,10023.12,27381.92,13721.32,10884.73,28263.08,14065.36,12011.70,29254.73,14312.35,12993.73,29963.57,14635.74,13748.07,30935.47,14911.97,14617.34,31871.54,15319.39,15761.69,32646.99,15627.73,16989.67,33740.04,15945.60,17937.31,34528.86,16203.51,19148.53,35399.90,16523.00,20466.81,36367.41,16910.12,21988.52,37547.29,17131.87,23626.45,38595.35,17440.28,24797.13,39444.76,17761.37,26676.47,40210.87,18129.91,28075.06,41548.64,18421.89,29782.00,42332.97,18746.25,31837.46,43222.72,19069.51,34131.56,44186.02,19345.29,36401.55,45118.06,19618.23,38687.63,46306.56,19946.03,40804.64,47335.63,20212.02,43255.42,48348.35,20590.61,45579.37,49628.61,20836.38,48217.79,51052.10,21082.00,51150.62,52034.42,21377.27,53774.25,53151.62,21619.49,56734.96,54435.01,21867.57,59014.88,55748.85,22143.72,62427.01,56905.42,22400.18,65650.22,57969.14,22693.95,69532.21,59406.90,22985.29,72302.17,60691.26,23246.62,75108.78,61767.28,23472.22,79332.49,63299.16,23686.92,83289.30,64492.04,23974.46,87683.81,65923.61,24200.01,93009.81,67592.71,24381.99,97676.82,69027.07,24648.37,101320.81,70764.28,24799.04,106618.32,72568.61,24999.12,111390.31,74153.29,25263.74,116842.74,75845.48,25489.23,122240.98,77583.12,25733.88,130224.95,79655.24,25962.45,137941.29,81641.27,26167.48,147365.22,83420.89,26392.88,157044.48,85075.79,26648.66,167535.12,86950.33,26902.46,181723.33,89049.56,27135.22,200672.31,91304.80,27372.86,218131.98,93603.64,27645.33,236926.16,96248.83,27863.19,256100.50,98660.90,28213.82,277461.37,102289.34,28461.85,300990.51,105765.82,28746.42,329385.22,109326.45,29062.00,372850.75,113293.89,29331.60,407329.50,116102.61,29667.24,455198.77,121117.09,29969.97,492543.69,125862.12,30410.26,533795.79,130904.80,30746.41,580315.64,136797.06,31085.81,631835.06,143988.68,31466.57,697244.13,150010.36,31887.10,763371.81,158697.60,32462.21,860711.43,167943.44,32945.56,989235.47,177402.85,33347.98,1109973.50,192162.47,34014.50,1270814.42,207281.68,34887.63,1447652.50,227101.30,35592.88,1652989.66,246098.28,36342.37,1996069.81,276035.66,37541.73,2439804.07,336128.86,38922.54,3250270.26,447885.97,41847.94,5057052.21,1803713.38,66158.89,27221178.35,".",".",".",".","."
