"Obs","male","xeduc","raceeth","marstat","pcincQ","ksaimeQ","year","_TYPE_","_PAGE_","_TABLE_","pctoti_Mean","pcssb_Mean","pcSSI_Mean","pcinci_Mean","pcdbinc_Mean","pcearn_Mean","pcimpr_Mean","pcNotModel_Mean","pcothinc_Mean","xssb_Mean","xsssb_Mean","xearn_Mean","xsern_Mean","pcNetTOTI_Mean","pcNetCensusIncome_Mean","pcfedtax_Mean","pcstatetax_Mean","pcFICAtax_Mean","pcHItax_Mean","pcMedicareSurtax_Mean","MedicareBPremium_Mean","MedicareDPremium_Mean","PCCENSUSINCOME_Mean","pcdeltaIRA_Mean","pcint_Mean","pcdiv_Mean","pcrentinc_Mean","hpctoti_Mean","hpcssb_Mean","hpcSSI_Mean","hpcinci_Mean","hpcdbinc_Mean","hpcearn_Mean","hpcimpr_Mean","hpcNotModel_Mean","hpcothinc_Mean","hxssb_Mean","hxsssb_Mean","hxearn_Mean","hxsern_Mean","hpcNetTOTI_Mean","hpcNetCENSUSincome_Mean","hpcfedtax_Mean","hpcstatetax_Mean","hpcFICAtax_Mean","hpcHItax_Mean","hpcMedicareSurtax_Mean","hMedicareBpremium_Mean","hMedicareDpremium_Mean","hpcCensusIncome_Mean","hpcdeltaIRA_Mean","hpcint_Mean","hpcdiv_Mean","hpcrentinc_Mean"
"245",".","3.Some College",".",".",".",".",2055,0100001,4,9,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99818,0.90468,0.00510,0.96078,0.25987,0.41372,0.76600,0.09338,0.17365,0.87675,0.39672,0.31730,0.20121,1,1.00000,0.53309,0.37110,0.30662,0.30662,0.26545,0.91998,0.72787,0.99344,0.55689,0.47456,0.25659,0.07893
"246",".","3.Some College",".",".",".",".",2065,0100001,4,9,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99850,0.89739,0.00427,0.95880,0.20464,0.41251,0.75231,0.09995,0.17625,0.87142,0.40697,0.31867,0.20256,1,1.00000,0.54986,0.38343,0.30736,0.30736,0.36046,0.91724,0.72103,0.99284,0.56937,0.46607,0.25843,0.07987
"247",".","4.College Graduate",".",".",".",".",2015,0100001,5,9,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99758,0.80294,0.00583,0.98236,0.54883,0.57162,0.88360,0.08348,0.13242,0.73131,0.42297,0.46696,0.30862,1,1.00000,0.72227,0.57210,0.40852,0.40852,0.06095,0.88857,0.69768,0.99480,0.40313,0.56721,0.42328,0.12126
"248",".","4.College Graduate",".",".",".",".",2025,0100001,5,9,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99814,0.83936,0.00415,0.98568,0.54383,0.53298,0.88599,0.08063,0.13335,0.77747,0.44478,0.43231,0.26472,1,0.99989,0.72652,0.55666,0.39645,0.39645,0.11303,0.90052,0.71392,0.99541,0.54728,0.55050,0.40342,0.11389
"249",".","4.College Graduate",".",".",".",".",2035,0100001,5,9,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99839,0.87055,0.00373,0.98559,0.47875,0.48362,0.87231,0.08251,0.14091,0.82457,0.44403,0.39349,0.23018,1,0.99983,0.70851,0.52295,0.37620,0.37620,0.17829,0.91143,0.72467,0.99407,0.59411,0.54638,0.38467,0.10455
"250",".","4.College Graduate",".",".",".",".",2045,0100001,5,9,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99787,0.88578,0.00221,0.98272,0.40186,0.44790,0.85151,0.07657,0.14878,0.84842,0.42525,0.36707,0.21094,1,0.99985,0.68627,0.48931,0.35670,0.35670,0.27087,0.91550,0.72281,0.99360,0.61866,0.53777,0.36405,0.10701
"251",".","4.College Graduate",".",".",".",".",2055,0100001,5,9,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99795,0.88403,0.00199,0.98091,0.29885,0.46352,0.83657,0.07893,0.15748,0.84659,0.42393,0.37653,0.22447,1,0.99987,0.67961,0.47898,0.36794,0.36794,0.39572,0.90993,0.71883,0.99409,0.60123,0.52788,0.35203,0.10372
"252",".","4.College Graduate",".",".",".",".",2065,0100001,5,9,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99828,0.89542,0.00207,0.97990,0.23495,0.45021,0.82748,0.07621,0.15995,0.86463,0.42609,0.36308,0.21830,1,0.99977,0.67264,0.47031,0.35395,0.35395,0.49075,0.90782,0.71703,0.99426,0.62107,0.53205,0.34631,0.09844
"253",".",".",".",".",".",".",2015,0000001,1,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98988,0.83922,0.03424,0.92957,0.48066,0.41345,0.79822,0.09264,0.16406,0.79509,0.39482,0.30553,0.22701,1,0.99983,0.49987,0.39323,0.27673,0.27673,0.02426,0.91937,0.72568,0.98393,0.34100,0.47276,0.28817,0.08283
"254",".",".",".",".",".",".",2025,0000001,1,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98955,0.85450,0.02717,0.93867,0.45545,0.43037,0.79548,0.09192,0.16828,0.81168,0.41184,0.31915,0.22740,1,0.99968,0.53048,0.39805,0.29679,0.29679,0.05262,0.92099,0.72979,0.98407,0.44009,0.47207,0.28168,0.08140
"255",".",".",".",".",".",".",2035,0000001,1,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99100,0.87156,0.02203,0.94071,0.40489,0.39221,0.78524,0.08478,0.17041,0.83973,0.41530,0.29190,0.19891,1,0.99970,0.51914,0.38057,0.27568,0.27568,0.09581,0.92555,0.73473,0.98315,0.50787,0.47651,0.27703,0.08012
"256",".",".",".",".",".",".",2045,0000001,1,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99058,0.87112,0.01820,0.93841,0.33267,0.37417,0.76200,0.08391,0.17814,0.84340,0.39519,0.28233,0.18800,1,0.99949,0.51375,0.36743,0.26784,0.26784,0.16658,0.92595,0.73170,0.98129,0.52743,0.46358,0.26655,0.08134
"257",".",".",".",".",".",".",2055,0000001,1,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99072,0.87054,0.01382,0.93987,0.24796,0.39534,0.74697,0.08832,0.18280,0.84202,0.39578,0.29860,0.20233,1,0.99928,0.52545,0.37103,0.28547,0.28547,0.27083,0.92242,0.72850,0.98172,0.52025,0.46699,0.26513,0.08187
"258",".",".",".",".",".",".",2065,0000001,1,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99208,0.87400,0.01103,0.94167,0.19661,0.39123,0.73947,0.08781,0.18413,0.84907,0.40148,0.29613,0.19921,1,0.99953,0.53898,0.37743,0.28304,0.28304,0.36436,0.92140,0.72824,0.98230,0.54312,0.47303,0.26859,0.08135
"259",".",".",".",".","bottom quintile",".",2015,0000101,2,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.94942,0.71749,0.16577,0.73252,0.21516,0.14920,0.46814,0.04109,0.25251,0.68956,0.28155,0.08620,0.07588,1,0.99914,0.07065,0.05346,0.07375,0.07375,0.00000,0.96460,0.76294,0.92293,0.11239,0.26182,0.07245,0.03095
"260",".",".",".",".","bottom quintile",".",2025,0000101,2,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.94776,0.72996,0.13296,0.75576,0.20594,0.16336,0.48176,0.04480,0.24772,0.70669,0.30985,0.10004,0.07756,1,0.99842,0.07962,0.05746,0.08674,0.08674,0.00000,0.96660,0.76446,0.92386,0.16114,0.27353,0.07756,0.03102
"261",".",".",".",".","bottom quintile",".",2035,0000101,2,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.95501,0.74394,0.10753,0.76766,0.18750,0.14320,0.47731,0.03539,0.24196,0.72626,0.32095,0.08681,0.06666,1,0.99849,0.06268,0.05185,0.07008,0.07008,0.00110,0.96887,0.77397,0.92018,0.22726,0.28240,0.07490,0.03716
"262",".",".",".",".","bottom quintile",".",2045,0000101,2,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.95290,0.73440,0.08789,0.76927,0.14657,0.12971,0.45387,0.03217,0.24721,0.71806,0.29867,0.08429,0.05636,1,0.99743,0.05997,0.05418,0.06653,0.06653,0.00244,0.96757,0.76606,0.91172,0.25505,0.28336,0.06987,0.03423
"263",".",".",".",".","bottom quintile",".",2055,0000101,2,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.95361,0.73490,0.06828,0.77400,0.11180,0.13189,0.42616,0.03468,0.25015,0.72175,0.28746,0.08705,0.05668,1,0.99641,0.06505,0.05799,0.06959,0.06959,0.00885,0.96341,0.76444,0.91367,0.28530,0.28961,0.07151,0.03599
"264",".",".",".",".","bottom quintile",".",2065,0000101,2,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.96040,0.73669,0.05369,0.78591,0.08859,0.12338,0.42461,0.03702,0.25000,0.72483,0.29038,0.08065,0.05134,1,0.99776,0.07696,0.06566,0.06510,0.06510,0.01342,0.96667,0.77327,0.91723,0.31063,0.29978,0.07215,0.03848
"265",".",".",".",".","2nd quintile",".",2015,0000101,3,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.91375,0.00515,0.94249,0.41921,0.25581,0.80156,0.08244,0.17154,0.88699,0.40658,0.16483,0.13620,1,1.00000,0.19258,0.16532,0.15125,0.15125,0.00000,0.95820,0.75263,0.99849,0.29809,0.41641,0.15910,0.05646
"266",".",".",".",".","2nd quintile",".",2025,0000101,3,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.91864,0.00269,0.95568,0.39560,0.30379,0.78724,0.08342,0.18790,0.88508,0.42855,0.19819,0.16101,1,1.00000,0.24837,0.19614,0.18014,0.18014,0.00190,0.96280,0.76761,0.99937,0.36631,0.42392,0.16352,0.05762
"267",".",".",".",".","2nd quintile",".",2035,0000101,3,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.93453,0.00261,0.95706,0.35464,0.26711,0.77845,0.07449,0.18456,0.91121,0.45083,0.17136,0.13266,1,1.00000,0.22898,0.17353,0.15833,0.15833,0.00192,0.96104,0.76525,0.99805,0.47479,0.42088,0.15312,0.05364
"268",".",".",".",".","2nd quintile",".",2045,0000101,3,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.93023,0.00296,0.95122,0.28571,0.24235,0.73744,0.07916,0.19549,0.91337,0.43230,0.15986,0.11494,1,1.00000,0.22730,0.15471,0.14351,0.14351,0.00605,0.96615,0.76320,0.99833,0.50154,0.40709,0.14364,0.05791
"269",".",".",".",".","2nd quintile",".",2055,0000101,3,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.93409,0.00072,0.95408,0.20937,0.24799,0.72104,0.07067,0.19899,0.91424,0.43249,0.16238,0.11921,1,1.00000,0.24835,0.16216,0.14875,0.14875,0.01901,0.96700,0.76289,0.99746,0.50985,0.40582,0.14121,0.05249
"270",".",".",".",".","2nd quintile",".",2065,0000101,3,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.93713,0.00101,0.95201,0.15919,0.23202,0.70466,0.07193,0.19689,0.92124,0.43070,0.15382,0.10986,1,0.99989,0.27374,0.17183,0.14140,0.14140,0.05974,0.96454,0.75736,0.99776,0.53350,0.41414,0.14812,0.05034
"271",".",".",".",".","3rd quintile",".",2015,0000101,4,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.89453,0.00000,0.98063,0.55754,0.42866,0.87772,0.11291,0.15725,0.84907,0.43649,0.29800,0.23000,1,1.00000,0.53846,0.38675,0.27332,0.27332,0.00044,0.94720,0.74294,0.99850,0.40177,0.49611,0.26130,0.06858
"272",".",".",".",".","3rd quintile",".",2025,0000101,4,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.90909,0.00000,0.98654,0.50367,0.46256,0.86748,0.11654,0.16211,0.86302,0.44399,0.32625,0.24528,1,1.00000,0.59059,0.40138,0.30835,0.30835,0.00190,0.94282,0.74298,0.99826,0.51706,0.49238,0.25540,0.07519
"273",".",".",".",".","3rd quintile",".",2035,0000101,4,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.92126,0.00000,0.98519,0.44498,0.40786,0.84801,0.10850,0.16188,0.89064,0.45666,0.28370,0.21469,1,1.00000,0.56778,0.38027,0.26930,0.26930,0.00823,0.95158,0.75570,0.99877,0.58351,0.49491,0.24664,0.07559
"274",".",".",".",".","3rd quintile",".",2045,0000101,4,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.92395,0.00013,0.98031,0.36700,0.37293,0.82113,0.10192,0.17076,0.90117,0.42864,0.26394,0.19109,1,1.00000,0.54781,0.35183,0.25030,0.25030,0.02574,0.94570,0.75331,0.99833,0.60854,0.48256,0.23909,0.07657
"275",".",".",".",".","3rd quintile",".",2055,0000101,4,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.92204,0.00000,0.98159,0.26079,0.39519,0.81837,0.11264,0.17793,0.89346,0.43250,0.27406,0.20901,1,1.00000,0.56248,0.35836,0.26151,0.26151,0.10379,0.95193,0.75690,0.99857,0.58867,0.47770,0.22803,0.06923
"276",".",".",".",".","3rd quintile",".",2065,0000101,4,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.93669,0.00034,0.98154,0.20738,0.38814,0.80749,0.10358,0.18043,0.91320,0.45347,0.26946,0.20213,1,1.00000,0.57819,0.35257,0.25749,0.25749,0.29094,0.95179,0.75201,0.99866,0.62282,0.49094,0.24195,0.07315
"277",".",".",".",".","4th quintile",".",2015,0000101,5,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.86467,0.00021,0.99360,0.60328,0.57597,0.90639,0.11909,0.13758,0.80672,0.43818,0.43391,0.33020,1,1.00000,0.80795,0.61939,0.39878,0.39878,0.00405,0.90758,0.71290,0.99979,0.43540,0.54695,0.38422,0.10116
"278",".",".",".",".","4th quintile",".",2025,0000101,5,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.87870,0.00000,0.99620,0.57506,0.58312,0.90197,0.12241,0.13664,0.82279,0.45781,0.44340,0.32135,1,1.00000,0.83166,0.61283,0.41694,0.41694,0.01583,0.90594,0.72195,0.99937,0.55922,0.53770,0.35833,0.09024
"279",".",".",".",".","4th quintile",".",2035,0000101,5,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.90902,0.00000,0.99492,0.50368,0.53404,0.89078,0.11261,0.14965,0.86567,0.45060,0.40263,0.28079,1,1.00000,0.82484,0.59357,0.38548,0.38548,0.05596,0.90714,0.71373,0.99918,0.62713,0.55294,0.36597,0.09231
"280",".",".",".",".","4th quintile",".",2045,0000101,5,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.89562,0.00000,0.99176,0.40849,0.52729,0.87658,0.11083,0.15341,0.85753,0.42614,0.40205,0.27595,1,1.00000,0.81700,0.57196,0.38789,0.38789,0.19473,0.91146,0.72047,0.99871,0.62818,0.52599,0.35263,0.08778
"281",".",".",".",".","4th quintile",".",2055,0000101,5,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.90133,0.00012,0.99127,0.30712,0.55594,0.85912,0.11888,0.15619,0.86277,0.43491,0.42594,0.29971,1,1.00000,0.82479,0.57483,0.41362,0.41362,0.44992,0.90624,0.71105,0.99976,0.60731,0.53998,0.35233,0.09508
"282",".",".",".",".","4th quintile",".",2065,0000101,5,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.90435,0.00011,0.99172,0.25081,0.54592,0.85468,0.12362,0.16456,0.87101,0.44043,0.41269,0.29399,1,1.00000,0.83432,0.57937,0.39904,0.39904,0.61987,0.90670,0.71462,0.99866,0.62445,0.53317,0.35552,0.09487
"283",".",".",".",".","top quintile",".",2015,0000101,6,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.80571,0.00000,0.99873,0.60824,0.65775,0.93743,0.10772,0.10135,0.74314,0.41134,0.54488,0.36286,1,1.00000,0.89002,0.74148,0.48667,0.48667,0.11680,0.81926,0.65695,1.00000,0.45748,0.64265,0.56389,0.15705
"284",".",".",".",".","top quintile",".",2025,0000101,6,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.83612,0.00016,0.99921,0.59706,0.63912,0.93900,0.09244,0.10702,0.78083,0.41903,0.52798,0.33187,1,1.00000,0.90232,0.72259,0.49187,0.49187,0.24354,0.82676,0.65191,0.99952,0.59682,0.63289,0.55370,0.15297
"285",".",".",".",".","top quintile",".",2035,0000101,6,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.84909,0.00000,0.99877,0.53368,0.60888,0.93167,0.09291,0.11400,0.80488,0.39746,0.51504,0.29980,1,1.00000,0.91151,0.70370,0.49528,0.49528,0.41186,0.83911,0.66501,0.99959,0.62669,0.63147,0.54455,0.14191
"286",".",".",".",".","top quintile",".",2045,0000101,6,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.87143,0.00000,0.99949,0.45561,0.59859,0.92098,0.09549,0.12381,0.82689,0.39023,0.50155,0.30168,1,1.00000,0.91674,0.70451,0.49100,0.49100,0.60400,0.83886,0.65546,0.99936,0.64387,0.61892,0.52755,0.15019
"287",".",".",".",".","top quintile",".",2055,0000101,6,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.86032,0.00000,0.99845,0.35075,0.64578,0.91019,0.10476,0.13071,0.81787,0.39154,0.54365,0.32707,1,1.00000,0.92669,0.70187,0.53396,0.53396,0.77266,0.82349,0.64721,0.99916,0.61014,0.62186,0.53265,0.15654
"288",".",".",".",".","top quintile",".",2065,0000101,6,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.85513,0.00000,0.99720,0.27710,0.66674,0.90592,0.10292,0.12876,0.81508,0.39244,0.56405,0.33874,1,1.00000,0.93176,0.71775,0.55219,0.55219,0.83790,0.81732,0.64392,0.99922,0.62423,0.62714,0.52523,0.14990
"289",".",".",".",".",".",".",2015,0000001,1,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98988,0.83922,0.03424,0.92957,0.48066,0.41345,0.79822,0.09264,0.16406,0.79509,0.39482,0.30553,0.22701,1,0.99983,0.49987,0.39323,0.27673,0.27673,0.02426,0.91937,0.72568,0.98393,0.34100,0.47276,0.28817,0.08283
"290",".",".",".",".",".",".",2025,0000001,1,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98955,0.85450,0.02717,0.93867,0.45545,0.43037,0.79548,0.09192,0.16828,0.81168,0.41184,0.31915,0.22740,1,0.99968,0.53048,0.39805,0.29679,0.29679,0.05262,0.92099,0.72979,0.98407,0.44009,0.47207,0.28168,0.08140
"291",".",".",".",".",".",".",2035,0000001,1,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99100,0.87156,0.02203,0.94071,0.40489,0.39221,0.78524,0.08478,0.17041,0.83973,0.41530,0.29190,0.19891,1,0.99970,0.51914,0.38057,0.27568,0.27568,0.09581,0.92555,0.73473,0.98315,0.50787,0.47651,0.27703,0.08012
"292",".",".",".",".",".",".",2045,0000001,1,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99058,0.87112,0.01820,0.93841,0.33267,0.37417,0.76200,0.08391,0.17814,0.84340,0.39519,0.28233,0.18800,1,0.99949,0.51375,0.36743,0.26784,0.26784,0.16658,0.92595,0.73170,0.98129,0.52743,0.46358,0.26655,0.08134
"293",".",".",".",".",".",".",2055,0000001,1,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99072,0.87054,0.01382,0.93987,0.24796,0.39534,0.74697,0.08832,0.18280,0.84202,0.39578,0.29860,0.20233,1,0.99928,0.52545,0.37103,0.28547,0.28547,0.27083,0.92242,0.72850,0.98172,0.52025,0.46699,0.26513,0.08187
"294",".",".",".",".",".",".",2065,0000001,1,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99208,0.87400,0.01103,0.94167,0.19661,0.39123,0.73947,0.08781,0.18413,0.84907,0.40148,0.29613,0.19921,1,0.99953,0.53898,0.37743,0.28304,0.28304,0.36436,0.92140,0.72824,0.98230,0.54312,0.47303,0.26859,0.08135
"295",".",".",".",".",".","bottom quintile",2015,0000011,2,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.94982,0.71364,0.16048,0.74487,0.25581,0.24402,0.48002,0.08092,0.25015,0.69057,0.26504,0.15139,0.13237,1,0.99936,0.17599,0.13197,0.13401,0.13401,0.00043,0.95128,0.76088,0.93028,0.15180,0.30381,0.11526,0.04245
"296",".",".",".",".",".","bottom quintile",2025,0000011,2,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.94823,0.72438,0.12981,0.75620,0.22069,0.27027,0.47346,0.08677,0.26200,0.70380,0.28268,0.17493,0.14030,1,0.99858,0.18350,0.14027,0.14992,0.14992,0.00142,0.95186,0.76331,0.93335,0.18316,0.31363,0.11224,0.04100
"297",".",".",".",".",".","bottom quintile",2035,0000011,2,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.95570,0.73318,0.10589,0.76353,0.18903,0.25489,0.46615,0.07448,0.25519,0.71604,0.29135,0.16530,0.12702,1,0.99849,0.16969,0.13403,0.13815,0.13815,0.00700,0.95501,0.76267,0.92727,0.22344,0.31480,0.10577,0.03841
"298",".",".",".",".",".","bottom quintile",2045,0000011,2,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.95380,0.73555,0.08776,0.76271,0.14489,0.23730,0.43431,0.08224,0.25377,0.72023,0.27280,0.16177,0.11017,1,0.99820,0.16962,0.13166,0.13719,0.13719,0.01261,0.95689,0.75486,0.92369,0.24025,0.31142,0.10013,0.04092
"299",".",".",".",".",".","bottom quintile",2055,0000011,2,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.95480,0.75093,0.06720,0.77460,0.10427,0.24034,0.41564,0.08203,0.25553,0.73634,0.27383,0.16370,0.11670,1,0.99689,0.17888,0.13966,0.14038,0.14038,0.03802,0.95492,0.75679,0.92586,0.26139,0.32512,0.10523,0.04018
"300",".",".",".",".",".","bottom quintile",2065,0000011,2,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.96208,0.76633,0.05336,0.78322,0.08009,0.23132,0.40459,0.08848,0.25940,0.75213,0.28076,0.15973,0.10727,1,0.99810,0.19206,0.14609,0.13893,0.13893,0.06969,0.95492,0.75984,0.93043,0.28468,0.33009,0.10716,0.04004
"301",".",".",".",".",".","2nd quintile",2015,0000011,3,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99979,0.90803,0.00855,0.93912,0.44007,0.31896,0.77434,0.09997,0.18093,0.87593,0.38197,0.22206,0.16747,1,1.00000,0.34573,0.27362,0.20832,0.20832,0.00151,0.93942,0.73994,0.99458,0.30712,0.42891,0.21042,0.06594
"302",".",".",".",".",".","2nd quintile",2025,0000011,3,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99953,0.91182,0.00507,0.95726,0.40079,0.38177,0.76237,0.10389,0.18160,0.87572,0.40633,0.26874,0.20680,1,0.99984,0.37906,0.28390,0.25591,0.25591,0.00982,0.93905,0.73793,0.99430,0.35162,0.41874,0.19762,0.06443
"303",".",".",".",".",".","2nd quintile",2035,0000011,3,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99959,0.91153,0.00343,0.95940,0.34690,0.35392,0.74404,0.09547,0.18547,0.88752,0.41991,0.24994,0.18354,1,1.00000,0.34596,0.25582,0.23623,0.23623,0.01811,0.94321,0.74994,0.99438,0.43825,0.42879,0.18120,0.06118
"304",".",".",".",".",".","2nd quintile",2045,0000011,3,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99910,0.90296,0.00257,0.95161,0.27091,0.34338,0.71004,0.09446,0.19356,0.88030,0.39447,0.24737,0.17078,1,0.99936,0.33887,0.25702,0.22961,0.22961,0.04467,0.94312,0.74595,0.99022,0.45393,0.41365,0.18418,0.06642
"305",".",".",".",".",".","2nd quintile",2055,0000011,3,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99892,0.90685,0.00108,0.94930,0.20662,0.34808,0.69281,0.09614,0.19706,0.88186,0.40213,0.24620,0.17733,1,0.99964,0.35346,0.25732,0.23233,0.23233,0.09674,0.94655,0.74638,0.99067,0.47567,0.40141,0.16968,0.05919
