"year","category","catval","percentile","wealth_1_pc","ss_1_pc","income_1_pc","wealth_2_pc","ss_2_pc","income_2_pc","wealth_1_eq","ss_1_eq","income_1_eq","wealth_2_eq","ss_2_eq","income_2_eq"
2025,"marstat","4",75,122004.71,19367.79,63394.58,122004.71,19367.79,63394.58,121415.79,19324.73,63177.13,121415.79,19324.73,63177.13
2025,"marstat","4",76,129506.47,19745.55,65610.35,129506.47,19745.55,65610.35,129116.21,19688.1,65541.09,129116.21,19688.1,65541.09
2025,"marstat","4",77,139429.64,20067.95,68805.72,139429.64,20067.95,68805.72,139336.6,20005.43,68525.1,139336.6,20005.43,68525.1
2025,"marstat","4",78,155512.45,20333.07,71942.09,155512.45,20333.07,71942.09,155319.65,20291.72,71740.33,155319.65,20291.72,71740.33
2025,"marstat","4",79,164383.35,20682.67,74220.26,164383.35,20682.67,74220.26,164046.38,20637.69,74059.25,164046.38,20637.69,74059.25
2025,"marstat","4",80,172524.88,21097.46,77559.42,172524.88,21097.46,77559.42,171484.8,21067.65,77189.63,171484.8,21067.65,77189.63
2025,"marstat","4",81,182158.55,21567.22,81102.18,182158.55,21567.22,81102.18,181734.52,21417.45,80879.37,181734.52,21417.45,80879.37
2025,"marstat","4",82,196930.57,22004.68,86292.75,196930.57,22004.68,86292.75,195867.53,21910.94,85704.16,195867.53,21910.94,85704.16
2025,"marstat","4",83,212075.11,22387.78,88966.89,212075.11,22387.78,88966.89,210357.41,22323.96,88098.15,210357.41,22323.96,88098.15
2025,"marstat","4",84,224516.5,22902.04,94020,224516.5,22902.04,94020,223620.06,22843.73,93640.08,223620.06,22843.73,93640.08
2025,"marstat","4",85,246587.8,23485.98,98056.53,246587.8,23485.98,98056.53,243632.22,23455.14,97478.54,243632.22,23455.14,97478.54
2025,"marstat","4",86,277868.68,24002.97,102266.98,277868.68,24002.97,102266.98,274807.43,23968.65,101496.87,274807.43,23968.65,101496.87
2025,"marstat","4",87,336563.41,24564.53,107868.15,336563.41,24564.53,107868.15,328438.84,24564.53,107297.14,328438.84,24564.53,107297.14
2025,"marstat","4",88,388155.19,25054.06,115103.03,388155.19,25054.06,115103.03,388155.19,25054.06,114554.64,388155.19,25054.06,114554.64
2025,"marstat","4",89,481956.86,25392.74,120863.03,481956.86,25392.74,120863.03,481956.86,25392.74,119623.11,481956.86,25392.74,119623.11
2025,"marstat","4",90,527465.07,25917.89,126904.86,527465.07,25917.89,126904.86,527465.07,25917.89,126102.46,527465.07,25917.89,126102.46
2025,"marstat","4",91,608882.41,26417.12,133171.41,608882.41,26417.12,133171.41,608882.41,26417.12,133171.41,608882.41,26417.12,133171.41
2025,"marstat","4",92,732784.93,27093.75,145602.43,732784.93,27093.75,145602.43,720192.99,27093.75,145353.65,720192.99,27093.75,145353.65
2025,"marstat","4",93,850898.8,27757.99,154912.62,850898.8,27757.99,154912.62,847571.43,27757.99,154073.65,847571.43,27757.99,154073.65
2025,"marstat","4",94,950033.43,28381.14,167676.24,950033.43,28381.14,167676.24,945802.1,28381.14,167206.13,945802.1,28381.14,167206.13
2025,"marstat","4",95,1067196.46,29019.1,188737.79,1067196.46,29019.1,188737.79,1067196.46,29019.1,188371.51,1067196.46,29019.1,188371.51
2025,"marstat","4",96,1228245.97,29829.02,212802.48,1228245.97,29829.02,212802.48,1228245.97,29829.02,212802.48,1228245.97,29829.02,212802.48
2025,"marstat","4",97,1722541.41,30853.97,240181.54,1722541.41,30853.97,240181.54,1707335.87,30853.97,240181.54,1707335.87,30853.97,240181.54
2025,"marstat","4",98,2214271.75,32025.45,304155.01,2214271.75,32025.45,304155.01,2214271.75,32025.45,304155.01,2214271.75,32025.45,304155.01
2025,"marstat","4",99,3495712.6,33405.81,379958.64,3495712.6,33405.81,379958.64,3495712.6,33405.81,379958.64,3495712.6,33405.81,379958.64
2025,"marstat","4",100,11509760.16,44787.08,954061,11509760.16,44787.08,954061,11509760.16,44787.08,954061,11509760.16,44787.08,954061
2025,"race","1",1,-1152.49,0,5943.82,-1152.49,0,5943.82,-1199.32,0,6604.85,-1199.32,0,6604.85
2025,"race","1",2,-522.36,0,8718.2,-522.36,0,8718.2,-636.06,0,9401.6,-636.06,0,9401.6
2025,"race","1",3,0,0,9869.28,0,0,9869.28,0,0,11111.47,0,0,11111.47
2025,"race","1",4,426.35,0,11269.36,426.35,0,11269.36,456.55,0,12839.98,456.55,0,12839.98
2025,"race","1",5,948.7,0,12460.73,948.7,0,12460.73,1115.25,0,14230.56,1115.25,0,14230.56
2025,"race","1",6,1427.22,0,13538.2,1427.22,0,13538.2,1644.63,0,15590.21,1644.63,0,15590.21
2025,"race","1",7,1949.81,0,14498.93,1949.81,0,14498.93,2239.93,0,16688.49,2239.93,0,16688.49
2025,"race","1",8,2503.05,0,15465.09,2503.05,0,15465.09,2883.04,0,17840.83,2883.04,0,17840.83
2025,"race","1",9,3146.28,0,16352.99,3146.28,0,16352.99,3539.35,0,18763.69,3539.35,0,18763.69
2025,"race","1",10,3716.84,0,17305.53,3716.84,0,17305.53,4300.01,0,19855.4,4300.01,0,19855.4
2025,"race","1",11,4376.44,0,18144.27,4376.44,0,18144.27,5065.85,0,20836.34,5065.85,0,20836.34
2025,"race","1",12,5010.8,1464.54,18991.8,5010.8,1464.54,18991.8,5923.9,1822.34,21691.97,5923.9,1822.34,21691.97
2025,"race","1",13,5695.46,2795.88,19832.38,5695.46,2795.88,19832.38,6678.11,3516.46,22710.29,6678.11,3516.46,22710.29
2025,"race","1",14,6380.76,3849.19,20652.68,6380.76,3849.19,20652.68,7419.33,4785.26,23766.44,7419.33,4785.26,23766.44
2025,"race","1",15,6982.74,4626.67,21293.92,6982.74,4626.67,21293.92,8201.98,5827.88,24595.49,8201.98,5827.88,24595.49
2025,"race","1",16,7643.63,5299.84,22049.52,7643.63,5299.84,22049.52,9085.72,6754.66,25474.29,9085.72,6754.66,25474.29
2025,"race","1",17,8376.97,5896.42,22811.1,8376.97,5896.42,22811.1,9974.76,7478.3,26493.18,9974.76,7478.3,26493.18
2025,"race","1",18,9087.33,6436.28,23493.89,9087.33,6436.28,23493.89,10900.74,8153.24,27476.46,10900.74,8153.24,27476.46
2025,"race","1",19,9920.54,6997.82,24178.57,9920.54,6997.82,24178.57,11960.53,8734.03,28381.4,11960.53,8734.03,28381.4
2025,"race","1",20,10685.35,7402.03,24861.38,10685.35,7402.03,24861.38,12848.32,9260.26,29314.58,12848.32,9260.26,29314.58
2025,"race","1",21,11578.05,7796.09,25521.5,11578.05,7796.09,25521.5,13881.64,9768.15,30141.43,13881.64,9768.15,30141.43
2025,"race","1",22,12400.81,8241,26188.03,12400.81,8241,26188.03,14987.82,10176.61,31041.49,14987.82,10176.61,31041.49
2025,"race","1",23,13315.52,8723.72,26890.29,13315.52,8723.72,26890.29,16176.01,10638.71,31901.96,16176.01,10638.71,31901.96
2025,"race","1",24,14267.04,9141.32,27547.98,14267.04,9141.32,27547.98,17282.67,11037.96,32750.69,17282.67,11037.96,32750.69
2025,"race","1",25,15328.32,9472.28,28240.65,15328.32,9472.28,28240.65,18435.07,11436.72,33766.54,18435.07,11436.72,33766.54
2025,"race","1",26,16397.63,9854.68,28891.48,16397.63,9854.68,28891.48,19573,11867.34,34592.1,19573,11867.34,34592.1
2025,"race","1",27,17438.6,10152.67,29565.45,17438.6,10152.67,29565.45,20907.63,12233.07,35570.15,20907.63,12233.07,35570.15
2025,"race","1",28,18558.76,10508.79,30247.06,18558.76,10508.79,30247.06,22259.78,12610.39,36410.53,22259.78,12610.39,36410.53
2025,"race","1",29,19631.83,10789.98,30963.91,19631.83,10789.98,30963.91,23628.82,12981.91,37311.63,23628.82,12981.91,37311.63
2025,"race","1",30,20687.01,11075.33,31726.94,20687.01,11075.33,31726.94,24909.78,13343.38,38205.07,24909.78,13343.38,38205.07
2025,"race","1",31,21931,11344.11,32474.45,21931,11344.11,32474.45,26348.6,13710.78,39047.77,26348.6,13710.78,39047.77
2025,"race","1",32,23252.74,11627.25,33291.09,23252.74,11627.25,33291.09,27861,14050.7,39893.87,27861,14050.7,39893.87
2025,"race","1",33,24528.19,11891.62,33945.17,24528.19,11891.62,33945.17,29414.18,14347.63,40864.38,29414.18,14347.63,40864.38
2025,"race","1",34,25906.82,12162.53,34760.08,25906.82,12162.53,34760.08,31012.92,14694.54,41818.17,31012.92,14694.54,41818.17
2025,"race","1",35,27485.82,12448.13,35539.81,27485.82,12448.13,35539.81,33098.91,15009.93,42756.05,33098.91,15009.93,42756.05
2025,"race","1",36,28998.42,12700.21,36284.12,28998.42,12700.21,36284.12,34969.42,15327.24,43745,34969.42,15327.24,43745
2025,"race","1",37,30577.39,12940.02,37092.17,30577.39,12940.02,37092.17,37157.02,15636.59,44796.42,37157.02,15636.59,44796.42
2025,"race","1",38,32237.34,13204.12,37928.62,32237.34,13204.12,37928.62,39367.7,15954.85,45909.34,39367.7,15954.85,45909.34
2025,"race","1",39,33996.93,13433.71,38756.61,33996.93,13433.71,38756.61,41494.72,16247.29,47034.93,41494.72,16247.29,47034.93
2025,"race","1",40,35299.05,13666.85,39510.05,35299.05,13666.85,39510.05,43672.96,16551.09,47905.26,43672.96,16551.09,47905.26
2025,"race","1",41,37158,13893.41,40314.3,37158,13893.41,40314.3,45807.07,16845.64,49033.15,45807.07,16845.64,49033.15
2025,"race","1",42,39275.03,14131.2,41266.65,39275.03,14131.2,41266.65,48121.77,17136.36,50190.28,48121.77,17136.36,50190.28
2025,"race","1",43,41174.06,14384.32,42149.33,41174.06,14384.32,42149.33,50003.88,17429.46,51253.8,50003.88,17429.46,51253.8
2025,"race","1",44,43067.56,14658,43040.7,43067.56,14658,43040.7,52914.68,17725.69,52277.6,52914.68,17725.69,52277.6
2025,"race","1",45,44951.55,14887.36,43871.39,44951.55,14887.36,43871.39,55735.81,18051.75,53495.68,55735.81,18051.75,53495.68
2025,"race","1",46,47042.16,15123.81,44774.08,47042.16,15123.81,44774.08,58377.7,18299.49,54658.26,58377.7,18299.49,54658.26
2025,"race","1",47,49256.79,15357.24,45755.25,49256.79,15357.24,45755.25,61255.43,18572.02,55821.3,61255.43,18572.02,55821.3
2025,"race","1",48,51437.07,15587.2,46744.88,51437.07,15587.2,46744.88,64031.56,18866.72,57120.3,64031.56,18866.72,57120.3
2025,"race","1",49,54055.87,15811.38,47688.56,54055.87,15811.38,47688.56,67082.71,19153.67,58434.34,67082.71,19153.67,58434.34
2025,"race","1",50,56956.64,16039.99,48565.37,56956.64,16039.99,48565.37,70262.93,19426.99,59739.15,70262.93,19426.99,59739.15
2025,"race","1",51,59593.29,16278.59,49450.54,59593.29,16278.59,49450.54,73384.45,19701.98,60936.38,73384.45,19701.98,60936.38
2025,"race","1",52,62579.86,16523.75,50552.56,62579.86,16523.75,50552.56,76704.65,19982.23,62269.11,76704.65,19982.23,62269.11
2025,"race","1",53,65453.88,16737.67,51430.17,65453.88,16737.67,51430.17,80542.92,20276.46,63558.6,80542.92,20276.46,63558.6
2025,"race","1",54,68460.86,16946.49,52486.18,68460.86,16946.49,52486.18,84501.5,20574.35,65102.7,84501.5,20574.35,65102.7
2025,"race","1",55,71898.07,17142.94,53691.63,71898.07,17142.94,53691.63,89081.02,20810.93,66546.58,89081.02,20810.93,66546.58
2025,"race","1",56,75692.97,17349.75,54698.53,75692.97,17349.75,54698.53,93316.11,21067.65,67936.15,93316.11,21067.65,67936.15
2025,"race","1",57,79283.83,17560.68,55846.92,79283.83,17560.68,55846.92,97676.82,21346.39,69351.56,97676.82,21346.39,69351.56
2025,"race","1",58,83098.4,17765.22,57133.23,83098.4,17765.22,57133.23,102375.71,21620.28,70816.3,102375.71,21620.28,70816.3
2025,"race","1",59,88090.09,17986.24,58286.29,88090.09,17986.24,58286.29,107714.67,21852.62,72340.86,107714.67,21852.62,72340.86
2025,"race","1",60,91868.5,18194.33,59505.26,91868.5,18194.33,59505.26,113226.48,22127.36,73855.46,113226.48,22127.36,73855.46
2025,"race","1",61,97041.78,18394.51,60640.68,97041.78,18394.51,60640.68,118302.16,22362.69,75517.44,118302.16,22362.69,75517.44
2025,"race","1",62,102218.79,18628.31,61853.44,102218.79,18628.31,61853.44,124785.22,22639.88,77178.44,124785.22,22639.88,77178.44
2025,"race","1",63,107298.59,18843.54,63108.01,107298.59,18843.54,63108.01,130224.95,22925.41,78982.19,130224.95,22925.41,78982.19
2025,"race","1",64,112210.25,19048.11,64450,112210.25,19048.11,64450,137320.41,23203.03,80771.33,137320.41,23203.03,80771.33
2025,"race","1",65,118702.78,19244.18,65946.72,118702.78,19244.18,65946.72,144581.03,23483.62,82608.65,144581.03,23483.62,82608.65
2025,"race","1",66,124318.19,19472.18,67407.49,124318.19,19472.18,67407.49,152834.25,23800.79,84318.23,152834.25,23800.79,84318.23
2025,"race","1",67,132452.38,19689.65,68813.85,132452.38,19689.65,68813.85,161112.46,24009.49,86202.46,161112.46,24009.49,86202.46
2025,"race","1",68,140475.87,19921.9,70420.99,140475.87,19921.9,70420.99,170878.77,24283.71,88094.04,170878.77,24283.71,88094.04
2025,"race","1",69,152871.27,20155.76,72177.94,152871.27,20155.76,72177.94,179415.83,24556.35,90020.19,179415.83,24556.35,90020.19
2025,"race","1",70,165837.56,20394.7,74071.62,165837.56,20394.7,74071.62,192284.35,24817.49,92206.8,192284.35,24817.49,92206.8
2025,"race","1",71,177049.74,20614.9,75997.42,177049.74,20614.9,75997.42,209164.25,25066.66,94448.89,209164.25,25066.66,94448.89
2025,"race","1",72,187542.26,20850.95,77876.99,187542.26,20850.95,77876.99,228413.44,25324.7,96496.78,228413.44,25324.7,96496.78
2025,"race","1",73,200680.37,21066.62,80059.95,200680.37,21066.62,80059.95,245936.05,25635.68,98697.01,245936.05,25635.68,98697.01
2025,"race","1",74,215036.5,21298.17,81687.29,215036.5,21298.17,81687.29,263823.09,25867.71,101411.67,263823.09,25867.71,101411.67
2025,"race","1",75,230000,21551.12,83776.48,230000,21551.12,83776.48,282411.64,26148.42,104585.96,282411.64,26148.42,104585.96
2025,"race","1",76,246119.13,21774.5,86057.71,246119.13,21774.5,86057.71,305514.82,26459.45,107845.22,305514.82,26459.45,107845.22
2025,"race","1",77,265263.04,21987.92,88377.07,265263.04,21987.92,88377.07,332144.65,26733.07,110721.27,332144.65,26733.07,110721.27
2025,"race","1",78,286230.76,22265.58,90623.83,286230.76,22265.58,90623.83,360940.47,27025.21,114125.77,360940.47,27025.21,114125.77
2025,"race","1",79,314171.45,22503,93154.17,314171.45,22503,93154.17,387198.14,27307.86,117024.65,387198.14,27307.86,117024.65
2025,"race","1",80,345762.89,22756.41,95926.92,345762.89,22756.41,95926.92,425491.55,27667.99,120525.64,425491.55,27667.99,120525.64
2025,"race","1",81,376831.64,23039.16,98662.15,376831.64,23039.16,98662.15,470520.54,27962.3,124380.01,470520.54,27962.3,124380.01
2025,"race","1",82,402775.52,23299.69,101864.79,402775.52,23299.69,101864.79,510687.81,28324.67,128114.18,510687.81,28324.67,128114.18
2025,"race","1",83,435764.47,23560.39,105445.28,435764.47,23560.39,105445.28,546556.51,28692.96,132299.37,546556.51,28692.96,132299.37
2025,"race","1",84,468037.06,23859.35,109104.73,468037.06,23859.35,109104.73,589207.21,29057.43,136521.5,589207.21,29057.43,136521.5
2025,"race","1",85,501893.52,24162.37,112990.31,501893.52,24162.37,112990.31,633804.31,29468.72,141790.7,633804.31,29468.72,141790.7
2025,"race","1",86,546687.5,24484.3,117859.62,546687.5,24484.3,117859.62,683395.74,29807.06,147079.48,683395.74,29807.06,147079.48
2025,"race","1",87,597817.19,24801.29,122430.8,597817.19,24801.29,122430.8,745319.85,30273.28,152585.28,745319.85,30273.28,152585.28
2025,"race","1",88,656896.53,25152.24,127833.67,656896.53,25152.24,127833.67,820880.32,30695.91,158871.58,820880.32,30695.91,158871.58
2025,"race","1",89,749102.05,25495.56,134906.08,749102.05,25495.56,134906.08,918164.17,31125.61,166417.99,918164.17,31125.61,166417.99
2025,"race","1",90,834607.33,25833.88,141484.34,834607.33,25833.88,141484.34,1020804.03,31651.86,175116.87,1020804.03,31651.86,175116.87
2025,"race","1",91,913506.46,26254.55,149968.75,913506.46,26254.55,149968.75,1142102.75,32135.51,185005.5,1142102.75,32135.51,185005.5
2025,"race","1",92,1015843.24,26669.87,158600.47,1015843.24,26669.87,158600.47,1271467.15,32720.55,197065.34,1271467.15,32720.55,197065.34
2025,"race","1",93,1136249.16,27132.73,169365.31,1136249.16,27132.73,169365.31,1420549.59,33271.48,210676.96,1420549.59,33271.48,210676.96
2025,"race","1",94,1296480.07,27783.48,182761.21,1296480.07,27783.48,182761.21,1613250.81,33966.41,225744.54,1613250.81,33966.41,225744.54
2025,"race","1",95,1499154.99,28442.98,200135.67,1499154.99,28442.98,200135.67,1904048.93,34789.84,246026.74,1904048.93,34789.84,246026.74
2025,"race","1",96,1799554.06,29168.46,222587.67,1799554.06,29168.46,222587.67,2235077.56,35682.77,272237.51,2235077.56,35682.77,272237.51
2025,"race","1",97,2260311.28,30097.94,258423.67,2260311.28,30097.94,258423.67,2826820.12,36706.51,314449.72,2826820.12,36706.51,314449.72
2025,"race","1",98,3144296.03,31485.77,308730.1,3144296.03,31485.77,308730.1,3771171.5,38165.7,381005.07,3771171.5,38165.7,381005.07
2025,"race","1",99,4974270.92,33429.77,433315.62,4974270.92,33429.77,433315.62,6499389.49,41189.02,547684.9,6499389.49,41189.02,547684.9
2025,"race","1",100,83150806.41,66158.89,8371443.8,83150806.41,66158.89,8371443.8,87144619.41,66158.89,8371443.8,87144619.41,66158.89,8371443.8
2025,"race","2",1,-1152.49,0,476.34,-1152.49,0,476.34,-1570.24,0,476.34,-1570.24,0,476.34
2025,"race","2",2,-1152.49,0,1568.12,-1152.49,0,1568.12,-1152.49,0,1568.12,-1152.49,0,1568.12
2025,"race","2",3,-1152.49,0,3300.23,-1152.49,0,3300.23,-1152.49,0,3743.1,-1152.49,0,3743.1
2025,"race","2",4,-1152.49,0,5730.04,-1152.49,0,5730.04,-1152.49,0,5961.34,-1152.49,0,5961.34
2025,"race","2",5,-1078.31,0,6541.83,-1078.31,0,6541.83,-1152.49,0,6767.85,-1152.49,0,6767.85
2025,"race","2",6,-892.5,0,7223.19,-892.5,0,7223.19,-917.79,0,8012.87,-917.79,0,8012.87
2025,"race","2",7,-762.92,0,7704.96,-762.92,0,7704.96,-815.55,0,8902.23,-815.55,0,8902.23
2025,"race","2",8,-553.98,0,8444.69,-553.98,0,8444.69,-632.91,0,9151.14,-632.91,0,9151.14
2025,"race","2",9,-429.62,0,8964.51,-429.62,0,8964.51,-491.37,0,9253.77,-491.37,0,9253.77
2025,"race","2",10,-278.8,0,9130.85,-278.8,0,9130.85,-316.79,0,9525.51,-316.79,0,9525.51
2025,"race","2",11,-140.21,0,9230.61,-140.21,0,9230.61,-157.91,0,9982.3,-157.91,0,9982.3
2025,"race","2",12,-23.96,0,9473.65,-23.96,0,9473.65,-23.96,0,10355.01,-23.96,0,10355.01
2025,"race","2",13,34.36,0,9890.2,34.36,0,9890.2,35.76,0,10698.18,35.76,0,10698.18
2025,"race","2",14,134.06,0,10210.22,134.06,0,10210.22,144.08,0,10995.16,144.08,0,10995.16
2025,"race","2",15,240.08,0,10476.82,240.08,0,10476.82,270.9,0,11623.7,270.9,0,11623.7
2025,"race","2",16,413.02,628.21,10843.75,413.02,628.21,10843.75,414.27,886.33,12120.18,414.27,886.33,12120.18
2025,"race","2",17,536.21,2007.45,11263.89,536.21,2007.45,11263.89,589.68,2213.72,12631.98,589.68,2213.72,12631.98
2025,"race","2",18,685.68,2584.75,11623.7,685.68,2584.75,11623.7,742.12,3082.11,12969.08,742.12,3082.11,12969.08
2025,"race","2",19,812.43,3163.13,11937.26,812.43,3163.13,11937.26,933.71,3657.03,13575.72,933.71,3657.03,13575.72
2025,"race","2",20,961.99,3733.96,12380.98,961.99,3733.96,12380.98,1119.19,4474.02,13913.34,1119.19,4474.02,13913.34
2025,"race","2",21,1096.76,4373.31,12730.72,1096.76,4373.31,12730.72,1275.26,5249.83,14366.85,1275.26,5249.83,14366.85
2025,"race","2",22,1298.91,4793.92,13138.45,1298.91,4793.92,13138.45,1510.43,5795.71,14783.78,1510.43,5795.71,14783.78
2025,"race","2",23,1505.44,5213.13,13423.98,1505.44,5213.13,13423.98,1726.47,6338.37,15133.35,1726.47,6338.37,15133.35
2025,"race","2",24,1692.76,5503.03,13742.64,1692.76,5503.03,13742.64,1950.46,6828.56,15578.08,1950.46,6828.56,15578.08
2025,"race","2",25,1932.22,5934.22,14043.39,1932.22,5934.22,14043.39,2161.52,7148.82,15986.4,2161.52,7148.82,15986.4
2025,"race","2",26,2095.86,6292.89,14365.21,2095.86,6292.89,14365.21,2396.72,7401.62,16330.53,2396.72,7401.62,16330.53
2025,"race","2",27,2278.62,6623.31,14813.67,2278.62,6623.31,14813.67,2608.7,7735.24,16838.84,2608.7,7735.24,16838.84
2025,"race","2",28,2483.84,6920.05,15130.57,2483.84,6920.05,15130.57,2851.87,8166.7,17167.47,2851.87,8166.7,17167.47
2025,"race","2",29,2636.61,7101.68,15444.93,2636.61,7101.68,15444.93,3018.76,8495.63,17756.51,3018.76,8495.63,17756.51
2025,"race","2",30,2801.29,7403.03,15852.51,2801.29,7403.03,15852.51,3284.18,8809.07,18146.21,3284.18,8809.07,18146.21
2025,"race","2",31,3018.76,7648.51,16259.48,3018.76,7648.51,16259.48,3514.16,9114.68,18627.9,3514.16,9114.68,18627.9
2025,"race","2",32,3229.23,7914.83,16644.56,3229.23,7914.83,16644.56,3778.74,9343.34,18981.95,3778.74,9343.34,18981.95
2025,"race","2",33,3444.34,8216.23,17062.62,3444.34,8216.23,17062.62,4038.41,9629.6,19400.05,4038.41,9629.6,19400.05
2025,"race","2",34,3633.05,8459.48,17516.08,3633.05,8459.48,17516.08,4400.3,9873.7,19885.77,4400.3,9873.7,19885.77
2025,"race","2",35,3922.26,8709.1,17998.48,3922.26,8709.1,17998.48,4636.66,10116.45,20300.49,4636.66,10116.45,20300.49
2025,"race","2",36,4175.55,8910.19,18424.66,4175.55,8910.19,18424.66,4996.66,10360.39,21005.71,4996.66,10360.39,21005.71
2025,"race","2",37,4383.36,9146.29,18759.54,4383.36,9146.29,18759.54,5204.42,10652.03,21474.19,5204.42,10652.03,21474.19
2025,"race","2",38,4646.92,9372.35,19076.34,4646.92,9372.35,19076.34,5595.93,10902.01,22159.23,5595.93,10902.01,22159.23
2025,"race","2",39,4915.15,9600.64,19532.95,4915.15,9600.64,19532.95,5986,11094.59,22562.2,5986,11094.59,22562.2
2025,"race","2",40,5195.99,9814.3,20010.85,5195.99,9814.3,20010.85,6387.56,11350.4,23054.81,6387.56,11350.4,23054.81
2025,"race","2",41,5484.97,9958.07,20408.64,5484.97,9958.07,20408.64,6780.09,11675.47,23738.87,6780.09,11675.47,23738.87
2025,"race","2",42,5872.11,10183.66,21018.21,5872.11,10183.66,21018.21,7107.97,11935.22,24304.92,7107.97,11935.22,24304.92
2025,"race","2",43,6310.23,10348.32,21436.66,6310.23,10348.32,21436.66,7532.13,12227.48,24898.41,7532.13,12227.48,24898.41
2025,"race","2",44,6556.35,10570.15,21941.58,6556.35,10570.15,21941.58,7847.08,12479.82,25677.5,7847.08,12479.82,25677.5
2025,"race","2",45,6899.86,10775.92,22379.14,6899.86,10775.92,22379.14,8427.5,12593.07,26308.65,8427.5,12593.07,26308.65
2025,"race","2",46,7198.35,10947.69,22859.2,7198.35,10947.69,22859.2,8878.43,12835.44,26893.53,8878.43,12835.44,26893.53
2025,"race","2",47,7658.35,11107.3,23357,7658.35,11107.3,23357,9201.05,13117.82,27675.33,9201.05,13117.82,27675.33
2025,"race","2",48,8002.69,11283.57,23849.4,8002.69,11283.57,23849.4,9584.75,13376.22,28337.34,9584.75,13376.22,28337.34
2025,"race","2",49,8451.64,11453.33,24283.37,8451.64,11453.33,24283.37,9941.66,13579.41,28921.55,9941.66,13579.41,28921.55
2025,"race","2",50,8836.56,11814.35,24769.06,8836.56,11814.35,24769.06,10957.58,13843.98,29483.05,10957.58,13843.98,29483.05
2025,"race","2",51,9202.14,12051.15,25490.62,9202.14,12051.15,25490.62,11382.56,14047.27,30074.61,11382.56,14047.27,30074.61
2025,"race","2",52,9610.11,12252.24,26116.55,9610.11,12252.24,26116.55,12033.09,14251.81,30677.49,12033.09,14251.81,30677.49
2025,"race","2",53,10101.35,12453.79,26521.63,10101.35,12453.79,26521.63,12490.95,14475,31499.25,12490.95,14475,31499.25
2025,"race","2",54,10844,12577.42,27188.56,10844,12577.42,27188.56,13026.43,14657.91,32012.57,13026.43,14657.91,32012.57
2025,"race","2",55,11510.49,12757.67,27886.09,11510.49,12757.67,27886.09,13604.03,14828.31,32682.34,13604.03,14828.31,32682.34
2025,"race","2",56,12058.93,12928.53,28591.03,12058.93,12928.53,28591.03,14220.77,15031.46,33295.72,14220.77,15031.46,33295.72
2025,"race","2",57,12784.37,13110.08,29151.97,12784.37,13110.08,29151.97,14977.21,15325.59,34092.11,14977.21,15325.59,34092.11
2025,"race","2",58,13269.73,13341.64,29670.06,13269.73,13341.64,29670.06,15725.05,15475.25,34947.71,15725.05,15475.25,34947.71
2025,"race","2",59,13984.52,13603.55,30410.49,13984.52,13603.55,30410.49,16467.1,15666.2,35864.46,16467.1,15666.2,35864.46
2025,"race","2",60,14603.89,13822.86,31111.24,14603.89,13822.86,31111.24,17624.85,15918.43,36777.59,17624.85,15918.43,36777.59
2025,"race","2",61,15459.44,14047.27,31607.56,15459.44,14047.27,31607.56,18309.46,16154.45,37460.54,18309.46,16154.45,37460.54
2025,"race","2",62,16166.6,14269.44,32179.87,16166.6,14269.44,32179.87,19096.23,16510.38,38380.74,19096.23,16510.38,38380.74
2025,"race","2",63,17285.77,14450.52,33061.93,17285.77,14450.52,33061.93,19977.29,16836.62,39452.96,19977.29,16836.62,39452.96
2025,"race","2",64,18387.42,14624.24,33908.35,18387.42,14624.24,33908.35,21142.36,17059.17,40607.95,21142.36,17059.17,40607.95
2025,"race","2",65,19436.45,14768.22,34737.45,19436.45,14768.22,34737.45,22619.21,17329.9,41536.07,22619.21,17329.9,41536.07
2025,"race","2",66,20866.84,14902.57,35499.3,20866.84,14902.57,35499.3,23990.05,17560.42,43061.38,23990.05,17560.42,43061.38
2025,"race","2",67,22182.04,15208.36,36134.54,22182.04,15208.36,36134.54,25144.8,17725.76,44114.84,25144.8,17725.76,44114.84
2025,"race","2",68,23685.93,15396.22,37050.46,23685.93,15396.22,37050.46,27384.76,18041.06,44910.77,27384.76,18041.06,44910.77
2025,"race","2",69,24756.13,15588.54,38058.69,24756.13,15588.54,38058.69,28899.54,18275.74,45772.83,28899.54,18275.74,45772.83
2025,"race","2",70,26383.25,15852.04,38930.48,26383.25,15852.04,38930.48,30269.84,18551.9,47041.79,30269.84,18551.9,47041.79
2025,"race","2",71,27985.57,16074.9,39902.26,27985.57,16074.9,39902.26,32479.79,18909.71,48755.6,32479.79,18909.71,48755.6
2025,"race","2",72,29685.77,16377.51,40833.28,29685.77,16377.51,40833.28,34779.84,19255.49,49989.43,34779.84,19255.49,49989.43
2025,"race","2",73,30985.1,16596.45,41712.22,30985.1,16596.45,41712.22,36894.08,19591.07,51096.79,36894.08,19591.07,51096.79
2025,"race","2",74,33186.12,16838.94,43002.07,33186.12,16838.94,43002.07,39290.06,20037.92,52345.64,39290.06,20037.92,52345.64
2025,"race","2",75,35256.57,17144.89,44267.08,35256.57,17144.89,44267.08,41728.09,20318.07,53692.73,41728.09,20318.07,53692.73
2025,"race","2",76,37475.67,17445.21,45356.87,37475.67,17445.21,45356.87,43371.67,20638.28,54986.29,43371.67,20638.28,54986.29
