"year","category","catval","percentile","wealth_1_pc","ss_1_pc","income_1_pc","wealth_2_pc","ss_2_pc","income_2_pc","wealth_1_eq","ss_1_eq","income_1_eq","wealth_2_eq","ss_2_eq","income_2_eq"
2015,"age","1",33,14842.37,4475.38,27773.16,14842.37,4475.38,27773.16,18074.17,5650.81,33731.34,18074.17,5650.81,33731.34
2015,"age","1",34,15769.73,4717.42,28562.09,15769.73,4717.42,28562.09,19347.84,6148.1,34717.18,19347.84,6148.1,34717.18
2015,"age","1",35,16745.63,5009.69,29293.84,16745.63,5009.69,29293.84,20821.91,6492.31,35802.51,20821.91,6492.31,35802.51
2015,"age","1",36,18006.6,5296.06,30159.15,18006.6,5296.06,30159.15,22120.63,6806.81,36738.58,22120.63,6806.81,36738.58
2015,"age","1",37,19023.95,5591.75,30949.24,19023.95,5591.75,30949.24,23419.68,7178.32,37792.94,23419.68,7178.32,37792.94
2015,"age","1",38,20033.03,5866.56,31616.2,20033.03,5866.56,31616.2,24915.52,7491.6,38994.45,24915.52,7491.6,38994.45
2015,"age","1",39,21137.3,6122.4,32249,21137.3,6122.4,32249,26536.51,7873.03,40040.95,26536.51,7873.03,40040.95
2015,"age","1",40,22940.39,6433.43,32963.77,22940.39,6433.43,32963.77,27968.71,8156.73,41024.11,27968.71,8156.73,41024.11
2015,"age","1",41,24473.95,6737.38,33720.8,24473.95,6737.38,33720.8,29431.35,8539.82,42112.25,29431.35,8539.82,42112.25
2015,"age","1",42,25848.86,7002,34536.8,25848.86,7002,34536.8,31381.64,8839.2,43271.6,31381.64,8839.2,43271.6
2015,"age","1",43,27608.42,7284,35453.25,27608.42,7284,35453.25,33856.44,9166.73,44251.88,33856.44,9166.73,44251.88
2015,"age","1",44,28976.01,7553.02,36262.52,28976.01,7553.02,36262.52,35704.48,9497.68,45131.85,35704.48,9497.68,45131.85
2015,"age","1",45,30362.5,7884.81,37077.49,30362.5,7884.81,37077.49,37553.39,9814.8,45965.45,37553.39,9814.8,45965.45
2015,"age","1",46,32193.98,8127.38,37837.05,32193.98,8127.38,37837.05,39864.12,10132.11,47126.91,39864.12,10132.11,47126.91
2015,"age","1",47,33760.46,8417.3,38624.57,33760.46,8417.3,38624.57,41749.15,10445.33,48221.41,41749.15,10445.33,48221.41
2015,"age","1",48,35295.9,8674.8,39594.5,35295.9,8674.8,39594.5,43893.06,10760.58,49645.06,43893.06,10760.58,49645.06
2015,"age","1",49,37272.62,8962.89,40460.84,37272.62,8962.89,40460.84,46758.99,11129.28,50745.87,46758.99,11129.28,50745.87
2015,"age","1",50,39035.49,9259.2,41418.3,39035.49,9259.2,41418.3,49277.7,11408.1,51794.63,49277.7,11408.1,51794.63
2015,"age","1",51,41333.75,9574.2,42259.88,41333.75,9574.2,42259.88,52033.12,11702.12,53042.26,52033.12,11702.12,53042.26
2015,"age","1",52,43832.16,9815.72,43217.14,43832.16,9815.72,43217.14,54700.58,12044.4,54236.41,54700.58,12044.4,54236.41
2015,"age","1",53,46043.56,10049.89,44019.71,46043.56,10049.89,44019.71,57799.69,12315.69,55654,57799.69,12315.69,55654
2015,"age","1",54,48341.3,10276.81,44943.35,48341.3,10276.81,44943.35,60696.87,12656.33,56840.03,60696.87,12656.33,56840.03
2015,"age","1",55,50647.14,10522.66,45881.76,50647.14,10522.66,45881.76,63679.84,12999.82,58411.18,63679.84,12999.82,58411.18
2015,"age","1",56,53506.76,10717.98,47208.55,53506.76,10717.98,47208.55,66679.56,13319.08,59804.86,66679.56,13319.08,59804.86
2015,"age","1",57,56395.13,10978.59,48094.38,56395.13,10978.59,48094.38,69129.32,13695.37,61290.69,69129.32,13695.37,61290.69
2015,"age","1",58,59092.06,11210.15,49152.31,59092.06,11210.15,49152.31,72586.91,13958.27,62533.65,72586.91,13958.27,62533.65
2015,"age","1",59,62088.15,11459.4,50113.4,62088.15,11459.4,50113.4,76063.02,14253.67,63858.75,76063.02,14253.67,63858.75
2015,"age","1",60,65155.89,11660.4,51242.33,65155.89,11660.4,51242.33,80447.63,14535.8,65481.56,80447.63,14535.8,65481.56
2015,"age","1",61,67819.24,11913.67,52216.26,67819.24,11913.67,52216.26,84579.8,14839.56,67132.47,84579.8,14839.56,67132.47
2015,"age","1",62,70655.93,12116.91,53394.67,70655.93,12116.91,53394.67,89087.59,15184.16,68576.87,89087.59,15184.16,68576.87
2015,"age","1",63,74380.69,12350.66,55012.19,74380.69,12350.66,55012.19,93220.42,15533.8,70023.86,93220.42,15533.8,70023.86
2015,"age","1",64,78102.89,12580.2,56259.95,78102.89,12580.2,56259.95,97975.75,15803.49,71754.15,97975.75,15803.49,71754.15
2015,"age","1",65,81850.43,12820.8,57712.58,81850.43,12820.8,57712.58,102830.83,16162.12,73271.87,102830.83,16162.12,73271.87
2015,"age","1",66,86947.27,13038.46,59058.08,86947.27,13038.46,59058.08,108808.71,16442.29,74906.72,108808.71,16442.29,74906.72
2015,"age","1",67,91295.2,13237.33,60460.49,91295.2,13237.33,60460.49,114238.39,16783.51,77088.17,114238.39,16783.51,77088.17
2015,"age","1",68,96508.86,13498.76,61764.98,96508.86,13498.76,61764.98,120333.11,17096.46,79198.3,120333.11,17096.46,79198.3
2015,"age","1",69,101567.18,13769.08,63167.94,101567.18,13769.08,63167.94,128516.75,17420.2,81283.82,128516.75,17420.2,81283.82
2015,"age","1",70,108332.03,14041.93,64501.4,108332.03,14041.93,64501.4,135229.89,17717.4,83239.33,135229.89,17717.4,83239.33
2015,"age","1",71,115593.8,14299.04,66321.82,115593.8,14299.04,66321.82,141975.63,18124.03,85244.73,141975.63,18124.03,85244.73
2015,"age","1",72,125669.79,14575.85,68089.74,125669.79,14575.85,68089.74,151139.26,18448.65,86926.96,151139.26,18448.65,86926.96
2015,"age","1",73,138927.71,14881.43,69916.8,138927.71,14881.43,69916.8,162046.38,18740.83,89419.61,162046.38,18740.83,89419.61
2015,"age","1",74,152430.44,15202.88,71705.87,152430.44,15202.88,71705.87,176151.82,19089.51,91715.27,176151.82,19089.51,91715.27
2015,"age","1",75,162785.82,15459.07,73467.04,162785.82,15459.07,73467.04,195043.74,19472.32,94202.43,195043.74,19472.32,94202.43
2015,"age","1",76,174633.2,15771.93,75328.99,174633.2,15771.93,75328.99,222147.37,19855.99,96956.72,222147.37,19855.99,96956.72
2015,"age","1",77,188467.78,16082.55,77464.35,188467.78,16082.55,77464.35,237339.74,20180.37,99885.35,237339.74,20180.37,99885.35
2015,"age","1",78,207985.34,16394.85,79514.34,207985.34,16394.85,79514.34,255271.91,20599.89,102074.75,255271.91,20599.89,102074.75
2015,"age","1",79,223874,16652.29,82079.82,223874,16652.29,82079.82,295933.16,20986.54,104874.41,295933.16,20986.54,104874.41
2015,"age","1",80,244120.84,17005.04,84477.97,244120.84,17005.04,84477.97,322228.95,21410.68,107459.15,322228.95,21410.68,107459.15
2015,"age","1",81,267069.93,17276.25,86777.92,267069.93,17276.25,86777.92,351613.13,21736.41,110406.92,351613.13,21736.41,110406.92
2015,"age","1",82,304926.95,17604.25,89353.54,304926.95,17604.25,89353.54,380363.6,22150.8,113633.79,380363.6,22150.8,113633.79
2015,"age","1",83,335018.17,18006.55,92416.23,335018.17,18006.55,92416.23,424446.98,22564.8,118079.43,424446.98,22564.8,118079.43
2015,"age","1",84,359075.42,18356.3,95386.14,359075.42,18356.3,95386.14,464876.75,23068.8,121479.2,464876.75,23068.8,121479.2
2015,"age","1",85,390016.56,18656.84,98566.74,390016.56,18656.84,98566.74,502661.16,23373.41,125751.39,502661.16,23373.41,125751.39
2015,"age","1",86,415062.41,18993.51,101877.2,415062.41,18993.51,101877.2,543840.15,23786.45,129620.97,543840.15,23786.45,129620.97
2015,"age","1",87,450940.43,19372.8,105722.81,450940.43,19372.8,105722.81,585628.59,24232.53,134916.75,585628.59,24232.53,134916.75
2015,"age","1",88,500246.87,19710.8,110017.7,500246.87,19710.8,110017.7,649460.66,24672.96,139780.29,649460.66,24672.96,139780.29
2015,"age","1",89,561748.36,20089.02,114284.28,561748.36,20089.02,114284.28,719358.3,25123.62,145791.39,719358.3,25123.62,145791.39
2015,"age","1",90,659592.88,20469.15,120433.23,659592.88,20469.15,120433.23,813048.83,25682.58,153329.3,813048.83,25682.58,153329.3
2015,"age","1",91,734895.94,21072.32,125519.87,734895.94,21072.32,125519.87,935582.57,26099.95,160615.2,935582.57,26099.95,160615.2
2015,"age","1",92,816720.81,21562.8,132128.96,816720.81,21562.8,132128.96,1042866.54,26658.28,171696.49,1042866.54,26658.28,171696.49
2015,"age","1",93,918376.65,22053.24,139079.72,918376.65,22053.24,139079.72,1168311.37,27283.84,181328.45,1168311.37,27283.84,181328.45
2015,"age","1",94,1043994.08,22719.86,149002.86,1043994.08,22719.86,149002.86,1342961.78,27825.61,193135.59,1342961.78,27825.61,193135.59
2015,"age","1",95,1229187.03,23411.8,162157.49,1229187.03,23411.8,162157.49,1578474.57,28506.03,208902.72,1578474.57,28506.03,208902.72
2015,"age","1",96,1487930.58,24160.03,177302.93,1487930.58,24160.03,177302.93,1875983.44,29561.15,227132.51,1875983.44,29561.15,227132.51
2015,"age","1",97,1855347.5,24980.4,202427.65,1855347.5,24980.4,202427.65,2379002.88,30676.8,251711.86,2379002.88,30676.8,251711.86
2015,"age","1",98,2479187.27,25929.12,237284.22,2479187.27,25929.12,237284.22,3147071.84,32175.22,300446.67,3147071.84,32175.22,300446.67
2015,"age","1",99,4153463.2,27680,325236.03,4153463.2,27680,325236.03,5269616.1,34628.45,428868.29,5269616.1,34628.45,428868.29
2015,"age","1",100,39214987.78,57819.64,2751273.35,39214987.78,57819.64,2751273.35,55466743.68,57819.64,3891475.74,55466743.68,57819.64,3891475.74
2015,"age","2",1,-1041.57,0,-58.84,-1041.57,0,-58.84,-1387.79,0,-61.75,-1387.79,0,-61.75
2015,"age","2",2,-981.17,0,2380.29,-981.17,0,2380.29,-1387.79,0,2477.15,-1387.79,0,2477.15
2015,"age","2",3,-981.17,0,5001.84,-981.17,0,5001.84,-1094.68,0,5884.66,-1094.68,0,5884.66
2015,"age","2",4,-910.94,0,6914.11,-910.94,0,6914.11,-981.17,0,8139.37,-981.17,0,8139.37
2015,"age","2",5,-768.56,0,8139.37,-768.56,0,8139.37,-788.17,0,9150.42,-788.17,0,9150.42
2015,"age","2",6,-432.21,0,8950.93,-432.21,0,8950.93,-526.89,0,9821.3,-526.89,0,9821.3
2015,"age","2",7,-201.41,0,9525.2,-201.41,0,9525.2,-207.91,0,10791.83,-207.91,0,10791.83
2015,"age","2",8,10.76,1513.56,10353.2,10.76,1513.56,10353.2,10.76,1746.27,11357.49,10.76,1746.27,11357.49
2015,"age","2",9,394.59,2757.2,10978.41,394.59,2757.2,10978.41,445.62,3484.35,12454.93,445.62,3484.35,12454.93
2015,"age","2",10,709.61,3948.06,11578.74,709.61,3948.06,11578.74,836.69,4716.37,13340.97,836.69,4716.37,13340.97
2015,"age","2",11,1047.71,4669.69,12343.45,1047.71,4669.69,12343.45,1211.27,5773.61,14264.3,1211.27,5773.61,14264.3
2015,"age","2",12,1328.42,5235.59,13031.6,1328.42,5235.59,13031.6,1536.03,6541.43,15149.04,1536.03,6541.43,15149.04
2015,"age","2",13,1657.69,5754.84,13729.81,1657.69,5754.84,13729.81,1892.56,7107.9,16081.28,1892.56,7107.9,16081.28
2015,"age","2",14,1981.12,6327,14325.25,1981.12,6327,14325.25,2314.56,7730.2,16711.94,2314.56,7730.2,16711.94
2015,"age","2",15,2400.24,6792.98,15175.19,2400.24,6792.98,15175.19,2692.17,8153.96,17391.25,2692.17,8153.96,17391.25
2015,"age","2",16,2748.29,7266.93,15763.7,2748.29,7266.93,15763.7,3234.35,8736.32,18139.12,3234.35,8736.32,18139.12
2015,"age","2",17,3141.82,7636.2,16395.13,3141.82,7636.2,16395.13,3701.33,9109.37,19273.71,3701.33,9109.37,19273.71
2015,"age","2",18,3502.55,8061.44,16941.57,3502.55,8061.44,16941.57,4139.95,9406.67,19970.67,4139.95,9406.67,19970.67
2015,"age","2",19,3860.32,8392.53,17682.39,3860.32,8392.53,17682.39,4613.14,9830.5,21004.66,4613.14,9830.5,21004.66
2015,"age","2",20,4198.11,8753.07,18417.39,4198.11,8753.07,18417.39,5072.19,10246.68,21605.14,5072.19,10246.68,21605.14
2015,"age","2",21,4615.96,9004.6,19230.3,4615.96,9004.6,19230.3,5600.93,10581.65,22564.07,5600.93,10581.65,22564.07
2015,"age","2",22,5022.35,9269,19854.1,5022.35,9269,19854.1,6094.06,10921.96,23314.26,6094.06,10921.96,23314.26
2015,"age","2",23,5445.75,9509.41,20374.11,5445.75,9509.41,20374.11,6617.96,11216.7,24150.53,6617.96,11216.7,24150.53
2015,"age","2",24,5996.41,9837.5,21209.4,5996.41,9837.5,21209.4,7230.03,11549.95,24827.16,7230.03,11549.95,24827.16
2015,"age","2",25,6595.33,10052.1,21669.12,6595.33,10052.1,21669.12,7702.62,11995.2,25663.04,7702.62,11995.2,25663.04
2015,"age","2",26,7237.87,10370.4,22266.85,7237.87,10370.4,22266.85,8260.6,12280.26,26347.15,8260.6,12280.26,26347.15
2015,"age","2",27,7726.44,10642.68,22755.92,7726.44,10642.68,22755.92,8833.95,12581.38,27249.45,8833.95,12581.38,27249.45
2015,"age","2",28,8214.65,10872,23114.4,8214.65,10872,23114.4,9637.01,12878.35,28015.21,9637.01,12878.35,28015.21
2015,"age","2",29,8698.88,11085.8,23790.61,8698.88,11085.8,23790.61,10630.73,13151.62,28797.65,10630.73,13151.62,28797.65
2015,"age","2",30,9148.11,11276.1,24503.94,9148.11,11276.1,24503.94,11432.86,13455.59,29957.17,11432.86,13455.59,29957.17
2015,"age","2",31,9829.03,11494,25062.11,9829.03,11494,25062.11,12303.93,13807.46,30761.99,12303.93,13807.46,30761.99
2015,"age","2",32,10577.22,11644.38,25582.81,10577.22,11644.38,25582.81,12986.76,14101.78,31604.99,12986.76,14101.78,31604.99
2015,"age","2",33,11389.03,11847.6,26058.63,11389.03,11847.6,26058.63,13758.56,14373.45,32111.31,13758.56,14373.45,32111.31
2015,"age","2",34,12186.55,12036.95,26642.91,12186.55,12036.95,26642.91,14726.64,14730.64,32637.78,14726.64,14730.64,32637.78
2015,"age","2",35,12813.58,12220.65,27186.05,12813.58,12220.65,27186.05,15806.25,15114.99,33504.72,15806.25,15114.99,33504.72
2015,"age","2",36,13527.1,12400.2,27696,13527.1,12400.2,27696,16854.51,15361.56,34402.61,16854.51,15361.56,34402.61
2015,"age","2",37,14662.79,12606.55,28455.64,14662.79,12606.55,28455.64,17888.06,15624.55,35194.38,17888.06,15624.55,35194.38
2015,"age","2",38,15625.96,12783.99,29317.43,15625.96,12783.99,29317.43,18764.23,15900.67,36105.54,18764.23,15900.67,36105.54
2015,"age","2",39,16484.2,12947.78,30290.81,16484.2,12947.78,30290.81,20137.63,16132.8,36677.08,20137.63,16132.8,36677.08
2015,"age","2",40,17246.64,13108.91,31146.65,17246.64,13108.91,31146.65,21479.46,16404.56,37624.53,21479.46,16404.56,37624.53
2015,"age","2",41,18230.9,13320.56,31922.36,18230.9,13320.56,31922.36,22502.71,16600,38416.94,22502.71,16600,38416.94
2015,"age","2",42,19188.14,13542.91,32470.83,19188.14,13542.91,32470.83,23750.59,16801.2,39173.97,23750.59,16801.2,39173.97
2015,"age","2",43,20265.56,13760.63,33220.65,20265.56,13760.63,33220.65,24677.02,17054.4,40223.92,24677.02,17054.4,40223.92
2015,"age","2",44,21577.27,13937.16,33777.03,21577.27,13937.16,33777.03,26161.29,17269.61,41434.01,26161.29,17269.61,41434.01
2015,"age","2",45,22743.71,14124.39,34457.01,22743.71,14124.39,34457.01,27788.55,17502.76,42706.66,27788.55,17502.76,42706.66
2015,"age","2",46,23917.77,14327.01,34992.77,23917.77,14327.01,34992.77,29431.35,17833.13,43762.77,29431.35,17833.13,43762.77
2015,"age","2",47,25263.5,14520.19,35987.53,25263.5,14520.19,35987.53,31542.37,18073.66,44752.03,31542.37,18073.66,44752.03
2015,"age","2",48,27018.25,14802.44,36842.24,27018.25,14802.44,36842.24,32978.22,18269.57,45666.73,32978.22,18269.57,45666.73
2015,"age","2",49,28372.42,14993.55,37669.96,28372.42,14993.55,37669.96,34405.66,18516.03,46683.79,34405.66,18516.03,46683.79
2015,"age","2",50,29590.65,15224.88,38445.81,29590.65,15224.88,38445.81,36817.13,18779.4,47698.62,36817.13,18779.4,47698.62
2015,"age","2",51,31275.36,15396.44,39186.39,31275.36,15396.44,39186.39,39237.36,19073.97,48981.71,39237.36,19073.97,48981.71
2015,"age","2",52,32575.48,15581.4,39707.99,32575.48,15581.4,39707.99,40863.67,19327.77,49932.24,40863.67,19327.77,49932.24
2015,"age","2",53,33897.45,15757.85,40531,33897.45,15757.85,40531,42607.04,19521.94,51213.69,42607.04,19521.94,51213.69
2015,"age","2",54,36251.48,15950.63,41448.88,36251.48,15950.63,41448.88,45369.08,19756.55,52403.65,45369.08,19756.55,52403.65
2015,"age","2",55,38325.23,16136.73,42389.79,38325.23,16136.73,42389.79,47461.72,19958.02,53577.42,47461.72,19958.02,53577.42
2015,"age","2",56,40496.26,16317.24,43704.58,40496.26,16317.24,43704.58,50670.47,20156.89,54549.81,50670.47,20156.89,54549.81
2015,"age","2",57,42330.29,16515.78,44724.37,42330.29,16515.78,44724.37,54117.49,20420.82,55672.2,54117.49,20420.82,55672.2
2015,"age","2",58,45322.66,16728.3,45742.54,45322.66,16728.3,45742.54,57297.48,20611.46,56404.46,57297.48,20611.46,56404.46
2015,"age","2",59,48372.83,16842.92,46886.5,48372.83,16842.92,46886.5,59817.16,20914.8,57757.03,59817.16,20914.8,57757.03
2015,"age","2",60,51670.82,17061.57,47871.1,51670.82,17061.57,47871.1,63467.5,21177.83,59167.03,63467.5,21177.83,59167.03
2015,"age","2",61,54345.55,17225.07,49252.51,54345.55,17225.07,49252.51,67959.37,21424.76,60791.72,67959.37,21424.76,60791.72
2015,"age","2",62,57319.39,17407.56,50133.02,57319.39,17407.56,50133.02,71644.19,21655.73,62572.74,71644.19,21655.73,62572.74
2015,"age","2",63,60866.99,17575.19,51272.86,60866.99,17575.19,51272.86,75775.25,21911.67,63776.14,75775.25,21911.67,63776.14
2015,"age","2",64,63848.84,17836.76,52375.7,63848.84,17836.76,52375.7,79423.51,22144.24,65309.65,79423.51,22144.24,65309.65
2015,"age","2",65,67665.13,18013.24,53639.97,67665.13,18013.24,53639.97,85155.89,22428.34,67020.09,85155.89,22428.34,67020.09
2015,"age","2",66,71377.2,18143.36,54702.8,71377.2,18143.36,54702.8,90293.77,22636.83,68529.56,90293.77,22636.83,68529.56
2015,"age","2",67,74931.31,18300.91,56088.93,74931.31,18300.91,56088.93,94667.87,22848.48,70339.6,94667.87,22848.48,70339.6
2015,"age","2",68,78820.87,18515.85,57263.64,78820.87,18515.85,57263.64,98716.98,23079.84,71498.07,98716.98,23079.84,71498.07
2015,"age","2",69,82801.4,18701.18,58504.62,82801.4,18701.18,58504.62,104870.71,23310.73,73225.02,104870.71,23310.73,73225.02
2015,"age","2",70,89717.59,18879.07,60437.63,89717.59,18879.07,60437.63,111486.38,23610,75121.9,111486.38,23610,75121.9
2015,"age","2",71,94492.79,19098.01,62278.26,94492.79,19098.01,62278.26,115944.98,23803.53,77166.82,115944.98,23803.53,77166.82
2015,"age","2",72,100367.62,19255.69,63483.39,100367.62,19255.69,63483.39,124252.8,24044.74,79353.82,124252.8,24044.74,79353.82
2015,"age","2",73,108663.41,19442.68,64935.5,108663.41,19442.68,64935.5,133341.05,24238.76,81229.26,133341.05,24238.76,81229.26
2015,"age","2",74,118899.64,19628.67,66528.25,118899.64,19628.67,66528.25,145542.36,24483.84,83647.19,145542.36,24483.84,83647.19
2015,"age","2",75,130527.02,19807.71,68179.29,130527.02,19807.71,68179.29,159516.1,24732.07,86630.78,159516.1,24732.07,86630.78
2015,"age","2",76,144431.46,19995.23,69413.65,144431.46,19995.23,69413.65,177093.33,24910.67,89611.3,177093.33,24910.67,89611.3
2015,"age","2",77,159924.33,20178.16,71110.52,159924.33,20178.16,71110.52,197814.46,25255.01,92427.34,197814.46,25255.01,92427.34
2015,"age","2",78,177304.6,20395.98,73162.8,177304.6,20395.98,73162.8,219130.83,25502.4,94755.54,219130.83,25502.4,94755.54
2015,"age","2",79,190508.31,20625.06,74913.91,190508.31,20625.06,74913.91,251028.96,25708.28,97143.35,251028.96,25708.28,97143.35
2015,"age","2",80,215214.18,20830.99,77396.66,215214.18,20830.99,77396.66,271560.23,25913.48,100127.08,271560.23,25913.48,100127.08
2015,"age","2",81,239655.05,21078.87,79787.67,239655.05,21078.87,79787.67,310830.57,26189.32,103088.64,310830.57,26189.32,103088.64
2015,"age","2",82,275582.07,21280.93,82708.17,275582.07,21280.93,82708.17,344467.34,26487.13,106563.13,344467.34,26487.13,106563.13
2015,"age","2",83,307626.48,21507.61,86065.74,307626.48,21507.61,86065.74,390108.02,26769.48,110003.47,390108.02,26769.48,110003.47
2015,"age","2",84,338923.08,21768.85,89519.71,338923.08,21768.85,89519.71,430085.54,27093.6,113435.73,430085.54,27093.6,113435.73
2015,"age","2",85,369118.71,22137.6,92630.57,369118.71,22137.6,92630.57,462343.7,27386.39,117629.06,462343.7,27386.39,117629.06
2015,"age","2",86,397978.57,22415.2,95977.43,397978.57,22415.2,95977.43,499574.93,27702.75,123170.74,499574.93,27702.75,123170.74
2015,"age","2",87,432350.37,22644.63,99602.71,432350.37,22644.63,99602.71,547875.99,27977.24,128586.9,547875.99,27977.24,128586.9
2015,"age","2",88,460167.1,22901.75,104986.83,460167.1,22901.75,104986.83,592137.27,28348.82,133727.7,592137.27,28348.82,133727.7
2015,"age","2",89,509454.33,23223.3,110520.3,509454.33,23223.3,110520.3,642533.41,28716.15,139315.95,642533.41,28716.15,139315.95
2015,"age","2",90,558812.89,23610,116950.61,558812.89,23610,116950.61,718200.69,29230.94,144779.87,718200.69,29230.94,144779.87
2015,"age","2",91,653253.74,23937.01,123331.95,653253.74,23937.01,123331.95,810086.17,29615.82,153549.5,810086.17,29615.82,153549.5
2015,"age","2",92,746910.6,24351.04,133249.19,746910.6,24351.04,133249.19,944689.5,30068.2,165117.43,944689.5,30068.2,165117.43
2015,"age","2",93,884291.48,24800.2,140701.41,884291.48,24800.2,140701.41,1116263.83,30619.25,178010.02,1116263.83,30619.25,178010.02
2015,"age","2",94,1072403.2,25346.4,150018.45,1072403.2,25346.4,150018.45,1381795.21,31335.76,190393.26,1381795.21,31335.76,190393.26
2015,"age","2",95,1266999.34,25943.16,162778.1,1266999.34,25943.16,162778.1,1618253.23,31940.56,210592.97,1618253.23,31940.56,210592.97
2015,"age","2",96,1608697.35,26566.8,183589.17,1608697.35,26566.8,183589.17,1999724.36,32876.71,230994.5,1999724.36,32876.71,230994.5
2015,"age","2",97,2021454.52,27510.8,217847.7,2021454.52,27510.8,217847.7,2497466.8,33835.58,261568.36,2497466.8,33835.58,261568.36
2015,"age","2",98,2726721.78,28491.89,254162.7,2726721.78,28491.89,254162.7,3533651.63,35527.75,330440.05,3533651.63,35527.75,330440.05
2015,"age","2",99,4500953.78,30595.32,394967.5,4500953.78,30595.32,394967.5,6295898.41,38776.96,508834.57,6295898.41,38776.96,508834.57
2015,"age","2",100,124913238.83,58206.75,8214364.56,124913238.83,58206.75,8214364.56,124913238.83,58206.75,8214364.56,124913238.83,58206.75,8214364.56
2015,"age","3",1,-1076.72,0,-56.62,-1076.72,0,-56.62,-1387.79,0,-68.72,-1387.79,0,-68.72
2015,"age","3",2,-981.17,0,3381.11,-981.17,0,3381.11,-1186.51,0,4025.16,-1186.51,0,4025.16
